,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X11.HK.EQUITY,X601319.CH.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X823.HK.EQUITY,X601066.CH.EQUITY,X001979.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X2891.TT.EQUITY,X17.HK.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0.285902423609535,0.216195404315905,0,0,0,-0.102452916906673,0,0,0.115175274869271,0,0,0,-0.163733148199172,0,0,0.157953080610027,0,0,0,0,0.143627211061588,0,0,0,0,0.142304641392491,-0.135921752092347,0,0,0.132238851496444,0,0,0,0,0,-0.0248431875633695,0,0,0,0.0385498094941837,0,0,0,0,0,-0.0803481668581759,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0.168950708669336,0,0,0.222882515202621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0276030593818201,0,-0.107293972726205,0,0,0,0,-0.232115599613731,0.391746021404312,0,0,0.195714982195695,0,0,0,0,0.117771096669165,-0.00574793164726843,-0.0212580067341768
X601939.CH.EQUITY,0.413554326563779,0,0,0.0934873542754386,0.101438113258787,0,0,0,0,0,0,0,0.13270474447778,0,0,0,0,0,-0.0360729668904183,0.123842994055535,0.00803757273480637,0,0.0423833670116406,0.0437958595908314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.310924343356275,0,0,0,0,0,0,-0.165718489648643,0,0,0,0
X601288.CH.EQUITY,0.367765097590718,0,0.205121323383389,0,0.158498009850271,0.0730984605624588,0,0.0434176211199205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0853598541781787,0,0,0,0,0,0,0.0298923705310708,0,0,0,0.0306664263368869,0.175502174230225,0,0,0,0.0444246206571966,0,0,0,0,0,0,0
X5.HK.EQUITY,0,-0.0748014421371518,0,0,0,0,0,0,-0.346179987718176,0,0.176323431121439,0,0,0,0,0,0,0.156497463193917,-0.158106604653339,0,0.0859568500144108,0,0,0.390819444828066,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,-0.0100364751905634,0,0,0,0.0526562296727391,0,0.159875926664647,0,0,0.0588745959494143,0,0,0,0,0,-0.393870870930531
X601988.CH.EQUITY,0.121985229664926,0,0.0337418291069382,0.251492287990845,0.00537432038527357,0,0,0.133149511374761,0,0.0948265131282929,0.303481829507791,0,0,-0.373517283472415,0,0,0,0,0,0,0,0,0,0.035692539280397,0,0,0.0224389524070543,-0.0025008104569985,0,0,0,0,0,0,0,0,0,0,0,0,0.0476539293360467,0,0,0,0.0844013142397479,0,0,0,0,0
X600036.CH.EQUITY,0,0.33303661071745,0,0,0,0,0,0,0.0264536559433427,0,0,0.10300593233129,0.17221659165218,0,0.0570884346847952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156099920978681,0,-0.0382529999538769,0,0,0,0,0,0,0.154799353320071,0.0336291458050418,0,0,0,0,0.0788049863352498,0,0,0
X601628.CH.EQUITY,0,0,0,0.169025226413831,0,0,0,0,0,0.0253897145873019,0,0,0,0,0,0,0,-0.0256147208177604,0,0,0.285355473878711,0,0,0,0,0,0.0494062607745731,0,0,0,0,0,0,0.101077105779868,0,0,0,0,0,0,0.191726239532342,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,-0.0321018815601741,0.211927373277488,0,0,0.0507178526486561,0,-0.0496939283075217,-0.0789252966078282,0,0,0,0.347154779652615,0.237149773739366,0,0.106635497411537,0,0,0,0.0542342762245259,0,0,0.136102028648222,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0533303272894876,0,0,-0.0799124644060962,0,0,0,0,0,0
X601166.CH.EQUITY,0.217481303702223,0,0,0,0,0.0753002384675013,0.0693895871205765,0.0793555204472573,0,0,0,0,0.123420700797609,0,0.328901111086932,0,0,0,0,0,0,0,0,0,0,-0.0742510962291479,0.0190540020410727,0,0,0,0,0.412519391101054,0,0.20337490440545,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,-1.38777878078145e-17,0,0.049024593332675,0.117415447935242,0,0,0,0,0,0.232711831813723,0,0,0,0,0,0,0,-0.186254695483015,0.172507727239813,0.0933657149306343,0.149988689138629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101764844564284,0,0,0.19181083301128,0,0.0140258816350783,-0.0198650987841423,0,0,0,-0.0214716946879777
X600000.CH.EQUITY,0,0.0829346512468855,0,0,0,0,0.253414767957913,0,0,0,0.405428200886797,0,0.0645153879244584,0,-0.0350073543061951,-0.0355341679338533,0,0,0,0,0,0,0.0788716399736404,0,0,0,0,0.109514104380947,0,0,0,0.0063339678978917,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0493543104562514,0,0,0,0
X000001.CH.EQUITY,0,0,0,-0.0671881900222249,0,0,0.0782170712294005,0,0,0.100197477789235,0,0,0,-0.0830042182871359,0,0,0,0.0480177075129612,0,0,0,0,0,0,0,0.00844272034325376,0,0,0,0,0,0.202626802528352,-0.0968992347720842,0,0.0926310137438408,-0.321155530590133,0,0.0311930700265879,0.245209229602385,0,0,0,0,0,0,-0.0680447289514709,0.407359976436385,0.314983194902204,0,0
X000002.CH.EQUITY,0,-0.31753141943034,0,0,-1.38777878078145e-17,-0.142043543748357,0,0,0,0,0,0,0,0,0,0,0,0,-0.0447933112875814,0,0.469038947904246,-0.0737171633503071,0,0,0,0,0,-0.0343152994375075,0,0.239101563036406,0,0.157654602511382,-0.0974535626461137,0.331383409534855,0,0,0,0,0,0.0980459931086725,0,0,0,0,0.00414770738744787,0,0,0.294542975448577,0,-0.149762553426069
X601601.CH.EQUITY,0,0,0,0,0,-0.115695902865177,0.0690633394510808,0.197477713456481,0,0.152796880708088,0,0,0,0,0,0,0.308454687950731,0,0,0.130744593409479,0,0,0.0945002156845281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147210531123158,0,0,0,0,0,0,0,0,0,0.0346051347043129,0.0672741443512671
X16.HK.EQUITY,0.048961697847719,0,0,0.102139853921176,0,0,0,0,0.133921793032027,0,0,0,0,0,0,0,0,0,0,0,0,0.105840750538506,0,0.240352800676679,0,0,0.0357899302629711,0,0.0739121573504346,0.0168482826386655,0,-0.0578551313959978,0,0,0,0,0,0,0,0,0,0.232875528899761,0,0,0,0,0,0,0.264361695335492,0
X388.HK.EQUITY,0,0,0,0,0,-0.0236499504962419,0,0,0.273528986457408,0,0,0,0,0,8.67361737988404e-19,0,0,0,-0.0517858850160652,-0.0541057587903872,0,0,0,0,0,0,0,0,0,-0.00479957438239667,0.193593824120417,0,0,-0.0224394758576282,0,0,0,-0.354495815366809,0,0,0,0.439384576908365,0,0.215363902356898,0,-0.118713372664679,0,-8.67361737988404e-19,0,0
X11.HK.EQUITY,0.282689995195302,0,0,0,0.0738310557920659,0,0,0,0.196181364900654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.334222756878135,0,0,0,-0.287028691428238,0,0,0,0,0.0183948723773379,0,0,0,0,0,-0.056567025474386,0,0,0,0,0,0,-0.0147305664053237,0,0,-0.0775860652189517,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0.160504441580717,-0.164785849741587,0,0,0,0,0,0,0,0,0,-0.044440171734785,0,0,0.472835870494095,0,0,0,0,0.143567166326037,0,0,0,0.117626081366949,0,0,0,0,0,0
X267.HK.EQUITY,0,0,0.00357527945955727,0,0,0.178490162730956,0,0,0.133768558875499,0,0,0,0,-0.136978587838187,0.211338114656995,0,0,0.370305886984561,0,0,0,0.0992055741175735,0,0,0,0,0,0,0,0,0,0.0346846244534486,0,-0.0793777651456251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0481901955504016,-0.0669713844156825
X601998.CH.EQUITY,0.0620807891175739,0,0,0,0.0206758499480617,0,0,0,0,-4.33680868994202e-19,0.115708233982715,0,0,0,0,0,0,0,0,0,0,0,0.124165545255081,0,0.085428576601998,-0.0716860674588985,0,0,0,0.11342223313435,0.0725337176260032,0,0,-0.0860924617199836,0,0,0,0,0,0,0.0851069744249326,0,0.0790745258525712,0.271979168038973,0,0,-0.114202477595468,0,0,0
X688.HK.EQUITY,0,0,0,0,0,-0.201734807585058,0,0,0,0,0,0,0,0.164681863291105,0,0,0.473515333339874,0,0,0,0.283142016956517,0,0,0.0813787739721466,0,0,0.225639467463882,0,0,0,0,0,-0.0466758913365181,0,0,0,0,0.123871205419536,0,0.0654080549089324,0,0,0,0,0,-0.217816164548505,0,0,0,0
X600016.CH.EQUITY,0,0.111981071030552,0,0,0,0,0,0,0,0,0.157506503491225,0.134538458057463,0,0,0,0,-0.0822699664946496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0.0562187455040931,0.0457983679572436,0,0,0,0.306898229525022,0.127078861473191,0,0.0967028413673729,0,0,0
X2388.HK.EQUITY,0,0,0,0,0.551285281796138,0,0,0.0418979436997004,0.00340637487056446,0,0,0,0,0,0,0.219433893591037,0,0.111814911036572,0,-0.0827637708533223,0,0.466140843409315,-0.0373090406091989,0,0,0,0,-0.0284184976520255,0,-0.0107042802338456,0,0,0,-0.0356889130653482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,-0.00485464797282613,0,0,0,0,0,0,0,0,0,0.00701232880685685,0.060829640042166,0,0,0,0.021518538537493,0,0.121306909769456,0.0158641290082633,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0.241199141634466,0.363368664913241,0,0,0,0.067868212789763,0,0,0,0,0.0118363248193106,0.130124540386555,0,0,0
X1109.HK.EQUITY,0,0,0,0,0,0,0,0,0.136117331743416,0,0,0,0.0278933063684808,0.0518739298853846,0,0,0,-0.0241604307359976,0,0,0,0.453911465250345,0,0,0,0,0.0373084871865491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
