,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X601601.CH.EQUITY,X267.HK.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X601818.CH.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601066.CH.EQUITY,X600048.CH.EQUITY,X601211.CH.EQUITY,X1997.HK.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X002142.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X17.HK.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0.54926117206701,0,0,0,0,0,0,1.73472347597681e-18,0.0980005661347948,0,0,0,0.14233309935966,0,0,0.134691267076738,0,0,0,1.38777878078145e-17,0,0,0.000979047667393958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04725975998022,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0.0766553121279124,0.246944481854512,0,0,0,0,0,0,0,0,0.327847643364969,0,0.0906285861742868,0.0574180456608737,0,0,0,0,0.0921474161629186,0,0,0,-0.0128884608374193,0,0,0,0,0,0.0267390461274847,0,0.00909264805168823,0,0.0425975026468861,0,0,0,0,0,0,0,0,0.0119313020779856,0
X601939.CH.EQUITY,0,0,0,0.682873584603639,0.0210871940035953,0.0514931405094246,0,0,0,0.206971038365636,0.0590471834811112,0,0,0,0,0,0,0,0,0,0.0754441848030418,0,0,0,0,0,0,0,0,0,0,0,0,-0.0158989381645603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,-0.274154264401371,0,0,0.772101131960043,0,0,0.0137915633339561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147184283645411,0,0,0,0.109999884837167,0.0142904555621506,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.154172841761442,0,0.306775984278189,0,0,0,0,0.0445003658288073,0,0,0,0,0,0,0.0211644608847866,0,0,0,0,0,0.0149531967173607,0,-0.144299616179618,0,0,0,0,0,0,0,0,0.112303938339017,0,0,0.291275413225455,0,0,0,0,0,0,-0.0588670720924249,0,0.0602284174680175,0
X601988.CH.EQUITY,0,0,0,0,0.324219061159315,0,0,0,0.199185816620686,0,0,0,0,0,0,0,0.0286939881918556,0,0,0,0,0,0,0,0.0604562906263486,0,0,0,0,-0.166729069844269,0,0,0.0892085610112466,0,0,0,0,0,0,0,0,0.108593484111303,0,0,0,0,0,0,0,-0.151566327426035
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.439707332856503,0,0,0,0,0,0,0,0.191676040011758,0,-0.114878267350406,0,0,0,0,0.190691099052068,0,0,0,0,0,0.153312414162294,0,0,-0.0123348472038049,0,0,0,0,0,-0.173831014605712,0,0.146919137869092,0,0,0.139078167183215,0,0,-0.0291605112692264,0,0
X1299.HK.EQUITY,0,0,0,0,0.236917306199478,0,0,0,0,0,0,0,0.0230217989595785,0,0,0,0.235389711906615,0,0,0,0,0,0,0,0,0.0599116109497084,0,0.110161975827635,-0.233154863509891,0,0.0606356158630072,0,0.0628426282024986,0,0,0,0.365772301428102,0,0,0,0,0,0,-0.0271470820586069,0,0,0,0,-0.00977071749124351,0
X601628.CH.EQUITY,0,0.167053611904456,0,0.0049755153125637,-0.107360123451988,0,0,0,0,0,0,0.00754963183104376,0,0,0,0,0,0.184739190475737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0206972641521107,0,0.344217186879126,0,0.0375257964377513,0.157966712740275,0,0.0810562415898625,0,0.0983298399304206,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.179051338406613,0,0,0,0.374854939789741,0,0,0,0,-0.00355422448068619,0.459800839913568,0,0,0,0,0,0,0,0.0481006644758125,0.186586622980721,0,0,0,0,0,0,0,0,0,0,-0.0389727150859188,-0.092020028678891,0,0,0,0,0,0,0,-0.0433061608339614,0,0,0,-0.0970366014516089,0,0,0,0
X601166.CH.EQUITY,0.197814991203858,0,0.004908530618038,0.231923103097709,0,0,0,0,0,-2.16840434497101e-19,0,-0.0695221879903212,0.193734029286364,0,0,0,0,0,0,0.0505766468077689,0,0.0986747618452452,0,0,0,0,0,0,0,0,0,0,0,0,0.0260893920044513,0,0,0,0,0,0,0.111337017487699,0,0,0,0,0,0,0,-0.0807332184748862
X601319.CH.EQUITY,0,0,0,0,-0.0775770743674727,0,0,0,0,0,0,0,0,0,0,0.0189874180157532,0,0,0.252901095985785,0,0.0331472049320295,0,0,0,0,0,0,0,0,-0.0653199116853335,0,0,0,0.219139425477003,0,0,0,0.122121707079601,-0.21959810914302,0,0,0,0,0.331148287160638,0,0,0.120238411499185,0,0.100364873502385,0
X600000.CH.EQUITY,0,0,0.208203682156765,0,0.0911612731248062,0,0,0,0,0.172746423441985,0.157269573128424,0,0,0,0,0,0,0,0.0983098724094838,0,0.0458460767696607,0,0,0,0,0,0.294615678762762,0,0,0,0,0,0,-0.055957449371504,0,0,0,0,-0.277764846182363,0,0,0,0,0,0,0,0,0,0,0
X16.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.0967803454284646,0,0,0.10474619212915,0,0,-0.230321657944544,0,0,0,0,0,0,0,0,0,0,0,0.0473901553247752,0.164767080189284,0,0,0,0.101002568117951,0,0.449081828842433,0,0,0,0,0,0,0,0,0.417475982289507,0,0,-0.0949344928594139,-0.115660544079879
X11.HK.EQUITY,0,0,0.102400229380215,0,0.0448824405592561,0.260271545049369,0.00565720363960608,0,0,0,0,0.107530796355018,0,0,0,0,0,0,0,0.08924385069628,0,0,0,0,0,0,0,0,0,0.589323173476992,0,0,0,-0.15978652605465,0,0,0,0,0,0,0,1.38777878078145e-17,0,0.261778128084965,0,0.0839869200854811,0,0,0,0
X000002.CH.EQUITY,0,0,0,0,0,0,0,0.0452356624194312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0832098700539814,0,0,0,0.0566054165853523,0,0,0,0,0,0,0.544347112460711,0,0.0473277194655981,-0.0470220656077458,0.129884279828876,-0.0367005167434105,0,0,0.00825079857143962,0,0.0612806330028702,0,0.0428201964672293,0,0,-0.104053088858166
X388.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.0760446744676475,0.226547690093932,0,0.408173954203571,0,0,0.0980464512749779,0,0.126902044142019,0,0,0,0,0,0,0.180042313158287,0.123464661566633,0,0,0,0,0.0114365309650541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
