,X601398.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X300059.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X600999.CH.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X267.HK.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X823.HK.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X600918.CH.Equity,X1997.HK.EQUITY,X001979.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0,0.238408123642192,0,0,0,0.342699937294064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26328515807419,0,0,0.0170262193850217,0,0,0,0.0119293599195571,0.0790391717162331,0,0.0778316129688193,0,0,0,0,0,0,0,0,0,0,0,0,0.0107670183453778,-0.0922599865390414,0,0
X601318.CH.EQUITY,0,0,0,0.10085874605696,0,0,0,0,0.188838320641917,0,0.0165005421482837,0,0.221920224397653,0.000834947079991544,0,0,0,0,0.086959305052934,0.139423747442484,0,0.0704826060967168,0,0,0,0,0,0.167993106726341,-3.46944695195361e-18,0,0,0.0182664708394222,0,0,0,0,0,0,0,0,0,0,0,0.130646726666453,0,-0.0638633347389974,0.00896793263820116,0.0180986575963885,0,0,0
X600036.CH.EQUITY,-0.021273181190379,0,0,0,0,0.21333645658832,0,0,0,-0.129816324964595,0,-0.0538859080890878,0.124216389013364,0,0,0,0.125021133524471,0,0.183805641662972,0,0,0,0,0,0,0.407176976767455,0,0,0.0525500540806599,0,0,0,0,0,0,0,0,0,-0.0583888240765829,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.5257005336471,0.10952444531269,0,0,0,0,0,0,0.12988888070223,0,0.1993909374359,0,0,0,0,0,0,0.147280576071743,0,0,0,0,0,0,0,0,0,0,0.161630852560251,0,0,0,0.0152860625119746,0,0,0,0.00285320928591671,0,0.0805449110540482,0,0,-0.109339629299483,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0.0660996432918883,0,0.0941016564833453,0,0,0,0.5415804224018,0,-0.0526723995399199,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0.0678219008904982,0,0,0,0,0,0.0590943773593764,0,0,0,0.0537741533238126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0432599677805802,0.0674855594790743,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,-0.0717061497566396,0,0.12419816588187,0,-0.0813896340158149,-0.0657646153444067,0,0,0.109745402122317,0,0,0,0,0,0,0.14744562190917,0,0,0,0,-0.0249286006089818,0,0,0,0,0.0586627518850293,0,0,0,0,0.0110189165982038,0,0.174548067654419,0,0.149550885081862,0.129277572157292,0,0,0,0,0,0.259164899385042,0,0
X601628.CH.EQUITY,0,0,-0.0640474007367342,0,0,0,0,0,0,0.196346397638626,0,0,0,0,0.0123350405485511,0.0982371235376833,-0.0112951705698499,0,0,0,-0.0627786508793665,0,0.147908117436322,-0.0583568253926445,0,0,0,0,0,-0.0264350479815607,0,0,0,0,0,0,0,0.36964463933687,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,-0.0350131060742208
X601988.CH.EQUITY,0.182686676522533,0,0,0,0.410837099517905,0,0,0,-0.0417662529509554,0,0,0.0775029199145055,-0.0767655098287626,0,0,0,0,0.0784632633579538,0,0,0,0,0,0,0.0364439880488853,0,0,0,0,0,0,0,-0.135223997771239,0,0,2.16840434497101e-19,0.00384560448957882,0,0,0,0,0.128812906317205,0,0.170993223062012,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.188896942475944,0,0,0,0,0,0,0,-0.11910094494916,0.00875831634497995,0.0930459146559724,0,0,0,0,0,0,0,0,0,0,0.223962512798655,0,0,0,0.158749888331006,0,0,-6.93889390390723e-18,0,0,0.113549752024571,0,0,0,0,0,0.235196771824383,0.117146129015646,0,0,0,0,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,-0.170482137058955,0,0.0474023792616947,0,-0.125432803322948,0,-0.156354005776363,0,0,0,0,0,0,0,0,0,0,0,0,0.0972248538504454,0,0,0,0,0,0,0,0,0,0,-0.238644968449467,0,0,0,0,0.213790500982052,0,0,0.197900599770668,0,0,0,0.246356022160477,0,0,0,0.204743414730966,0,0
