,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X600030.CH.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X601601.CH.EQUITY,X600016.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X601066.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X300059.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X2881.TT.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0,0.428435120771421,0,0,0,0,0,0.00289639808224258,0,0,0,0,0.36131142275025,0,0,0,0,-0.0451880857898264,0,0,0,0,0,0,0,0,0.074538806949571,0,0,0,0,0,0,0,0.00135459719829571,0,0,0,0,0,0,0,0,0.00536322512244801,0,0.114163569434234,0,0,0
X601939.CH.EQUITY,0.319980584685838,0,0,0,0,0,0,0,0,0,0,0,0,0.504586795746033,0.0502401407015917,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0.0733079795467051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.202613272080246,0.0631117013630804,0,0,0,0,0,0,0.0292572198437394,0,0,0,0.00452298071987942,0.00860177736763848,0,0,0,0,0,0.0242130967761248,0,0,0,0,0,0,0,0.499215330276858,0,0,0,0,0,0,0,0,0.0432353289832013,0
X601288.CH.EQUITY,0.359080212171827,0,0,0,0.397270795777489,0,0,0,0,0,0.0538836947891337,0.00817819116041019,0,0,0.0360858801558365,0.0772911209374064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0173386400113105,0,0,0,0,0,0,0,0,0,0,0,0.016418807544622,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.17777899287106,0,0,0,0,0,0,0.240420562556716,0,0,0.0938120746645365,0,0,0,0,0,0,0,0.0235752402455512,0,0,0,0.102406356838351,0,0,0,0.0747188674251792,0,0,0,0,0.102862600757064,0,0,0,0,0,0,0.0654454405774645,0,0,0,0.0494536426900486,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0.410797317733972,0,0,0.0903979653206543,0,0,0,0.435654233684295,0,0,0,0,0.102576551703917,0.707273659103898,0,-0.568305030051183,0,0,0,0,0,0,0,0,-0.0785825402311295,0,0,0,0,0,0.114918223294361,0,0,0,0,0,0,0,-0.189244541775756
X600036.CH.EQUITY,0,0,0,0.00375370901851381,0,0,0,0,0,0,0,0.221229977481683,0,0,0.0546663184258599,0,0,0,0,0,0.164939747317619,0,0,0,0,0,0,0,0,0,0,0.0859273759380062,0,0,0,0.0889539940201546,0,0,0,0,0,0,0,0,0,0,0.0669792103142358,0,0,0.135342340959754,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.0122453554016613,0,0,0,0,0,0,0,0,0.176385198464142,0,0,0,0.205639356896226,0,0,0.117237096834238,0,0,0,0,0,0,0.247225820266911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.342110367161301,0
X601628.CH.EQUITY,0.160257962772423,0.154921782647509,0,0,0,0,0,0.0384759003011724,0,0,0,0,0,0,0,0,0,0,0,0,0,0.228538412936936,0,0,0,0,0,0,0,0,0.0151875423366209,0,0,0,0,0,0,0,0,0,0,0.0258484701427008,0,0.216316381391716,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0.197119822034585,0,0,0,-0.180423931372432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106354882295624,0,-0.194962365827732,0,0,0,0,0.383669681428218,-0.143442144660277,0,0,0,0,1.12548509935245,0,0,-0.253821966554542,0
