,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X601319.CH.EQUITY,X388.HK.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601066.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,X2891.TT.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0.113016225344805,0,0.0508372078884944,0,0,0,-0.0755889237237639,0,0,0,0.496011555874484,0,0,0,-0.0722336994375463,0,0,0,0,0,0,0,0,0,0,0,0,0.0561561052518538,0,0,0,1.38777878078145e-17,0,0,0,0.088770161264308,0,0,0,0,0,0.216239339653731,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,-0.0577251556120932,0,0.127409829464888,0,0,0.122796362508386,0,0.100651408183764,1.38777878078145e-17,0,-0.101425987008296,0.111035935372724,0,0,0,0,0,0,-0.0703556059820387,0,0,0,0,0,0,0,0,0,0,0,0,0.163229972852378,0,0,0,0,-0.222106037339689,0,0.315845447398587,0.175011610483557,0.1716482386224,0,0,0,0,0,0.228623080872824,0
X601939.CH.EQUITY,0.337115584384652,0,0,0.288726254410481,0,0.096979906549742,0,-0.038137223368782,0,0,0,0,0,0,0.140826430749354,0.0375636692177336,0,0,0,0,0,0,0,0.0696643556134036,0,-0.0741590951695665,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,-0.0981932887417796,0,0,0.320403203463945,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.419596591103037,0,0.104812367007607,0,0,0.208597002940261,0,0,0.0737461870097505,0,0,0,0,0,0,-0.0471608517127502,0.0573913841926256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159896965498849,0,0,0,0,0,0,0,0,0.176800502885059,0,0
X5.HK.EQUITY,0,0,0,0.250748133978361,0,0.109639986301968,0,-0.334992331321034,0,0,0,0,0.0549236887850211,0,0,0,0,0,0,0,0.471331540428614,0,0,0,0,0.399189376506904,0,0,0,0,0,0,0,0.0353757908122336,0,0,0,0,0,0,0,0,0,0,0,0,0.20395355177532,0,-0.106652656306569,0,0
X601988.CH.EQUITY,0.164527449234096,0,0.258519271255965,0.037284540201758,0,0,0,0,0.111864740602694,0,0.125771026517232,0,0,-0.222810285583402,0,0,0,0,0,0,0,0,0.0483048100936775,0.197360337854,0,0,0,0.0316082077091521,0,0,-0.0513117192347545,0,0,0,0,0,0.0325911454946445,0,0,0,0,0,0,0.114896653558612,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.143991353303503,0,0,0,0,0.162442019261653,0,0.338413044199281,0.100929756081163,0,0,0,0,0.142809818508796,0,0,0,0,0,0,0,0,0,0,0.0976564193057149,0,0,0.031130832133362,0,0,0,0.0897189589979763,0,0.010905006580173,0,0,0,0,0,0,0.00946044107751169,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.0276533742964334,0,0,0,0.20147386257038,0,0,0,-0.155085311989757,0,0,0,0,0.292956197039322,0.289720256472363,-0.0622555923500809,0.00908471476704713,0,0,0,0,0.123797368675141,0,0,0.0860125297113883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0830999742855845,0,0,0,0
X601628.CH.EQUITY,0.269555704522704,0.205446702554683,0,0,0,0,0,0,0,0.0514309602830287,0,0,0,0,0,0.0171927721149991,0,0.088990226233832,0,0,-0.10094244723495,0,0,0,0,0,0,0.15553173530309,0.0687971709502812,0,-0.255062342017367,0,0,0,0,0,-0.182680931612011,0,0,0,0,0,0.133582363842927,0,0,-0.0237679583611116,0.0575996786562881,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,-0.0609969443485758,0,0.101327355290733,0,0,0,0,0,0,-0.173430748242738,0,0.0631218597265044,0,0,0,0,0,0,0,0,0,0,0,0,0.088513303958876,-0.0624325088858088,0,0,0,0,0,0.0520593205123457,0,0,0,0,0,0,0,0,0,0,0,0,0
