,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X267.HK.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X000001.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X002142.CH.EQUITY,X601229.CH.EQUITY,X1997.HK.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,X002736.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.0057253762916863,0.17069584138823,0,0,0,0,0,0,0,0,0,-0.269696848784389,0,0,0,0,0,0,0,-0.0622178103437852,0,0,0,-0.288953463248819,0,0,0,0,0.770010740457174,-0.12270038388093,0,0.351246681899972,0,-0.0823596222372124,-0.0117970649591561,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.152457639607503,0,-3.46944695195361e-18,0.0289108460395307,0,0,0,0,0,0.027385538679924,0,0,-0.0264036962483877,0,0,0,0,0.0226071137158759,0.143402572150849,0,0,0,0,0.0843570904696958,0,0,0,0,0,0,0,0.476732498486365,0.0386410026818321,0,-0.0606601855389508,0.0299184342986126,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.409542736979041,0,0,0,0.0078295648840284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114142224659077,0,0,0,0,0,0.151118344440043,0,0.0724812207492718,0,0,-0.160491360707684,-0.106885088699725,0,0,0,0.461186719339052,0,0,0,0,0.0871273508812311,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,-0.0413890839786876,0,0,0,0,-0.158623862326376,0.194041732433229,0.0192398427902546,0.456555329490115,0,0,0,-0.0242260982468555,0,0.0404259569943701,-0.103099725122611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0426705156808516,-0.816365102371145,0,0,0,0,0,0,0,0,0.179159108799296,0,0,0,0,0.355019564526457,0,-0.144225214576616
X5.HK.EQUITY,-0.16745328152749,-0.0150872086791804,0,0,0,0,0,0,0,0,0,0,0,0,0,0.247925543362373,0,0,0.113796666544857,0,0.228032649623262,0,0.462014750530632,0,0,0,0,0,0,-0.20557020443064,0,0,0,0,0,0,-0.0145286967898403,0,0,0,-0.126872962204812,0.180784531723243,0,0,0,-0.131103519581511,0,-0.0501155765362611,0,0
X601988.CH.EQUITY,0.173646454992144,0,0.0330938254672189,0.623823399460165,0,0,0,0,0,0,0.103985872230807,0,0,0,0.114026381143447,0,0,0,0,0,0,0.0206924736768592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.179310579966633,0,0,0,0,0,0,0.0794261994170445,0,0,0,0
X600036.CH.EQUITY,0,0.413503149899049,-0.0631507665654142,0,0,0,0,0,-0.124449966723076,0.545578418814134,0,0,0,0,0,0,0,0.00387674254526578,0.109681601127852,0,0,0,0,0,0,0.110648762793537,0,0.044826578515076,0,0.339768052194122,0,0,0,0,-0.333817442161483,0,0,0,0,0,0,0.114114451937989,0,0,0,0,-1.38777878078145e-17,0,0,0
X1299.HK.EQUITY,0,0,0.00647277327997941,0,0.0888845610741955,0,0,0,0,0,0,-0.0399139227351212,0,0.0539220562400913,0,0,0.14924252775341,0,0,0,0,0,0,0.0439868589354029,0,0.204510508769581,0,0,0,0,0.125108602372863,0.162281871916311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.0583794577519419,0,0.0539385162052216,0,0,0,0,0,0,1.73472347597681e-18,0,0,0.32884849001531,0,0,0,0,-0.0237766962419153,0,0,0,0,0.11854592864294,0,0,0,0,0,-0.0584465129791456,0,0,0,0,0,0,0.0447878170091341,0.214994929085417,0.0118092303154183,0,0,0,0,0,0,0,0,0,0.13851466778417,0
X601328.CH.EQUITY,0,0.136655643204484,0.32767914400197,0.035420167007049,0,0,0.344421946884294,0,0,0,0,0,0,0,0,0,0,0.284851915139816,0,0,0,0.00494606960563316,0,0.0235154772681398,0,0,0,0,0,0,0,0,-0.131053022000378,0,0,0,0,0,0,0,0,0,0,0,0.0377432002840179,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0.253487594266868,0,0.22920720126009,0,0,0.132037538937846,0,0,0,0,0.352777251025913,0,0,0,0,0,0,-0.00980203370370022,0,0,0,0,-0.011370480885467,0,0,0,0,0,0,0.150299649014711,0,0,0,0,0,0.277009407633061,0,0,-0.0602282746501191,0,-0.144482024734231,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0,0.209353307457639,0.371251788396263,0,0,0.149685277976485,0,0,0,0.488282580660003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0961233578921865,0,0,0.0192351240330198,0,0,0,0,-0.32153560323096,0,0,0,0,0,0.0580174533584458,0,0,0,0,0.0407433518865421,0
X601319.CH.EQUITY,0,0,0,0,0,6.93889390390723e-18,0,0,0.0676920287065233,0,0,0,0,0,0,0,0,0,0,0,0.034240323226274,0,0.207227154144883,0,0,0,0,0,0,-0.0114931201899424,0,0,0,0.0369793483309604,0,0,0,0,0,0.123175773951661,0,0,0.266244714263327,0,0,-0.0325143246632108,0,0,0,0.119739178966529
X601601.CH.EQUITY,0,0.313872592606264,0,0,0,-0.253073003991123,0.0156874327641528,0,0.293977727871559,0,0.054284627504972,-3.46944695195361e-18,0,0,0,0.192830675081585,0,-0.0324500599183287,0.0349740287610124,0,0,0,0,0,0,0.0834952636545188,0,0,0,0,0,0,0,0,0,0,0,0,0.0722178133099251,0,0,0,0,0,0,0,0,0,0,0.0278380516067813
X11.HK.EQUITY,0.037851400257969,0,0.106025415758903,0,0.310852073214976,0.0390513005370349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147902060660029,0,0,0,0,0,0,0,0,0.156482142521622,0.115880352992057,0.111329904954269,0,0,0,0,0,0,0,0,0,-0.0522326775948858,0,0,0,-0.0922952220718737,0,0,0,0
X000002.CH.EQUITY,0,0,0,0,0.0782367154371641,0,0,0,0,0,0,0,0,0.34559068457398,0,0,0,0,0,0,0,0,0,0,0,0,0.313725948592915,0,0,0.365314164819202,-0.437777377755916,-0.0337173310123949,0,0,0,0.0300415905069046,0,0,0,0,0,0.157252974851949,0,0.0168463909733954,0,0,0,0,0,-0.235521707694471
X16.HK.EQUITY,0,0,0,0,0,0,0,0.136596093863835,0,0,0,0,0,0,0,0,0,0.0358185999436713,0,0,0,0,0,0,0,0.176547348672836,0,0,0,0.0860136976628905,0.134728330300272,0.18983014113595,0,0,0.044968247602337,0,0,0,0,0,0.32584184616384,0,0,0,0,0,0,0,0.0556053071637751,0
X267.HK.EQUITY,0.0389372078261171,0,0,0,0.0161536801402524,0,0.353798826282157,0,0,0.0435634662977742,0,0,0,0,0,0,0.0617833292841375,0,8.67361737988404e-19,0,0.280771567559146,0,0.028755165005811,0.120414756789353,-0.256566562161665,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0.0582644215547418,0,0,0,0.000308439472103156,0,0.00786590545597773,0,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0,0,0.0407686718804612,0,0,0.457814254677689,0,0,-0.0991152589258732,0,0,0.179727354131518,0,-0.137584929408685,0,0,0,0,0,0,0,0,0.0349702072307067,0,0,0,0.155375407942483,0,0,0,-0.0675869769902764,0,0,0,-0.366149970751526,0,0,0,0.198087835987488,0,0,0,0,0,0.470597098189699,-0.0331225386582011,0,0
X600030.CH.EQUITY,0,0.0628662065991765,0,0,0,0.0433744681233656,0,0,0,0,0,0,0,0,0,0,0,0.0740668267568385,0.0141650655217492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101029301707672,0.156619308813794,0,0,0.16182055933516,0,0,0,0,0,0.0727763418765664,0.187082998566623,0,0.141586961132727,0
X2388.HK.EQUITY,0,0,0,0,0.521954295349138,0,0,0.044113429848948,0,0,0,0,0,0.0306416863959395,0,0,0.215866009688148,-0.0814586382103268,0,0,0,0,0,0.402448944782885,-0.0842777859458007,0,0,0,0,0,0.0345218192198351,0,0,0,0,0,0,0,0,0.0488025894344837,0,0,0,0,0,0,0,0,0,0
