,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000002.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X601601.CH.EQUITY,X688.HK.EQUITY,X388.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1113.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X1997.HK.EQUITY,X600048.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X17.HK.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,macro_return_add
X601398.CH.EQUITY,0,6.93889390390723e-18,0.585835037611525,0,0.0138926565202673,0,0.0299593304500646,0,0,0,0,0,0.103725043807986,0,0,0,0,0,0.0915225223460981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.063654304630769,0,0,0.0627617036516064,0,0.00212403228205605,0,-0.0474844752081597,0,0.0236611177038571,-0.00892026610609093
X601318.CH.EQUITY,0,0,0,0,0,0,0.151648368961879,0,0.0900960757862753,0,0,0,0,0,0,0,0.0700441184312279,-0.00955310344458832,0.248056634952987,0,0,0,0,0,0,0,0,0,0,0,-0.0144064524932614,0,0,0.0469971564318868,0,0,0,0,1.73472347597681e-18,0.182934377657128,0,0.0437581259498794,0,0,0,0,0,0.144407512758696,0,0
X601939.CH.EQUITY,0,0,0,0.407675926970219,0,0.252343187578144,0,0,0,0,0.0277465819968259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14804809490869,0,0,0,0.00715581621572186,0,0,0,0,0,0,0,0,0,0,0,-0.00245534994949961
X601288.CH.EQUITY,0.0654000603325024,0,0.241761903906102,0,0,0,0,0,0,0.159709109242786,0,0,0,0,0,0,0,-0.0139130692337974,0.128034047733287,0,0,0,0,0,0.15430598758932,0.0436664309844599,0,0,0,0.125667723809463,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,6.93889390390723e-18,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0.270459654677716,0,0,0,0,0,-2.77555756156289e-17,0,0.230101027271722,0.00963284499418753,0,0,0,0,0,0,0,0,0,0,0,0,0.307494502488055,0,0,0,0,-0.0651728639621169,0,-0.0363739016046721,0,0,0,0,0.206918009721052,0,0,-0.0628497411937785,-0.353832357549188,0,0,0,-0.248677366142579
X601988.CH.EQUITY,0.162776212281511,0,0,0,0,0,0,0,0,0,0,0,0.0106520574097821,0,0,0,0,0,0,0,0,0,0.564092600450703,0,0,0,0.00217027259854098,0,0,0.114232490436228,0,0,0,0,0,0,0,0,0,0.0744045653434755,0,0,0,0.0375148985528965,0,0,0,0,0,-0.0887494756798477
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0.0246652502334202,0,0,-0.0226521947184263,0,0,0,0,0,0,0.0726482352339957,0,0,0,0,0,0.716344734064329,-0.00811966097333335,0,0,0.0267704618546253,0.09615594319184,0,0,0,0,0,0,0,0,0,0,-0.0012836339919178,0,0.0667981655177935,0,0.0531894099351553,0,0,0,0,0
X1299.HK.EQUITY,0,0.228648739596377,0,0,0,0,0,0,0,0,0,0,0.0765956948801301,-3.46944695195361e-18,0,0.0201928162664809,0.254714635463835,0,0,0,0,0,0,0,0,0,0,0.219599006717034,0,0,0.0843686224261691,0,0.0573076136737973,0,0.104967187179659,0,0,0,0,0,0,0,0,0,0,0.0329085577923661,0,0,0,0
X601628.CH.EQUITY,0,0.215155143557593,0,0,0,0,0.0307854950582832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0504335879263591,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0.403582981757256,0.232087696738983,0,0,0,0.0294979772999489,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.137063985491199,0,0,0,0.118449842754996,0.00562627601765031,0,0,0,0,0,0.261649640900392,0,0,0,0,0,0,0,0.23240049126959,0,0,0,0,0,0,0.0557854557931914,0,0,0,0,0,0,0,0,0.014919454502415,0,0.203539644354302,0,0,0,0,0,0,0,0,0.0103120273243956,0
