,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X601066.CH.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X823.HK.EQUITY,X300059.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X2886.TT.EQUITY,X600015.CH.EQUITY,X2891.TT.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0.393101985377572,0.0479801852242733,0.134761439917788,0,0,0,0,0,-0.0165202646377741,0.212549049057017,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0.0884788306246597,0,-0.0434612587070608,0.0019824048996074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0391259339488041,0,0.0236952274930396,0,0,0.00514978509053719,0.0629394888138586,0,0,-0.160855037055546
X601939.CH.EQUITY,0.201398509933183,0,0,0.186717962635607,0,0,0,0,-0.107264030169106,0,0.143004721208332,0,0,0.219895254231062,-0.0513528951073588,0,0,0,0,0,0,0,0,0,0.176198760729157,0,0,0,-0.0431812507351721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151244194681734,0,0
X601318.CH.EQUITY,0,0,0,0,0.224788711865036,0.117469268322905,0,0,0,0,0,0,0,0,0.0515834085436623,0,0,0,0,0,0,0.188867653030786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0395607537104335,0,0,0,0,0,0,0.187273519154752,0,0,0,0,0
X601288.CH.EQUITY,0.376168350559495,0,0,0,0.214675030775027,0,0,0,0,0,0,0,0,0.146412170167743,0,0,0,0.0916525186121593,0,0,0.0341491962699744,0,0,0,0,0,0,0,0,0,0,0,0.0842800869585942,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.545480390185909,0,0,0,0,0,0.269331904647672,0,0,0,0,0,0.0901773784916635,0.0815925691587732,0,0,0,0.0496016908004137,0,0,0,0,0,0.0687299145408312,0,0,0,0,0,0,0,0,-0.547251418628562,0,0,0,0,0,0,0,0.157223803966843,-0.0586767182989018,0,-0.0767255691091409,0,0,0,0
X600036.CH.EQUITY,0,0,0.0723157288077063,0,0,0,0,-5.42101086242752e-20,0,0,0,0.33980802006367,0,0,0,0,0.0723294294242851,0,0,0,0,0.0659210568868917,0,0.00277888029172511,0,0,0,0,0,0.0715174261879716,0.0446297023214916,0.0600732112565101,0,0,0,0,0,0,0.0103813940655636,0,0,0,0.126980043361367,0,0,0,0.072809840029594,0.064408699588592,0,0,0.034619484986525
X1299.HK.EQUITY,0,0,0,0,0.0326546000050623,0,0,0,0,0,0,0,0,0.203593119914667,0,0,0.0437073357018179,0,0.479684670852149,0,0,0,0,0.135672309199125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0864803179191039,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,-0.09724917942395,0,-0.0727678529263196,0,0,0,0,0,-0.0612800006144092,0.321439067083728,0,0,0,0.596615853154014,0,0,0,0,0,0,0,0,0,0.274088104098747,0,0,0,0,0,0,0,-0.145115646373083,0,0,0,0,0
X601628.CH.EQUITY,0.054768561445332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19677727997793,0,0,0,0.00460361526473801,0.0395093805822823,0,0,0,0,0,0,0.15610504162214,0,0,0,0,0,0,0,0,0,0,0,0,0.187516569824519,0,0,0.0721234285423536,0,0,0,0,0.0934843805955561,-0.0361908892990277
X601658.CH.Equity,0,0,0,0.0581106502904216,0.154819035291535,0,0,0,0,0,0,0,0,0.152601273296961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.223117047130003,0,0,0,0,0,0,0,0,0.146512065281424,0,0,0,0,0,0,0,0,0,0,0.312046868715209,0,0
