,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X12.HK.EQUITY,X601066.CH.EQUITY,X823.HK.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X1997.HK.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X2891.TT.EQUITY,X300059.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0.243983652420006,0.182615633022296,0,0.227397585157208,0,-0.147503893813714,0,0,0.11540274057136,0,0,0,0,-0.0165572620723078,0,0.0433993637804664,0,0,0,0,0,0,0,0.117647046604514,0,0,-0.0978922574845031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.032548994098445,0,-0.0268477944611315,0,0.0519123826133921
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.185836936020554,0,0,0,0.29338061733701,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0.0674342427333655,0,0,0,0,0,0,0,-0.249496321681554,0.274039088813655,0,0.190008943309349,0,-0.00144959280125076,0,0,0,0.063519400982738,0,0
X601939.CH.EQUITY,0.425899862066508,0,0,0.0869131650890682,0.107533287761457,0,0,0,0,0,0,0,0.141619028335227,0,0,0,0,0,0,0.0136907032090493,0.128142963226245,0.0123039206572743,0,0.0302707373089341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.321648300519129,0,0,0,0,0,0,-0.170912782950713,0,0,0,0
X601288.CH.EQUITY,0.441054837418806,0.0348164205164228,0.127082155296469,0,0.0356386381774846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137595167835341,0,0,-0.0367580970299405,0,0.0418769372170632,0.075364451835512,0,0,0.234663211462107,0,0,0,0,0,0,0.106809967106262,0
X5.HK.EQUITY,0,-0.237199756524525,0,0.00491533007781668,0,0,0,0,-0.321825621905518,0,0.292439096165935,0,0,0,0.0737620070056302,0,0,0.10135304625563,0,0.00267335721802641,0,0,-0.0889314143513828,0.609083235981095,0,0,0,-0.00221428414233357,0,0,0,0,0,0,0,0,0,0,0.0315556180935778,0,0.0947155932374746,0,0,0,0,0,0,0,0,-0.291238025542045
X601988.CH.EQUITY,0.019967581454447,0,0.120316302872519,0.292179318353116,0,0,0,0.107502423810639,0,0.131045693477126,0.142286874087478,0,0,0,-0.314187102300998,0,0,0,0,0,0,0.148281545036761,0,0,0,0,0,0,0,0,-0.0149697562872931,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039858540193704,0.0392446380724882,0,0,0,-0.126264528915244
X600036.CH.EQUITY,0,0.350677792074596,0,0,0,0,0,-0.0267611155084241,0,0,0,0,0.185810109771384,0,0,0,0,0,0.0607074223860386,0,0.0224373349089139,0,0,0.267697827892951,0,0,0,-0.0051649070454763,0,-0.00111750625071848,0.218936942885084,0,0,0,0,0,0,0,0,0,0.0623681688047444,0,0,0,0,0,0.0191560477376094,0,0,0
X601628.CH.EQUITY,0,0,0,0.389774021416218,0,0,0,0,0,0,0,0,0,0.273875103444554,0,0,0,-0.0156467930490079,0,0,4.33680868994202e-19,0,0.049001881370096,0,0,0,0,0.088567159360244,0,0,-0.041008224229155,0,-1.0842021724855e-19,0,0,0,0,0,0,0,0.14672292588847,0,0,0,0,0,0,-0.00998134765925009,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,-0.0390244031023293,0,0,0,0,0,0.188602982414004,-0.0107557730683082,0.13785465686344,0,0.177570545326897,0,0,0,0,0.0198422742848788,0.370981953874194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0570025272388619,0,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,0.153015874049479,0,0,0,0,0,0,0,0,0,0.265111466936125,0,0,0,0,0,0,0,0,0,0,0,0.0346792267466046,0,0,0.507026165220258,0,0.183869437329625,0,0,-0.067172579419378,0,0,0,0.193812465870666,0,-0.131026868169068,0,0,0,0,-0.0154152460708872,0,0,0
