,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X601166.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601601.CH.EQUITY,X601066.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X1109.HK.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X600016.CH.EQUITY,X2007.HK.EQUITY,X002142.CH.EQUITY,X688.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X600999.CH.EQUITY,X267.HK.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X823.HK.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X001979.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X600918.CH.Equity,macro_return_add
X601398.CH.EQUITY,0,0,0.00619694460621038,0,0.465772995541836,0,0,-1.73472347597681e-18,0,-0.00767675148769429,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,-0.0161424889480429,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0.245543405774556,0,0,0,0,0,0,0,0,0,0.0154071089706801,0.231201910460383,-6.93889390390723e-18,0.0203692308905494
X601318.CH.EQUITY,0,0,0,0,0,0,0.0724380356590417,0,0.042283438048833,0.0109576825094087,0,0,0,0.000900759873412637,0,0,3.46944695195361e-18,0,0.266794719252248,0,0.339860926024552,0,0,0.0962782956521294,0,0.0342151147706177,-8.67361737988404e-19,0.174762749555126,0,0,0,0,0,0.0756731443764195,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000745957600338766,0,0,0
X601939.CH.EQUITY,0,0,0,0,0.333646140166376,0,0,0.0396481311745327,0,0,-0.0684274746972029,0,0,0,0.0185548663772195,0,0,0,0,0.0756402606787489,0,0,0,-0.141127102305661,0.464156461888841,0,0.157408684680371,0.0311063071450026,0,0,0,0,0,0,0,-0.126816091010613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.187130445948299,0,0,0,0.0726157591579166,0,0.0940981364191835,0,0,0,0,0,0.217394231670456,-8.67361737988404e-19,0,0,0,0,0,0,0.0320431756526421,0,0,0,0,0,0,0.33314371655569,0.110436995961912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.264915019315572,0,0.0618675630474713,0,0,0,-0.118473017313132,0.19639520644608,0.136458355971434,0,0,-0.0508445954204622,0,0,-0.0199036487009941,0.18247941151495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.190220581948135,0,0,0,0,-0.113554113533045
X601628.CH.EQUITY,0.0802748397067188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149896340145128,0,0,0,0,0,0,-0.0434723825976539,0,0.129647668051897,0,0,-0.109347158905622,0,0,0,0.159811227644293,0,0,0.0678906269579753,0,0.57731166012924,0,-0.0459076853453611,0,0.094504384743966,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,-0.153873062542154,0,0,0,0,0,0,0,0.177082335352293,0,0,-0.0235140530921494,-0.0465771242592413,0,0,0,0,0,0,0,0.0369235419444224,0.0657459785720015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.259306776110987,0.184070601864689,0,0.0322163399540137,0.0630348523375918,0.237238638691913,0,0,0,0.0573119841452559,0,0,-0.0533623671230551
X601988.CH.EQUITY,0.0312485966682353,0.0191476847245536,0.0471530976629654,0.351796277950436,0.171830019967107,0,0,0,0,0,0,0,0,0,0,0.189676243652776,0,0,-1.38777878078145e-17,0,0,-0.00844352440148946,0,0,0,0,0,0.0753845770313625,0,0.0176040623370352,0,0,-0.119758461158955,0.281562071769892,0,0,0,0,-0.0865245931905819,0,0,0,0,0,0,0,0,0,0,0,0.0451721115343087
X5.HK.EQUITY,0,0.11270251805548,0,0,0,0,0,0,0,0,0,0,0,0,0.00436293287938283,0,0,0,0,0.111267595701289,0,0,0.152686864907943,0.037923140612665,0,0,0.0281754516528581,0,0,0,0,0,0,0,0,0,0,0,0.283150072882907,0,-0.0501733906614266,0.261554145794933,0.184806748461374,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0.0306185714437088,0,0,0,0,0.1343869062693,0,0,0,0,0,0.132106202442428,0.129395087310894,4.33680868994202e-19,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0.128481943339643,0,0,0,0,-0.00383448084699098,0,0,0,0,0,-0.0144904624184044,-0.0533707976001037,0,0.154848955124001,0,0,0
