,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601066.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X300059.CH.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X601336.CH.EQUITY,X001979.CH.EQUITY,X000166.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X2882.TT.EQUITY,X12.HK.EQUITY,X601229.CH.EQUITY,X600918.CH.Equity,X823.HK.EQUITY,X002736.CH.EQUITY,X000776.CH.EQUITY,X2886.TT.EQUITY,X2881.TT.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,-3.46944695195361e-18,0,0,0,0,0,0,-0.149655989743419,0,0,0,0,0,0,0,0,0,0,-0.115498683031985,0,0.486178791124987,0.712279158559859,0.041750873580451,0,0,-0.122887606774384,0,0,-0.0921426333794041,0,0.0844033305383351,0,0,0,0,-0.124078246263608,0,0,-0.341847499304063,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.140410498785483,0,0,0,0,0,0,0,0,0,0,0,0,0.358917453187771,0,0,0,0,0,0,0,0,0,0.083535448368858,0,0,0,0,0,0,0,0.42286347434167,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0,0,0,0.819840408670945,0.0238788468276141,0.0159259639220274,0,0,0,0,0,0,0,0,0,0.000662311664285656,0,0,0,0.0593438446088737,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0.0164241451606949,0.0456733795517947,0,0,0,0.00528721144920747,0,0,0,0,0,0,0,0.0671233956133552,0,0,0,0.0229541901412888,0,0
X601288.CH.EQUITY,0,0,0.878425019062866,0,0.0717347031761291,0,-0.0886410208706534,0,0,0,0,0,0.014612901579761,0,0,0,0.0571864004268696,0.115489049464019,0,0,0,0,0,0,-0.0907604808338052,0,0.0184039682426617,0,0,0,0.0126397774401354,0,0,0,0,0,0,-0.143890742185306,0,0,-0.00407872627009942,0,0,0,0,0,0,0,-0.00580447638542766,0,0
X601988.CH.EQUITY,0.069395172957167,0,0,0,0,0,0,0,0,0,0,0,0,1.25804502307839,0,0,0,0,-0.213956131300443,0,0,0,0,0,0,0,0.0672608336042178,0,0,-0.120729353005997,0,0,-0.149195856172338,0,0,-0.202859410348162,0,0,0,0,0,0.0112164763133933,0,0.0228353712827692,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0.375421962956766,0,0,0,0,0,0.0168319446373066,0,0,0,0,0,0,0.144304524714588,0,0,0,0,0,0,0,0,0,0,0.156695803711952,0,0,0,0,0,0.225372006536728,0,0,0,0,0,0,0,0,0,0,0.0413502345610363,-0.00144881809498575,0.0337423066409741,0,0,0,0.0166483964326233,0
X601628.CH.EQUITY,-0.00964112199228256,0,0,0,0,0,0,0,0,0,-0.100442931263888,0.711691278489277,0,0,0.113663062186669,0,0,0,0,0,0,0.103349340561586,0,0,0,0,0,0,0,0,-0.0358599228948199,0,0,0,0,0.0805455032753058,0.171976011310356,0,0,0,-0.147751556545343,0,0,0,0.094979760331801,0,0,0,0.11564005318391,0,0.0262612785353422
X1299.HK.EQUITY,0.0383879288329402,0,0,0,0,0,0,0,0.206035593135791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.265881527485483,0.0749135666010213,0,0.138054005646306,0,0,0.0173688999765108,0.309050235768698,0,0,0.0998159170707279,0,0,0,0,0,0,0,0,0,-0.0323892292625469,0,0.43895098030452,0,0,0,0.0783590657834268,-0.106666337393149
X5.HK.EQUITY,0,0,0,0,0,0,-0.0128018450305939,0,0,0,0,0,0,-0.125712754393078,0,0,0.316868274773503,0,0,0,0,0,0,0,0,0.609038719506926,0,0,0.294864938245263,0,0,0.0184042168105854,0,0,0,0,0,0,0,-0.301318100186519,0,0.0772242629266154,0,0.107095811851353,-0.156314767506828,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0,0,0,0,0.215732060159778,0,0,0,0,0,0,0,0,0,0,0,0,-0.214565921519215,0,0,0,0,0.354536130696614,0,0,0.0659823882507283,0.12365335000107,0,0.0238012139590206,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165368656956302,0.042015957732461,0,0,0.0612812310679175,-0.263989580211619,0
