,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X601998.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X601066.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600048.CH.EQUITY,X1997.HK.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X002142.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X17.HK.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0.550712084977539,0,0,0,0,0,0,0,0.0983473800243526,0,0,0,0.142274953436379,0,0.134900290311239,0,0,0,0,0,0,0,0.00098094075074517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0472160894982328,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0.106433330293589,0.310365968457304,0,0,0,0,0,0,0,0.262622082417913,0,0,0.0869524190972494,0.0598329438993957,0,2.71050543121376e-20,0,0.00343019902372335,0.0949107162011864,0,0,0,0,0,0,0,0,0.00916588189324274,0,0,0,0,0.0308397121201988,0,0.0104528911129093,0,0,0,0,0,0.0158714013647516,0,0
X601939.CH.EQUITY,0,0,0,0.539421153106303,0,0.0509774949978856,0.125651409512049,0,0,0.0190094199638052,0.0893011905833551,0,0,0,0,0,0,0,0,0,0.0251063216585207,0,0,0,0,0,0,0.201626532404018,0,0,0,0,-0.0203822625120959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,-0.276290196564718,0.0295166267679445,0,0.759308052863975,0,0,0.0172925675845962,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137738639812026,0,0,0.103207167758173,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.144133843432038,0,0.353659232310848,0,0.0756133388377493,0.031303243235145,0,0,0,0,0,0,0,-0.0182065013266985,0,0,0,0,0,0,0.0108899120315676,0,0,-0.159271327859931,0,0,0,0,0,0,0,0.115391023023763,0,0,0.260721860843038,0,0,0,0,0,0,-0.099157439079243,0,0.0475972556242107,0
X601988.CH.EQUITY,0,0,0,0,0.324984517811163,0,0,0,0.1992250774949,0,0,0,0,0,0,0,0,0.0287544153767647,0,0,0,0,0,0,0.0604785895552007,0,0,0,0,0,0,-0.166765478620568,0,0.0890618045504628,0,0,0,0,0,0,0,0.108782580873491,0,0,0,0,0,0,0,-0.151671474471715
X600036.CH.EQUITY,0,0.120886329627278,0,0,0,0,0,0,0,0.421895454502874,0,0,0,0,0,0,0.153619092274332,0.0593361387364763,0,-0.12985664852391,0,0,0,0,0.0759199869412506,0,0,0,0,0,0.214280108696435,0,-0.0380299837213378,0,0,0,0,0,-0.0692001298790642,-0.165546311314384,0,0.124602474721331,0,0,0.198827010500858,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.196176854249839,0,0,0,0,0,0,0,0,0,0.0109525707887723,0,0,0.138215529161649,0,0,0.0759151208418621,0,0,0,0,0.0231967665103703,0,0,0.0470628811258159,0,0.0995640831677089,0,0,0,0,0,0.463410113949786,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0.0309253677672225,0,0,0,0,0,0,0,0.132882639684153,0,0,0,0,0.404386225216041,0,0,0,0,0,0,0,0.00351791563019015,0,0,0,0,0,0,0,0,0,0.0668304570370725,0,0,0.180058522278227,0,0,0.185602165237015,0,0,0.0733971294860497,0.0478305231885304,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.207959884577022,0,0,0,0.417757831693317,0,0,0,0,-0.0416081927426438,0.499204579681601,0,0,0,0,0,0,0,0.0471407778173255,0.147599711038957,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,-0.0366798965167345,-0.0484322936162889,0,0,0,0,0,0,0,-0.116779303480059,0,0,0,-0.122251672580467,0,0,0,0
