,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600030.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X600999.CH.EQUITY,X1113.HK.EQUITY,X600837.CH.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,X601881.CH.EQUITY,X002736.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0.00294092672525944,0,0.260276863798877,0,0,0,0,0,-0.159155498452596,0,0,0,0,0,0,0,0,0,0,0.465893660252516,0,0.467006289823562,0,0,0.156783558394327,0,0,0,0,0,-0.146160176226409,0,0,-0.247780728329178,0,0,-0.906969694521908,0,0,0,0.0433991093176076,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0,0,0,0.27836584688113,0,0,0,-0.0654319921612588,0.20988392703209,0,0,0.00206781463833241,0,0,0.246903737695286,0,0,0,0.0059601788235705,0,0,0,0,0,0,0,-0.0964121564859725,-0.0725618953610219,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,-0.0749467116908817,0,0,0,-0.00963961800089193,0,0,0.1373180914311,0.4446273769868,0,0,0.102217856448039
X601318.CH.EQUITY,0,0,0,0,0,0.388965203878977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15699737005648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.330372910342054,0,0,0.0180019770683655,0,0,0,0.0323738395451904,0,0
X601288.CH.EQUITY,0,0.394255999772294,0,0,0.226091828520524,0,0.0561209269369337,0,0,0,0,0.204159479380898,0,0,0,-0.0553476676174454,0,0,0,0,0,0,0.211735143380627,0,0,0,0,0,0,0,0,-0.00947121076613365,0,0,0,0,0,0,0,0,0,0,0,-0.0537571953936953,0,0,-0.0917867234086931,0,0,0,0
X601988.CH.EQUITY,0,0,-6.93889390390723e-18,0.331542736134717,0,0,0,0,0,0.156194021702849,0,0,0,0,0,0.240123640106325,0.277316047394489,0,0.0680832707961488,0,0,0,0.0315391918209423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.634402511351336,0.0361989695591302,0,0,0.0750159140299427,0,0,0,0,0,0,-0.000471338009989324
X600036.CH.EQUITY,0,0.0716240097532926,0,0,0,0,0.0811161682986617,0.0388569827632829,0,0,0,0,0.105549352754504,0,0,0,0,0,0,0.00100950179797224,0.14183270647061,0,0,0,0,0.0161069228884623,0,0,0,0,0,0,0,0.425265326068826,0,0,0.00595683093836988,0,0,0,0,0,0,0,0.0915771319279925,0,0,0,0,0,0
X1299.HK.EQUITY,0,0.0156335509739577,0,0,0,0.00971749044279656,0,0,0,0,0,0.150104710021102,0,0,0,0.141209834390985,0,0,0,0.297551278970614,0,0,0,-0.0764804070881334,0,0,0,0.0654744775476263,0,0,0.0191884346344241,0,0,0,0,0,0.110302285699241,0.0418059844342493,0,0,0,0,0,0,0.278456948995626,0,0.024069028422929,1.73472347597681e-18,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0.291248029815639,0,0,0,0,-0.129595380683439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153427868168496,0.104575765119698,0,0.105802341991008,0.00905431632741453,0.119849617903309,-0.00916065745124283,0,0.0112363771853372,0,1.73472347597681e-18,0,0.0993119385858881,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0145366385030845,0,0,0.0873239072020561,0.834222104936251,-0.593756995904633,0,0,0.655292304168322,0.0505229130476941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.150616168539417,0
X601658.CH.Equity,0,0,0,0.101954790169185,0,0,0,0,0,0,0,0,0.144929375477773,0,0,0,0,0.145609435992642,0.219006211364709,-0.343057185533987,0,-0.160387330461124,0.0638747958307343,0,0,0,-0.19476608524795,0,0,0,0,0,0,0,0,0,0,0,0,0,0.715205854355889,0,0,0,0,0,0,0,0,0,-0.0838594762970781
