,X601398.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X300059.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X600999.CH.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X267.HK.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X000776.CH.EQUITY,X823.HK.EQUITY,X000166.CH.EQUITY,X601229.CH.EQUITY,X600918.CH.Equity,X2881.TT.EQUITY,X1997.HK.EQUITY,X001979.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0.00415345991607333,0,0.207195187399307,0,0,0,0.394595311311951,0,0,0,0.0437359948149276,0,0,0,0,0,0,0,0,0,0,0,0,0.228642890461849,0,0,0.00700640613450621,1.38777878078145e-17,0,0,0,0.104956419010663,0,0.0746637409294178,0,0,0,0,0,0,0,0.0530773965887404,0,0,0,0,0,-0.107061423049532,0,0
X601318.CH.EQUITY,0,0,0,0.135624812327872,0,0,0,0,0.161351692896785,0,0,0,0.206881772881373,0,0.0809942973949749,0.0143672999182038,0,0,0.0678533783605853,2.77555756156289e-17,0,0.035671624806539,0,0,0,0,0,0.178075560121473,0.00682576750031613,0,0,0.0272045596949434,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.15328979383581,0.170036238036141,0,0,0,0
X600036.CH.EQUITY,-0.0231873945751386,0,0,0,0,0.212290017111284,0,0,0,-0.126918322863416,0,-0.0371084398654054,0.10735410551649,0,0,0,0.137635103299091,0,0.152199001134203,0,0,0,0,0,0,0.423138027283706,0,0,0.043999756662564,0,0,0,0,0,0,0,0,0,-0.0674977697824968,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.516512271920259,0.10022809565591,0,0,0,0,0,0,0.135529716652621,0,0.170026551776422,0,0,0,0,0,0.0101404355325504,0.119833323693668,0.0608773155081565,0,0,0,0,0,0,0,0,0,0.188819234598821,0,0,0,0.0477544172759809,0,0,0,0,0,0.0650362462513492,0,0,-0.0925139659140738,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0.0402115584719815,0,0.00319850762601353,0,0,0,0.523470059457669,0,-0.0630065420898006,0,0,0,0,0,0,0,0,0.0718058458572148,0,0,0,0.0504736509290226,0,0.139048944348579,0,0,0,0.0805454921530239,0,0,0.0721471835667616,0.107341819613042,0,0,-0.0623964700085517,0,0,0,0,0,0,0,0,0,0,0,0.00939932923773533,0.0232284346867729,0,0
X1299.HK.EQUITY,0,0,0,0,-0.0556520773323324,0,0,-3.46944695195361e-18,0,0.127652489359326,0,-0.0778682757198213,-0.0689469115318861,0,0.0710108194799036,0,0,0,0,0,0,0,0.125122773047124,0,0,0,0,0,-0.00597988529899665,0,0,0,0.0537511941658861,0,0,0,0,0.0233453641401228,0,0.131170653726489,0,0.222205821039229,0,0.149715521678366,0,0,0,0,0.27498331474827,0,0
X601628.CH.EQUITY,0,0,-0.0528175433870279,0,0,0,0,0,0,0.149121647824116,0,0,0,0,0.116511940378675,0,0,0,0,0,-0.0547484082129895,0,0.151795260239974,-0.066490917578405,0,0,0,0,0,0,-0.0022553291822038,0,0,0,0,-1.38777878078145e-17,0,0.375062284484365,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0.185443172671669,0,0,0,0.430405524823535,0.0295291696822385,0,0,-0.0279662916435136,0,0,0.0888930258610935,-0.0643566322034137,0,-0.0159396065214147,0,0,0.067894292294209,0,0,0,0,0,0,0.0061541761897772,0,0,0,0,0,0,0,-0.131824798486835,0,0,0,0,0,0,0,0,0.147716110411943,0,0,0.187134271954722,0,0,0,0,0,0
X5.HK.EQUITY,0,0.157172193911499,0,0,0,0,0,0,0,-0.191689678850881,0.0472396172314326,0.0970754911310738,0,0,0,0,0,0,0,0,0,0,0.241706387639034,0,0,0,0.144482643455819,0,0,0.0136698705677136,0,0,0.149611329510736,0,0,0,0,0,0.238868096801555,0.02732004673806,0,0,0,0.214862878255914,0,0,0,0,0,0,-0.013868567340163
X388.HK.EQUITY,0,0,-0.170544186361106,0,0.0473259122898941,0,-0.124030844900374,0,-0.154713532221767,0,0,0,0,0,0,0,0,0,0,0,0,0.0979709713276626,0,0,0,0,0,0,0,0,0,0,-0.237998542702218,0,0,0,0,0.214317593718812,0,0,0.200127713003294,0,0.245813247660061,0,0,0,0,0,0.203952644204462,0,0
X601166.CH.EQUITY,0,0,0.0292377509068453,0.0176053862721813,0,0,0,0,0,-0.0740646867252267,0,0,0.420437974188452,0,0,-0.0400423213562746,0,0,0,0,0,0,0,0,0,0.0453397376235877,0,-0.0587097297668543,0.260699304082152,0,0.0657018231812443,0.0709319828195864,0.0311970133589066,0,0,0,0,0.0427841563883,-0.173503845745961,0,0,0,0,0,0,0,0,0.113657550459976,0,0,0
X601658.CH.Equity,0,0,0,0,0.0430473745844123,-0.16444826949865,0.103143026433424,0.469503443748145,0.0533892569901487,-0.00885460498268519,0,0,0,0,0.0525146716325198,0,0,0,0,0,0,0,0,-0.141981432240618,0,0,0.00927684565000394,-0.301648141875878,0.195962515696115,0,0,0,-0.152310437615592,0,0.129638209229677,0,0,0,0,0,0,0,0,0,0,0.0591655021054129,0,0,0,0,0
X000001.CH.EQUITY,0,0.0986111873616057,0,0,0,0.1278948867208,0,0,-0.108235450995863,-0.0352009261269083,0.595697621638313,0,0,0.0714190988874448,0,0,0,0,-0.00325820551446764,0,0,0,0,0.287308677624705,-0.0708596480230127,0,0.0279230963542142,0,0,0,-0.0212123493721315,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.237821640188417,0
X600030.CH.EQUITY,0,0.076152513584692,0,0,0,0,0,0,0,0,0,-0.0199216186038891,0,0,0,0,0,0,0,0.282584451520032,0,0,0,0,0,0,0,0.00696220890306132,0,0,0,0,0,0,0,0.153893972033498,0.189738639728624,0.00700516621276319,0,0,0.00709151419766794,0,0,0,0.159818628863278,0,0.056393640775773,0,0,0,0
X601601.CH.EQUITY,0,0.49297825338647,0,0.177503323447427,0,0.0721781579891826,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0.0810543859636313,0,0,0,0,0,0,0,-0.190097981355332,0.0213817816378191,0,0.16298192025644,0,-0.0562515726787538,0,0,0,0,0.199078428121331,0,0,-0.051200902722893,0,0,0,0,0.10636415082853,0,0.0336117933475686,0,0.0236742243240014,0
X300059.CH.EQUITY,0,0,0,0,0,-0.00260420947379881,0,0,-0.00852556737690721,0,0,0,0.0556930860465605,0.31786878671061,0,0,0,0,0,0.215360993437382,0,0,0,0,0,0,0,0.182385594823832,0,0,0,0,0,0,0,0.101185224568735,0,-0.115413061209712,0,0,0,0,0,0.0101692737039881,0,0,0.22839026563929,0,0,-0.0783339406964597,0
X000002.CH.EQUITY,0,0,0.140824236385011,0,0,0,-0.0538220354193765,0,0,0,0,0,0,0,0,0,0,-0.0192730805043158,0,0,0,0,0,0.0147757509387316,0.239053809883996,-0.17816122572574,0,-0.00268829929992769,0,0,0.0267577818106036,0.705949801627637,0,0,0.0153648479953952,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0,0.0371780111181796,0,0,0.0660264756852806,0.104260425772227,0,0,0,0.123745029631843,0,0,0,0,0,0,0.380452074464338,0,0,0,0,0,0.137471126531766,0.0622212357594527,-0.0252468857897519,0,0,0,0,0,0,0,0.114660273255049,0.0219402489563384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0318355958993873
X600000.CH.EQUITY,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0.0223871670192903,0,0,0.438253935994976,0,0,0,0,0.0639618674046876,0,0,0.122798706753281,0,0,0,0,0,0,-0.0605830067829371,0,0,0,0,0,0,0.0928084175513132,0.101344106215433,0,0,0,0.012349428951082,0,0,0,0,0,0
X601066.CH.EQUITY,0,0,0,0,0,0,0.126085910867285,0,0,0,0,0,0,0.137749279105811,0,0.0577109429693801,0,0,0,0,0,0.0442556342428045,0,0.0281707923800525,0,0,-0.0898956840102892,2.16840434497101e-19,0.0329678784038978,0,0,0,0,0.134249321598977,0,0,0,0,0,0,0,0,0,0,0.210096644080672,0.127504094671334,0.106723703982354,-0.0446708855723521,0,0,0
