,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601166.CH.EQUITY,X601066.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X000001.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X267.HK.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X001979.CH.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,X2881.TT.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0.0804264125073916,0.050959460767774,0,0,0,0,0,-0.00460062384115098,0,0,0,0,0,0,0,0,0,0,-0.151773570181157,0,0.0259696689413756,0.605686162392779,-0.293138071940795,0,0.484949397367216,0,0,-0.100745874076493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101607142191218
X601318.CH.EQUITY,0,0,1.38777878078145e-17,0,0,0.213710945951523,0,0,0,-0.071714788861025,0,0,0.0999489377112247,0,0,0,0.0842972367906913,0,0,0,0.0120958599973794,0,0,0,0,0,0,0,0,0.015129329213969,0.153610017232648,0,0,0,0,0.244672234729226,0,0.068624835871644,0,0,0,0,0,0,0,0,0,0,0,0,0.0462212230057811
X601939.CH.EQUITY,0,0.0819504723827423,0,0.801939743627985,0,0,0,0.00154256992845683,0,0.0440705855440437,0,0,0.0144627254689594,-0.0105046928937353,0,0,0.0805683271555316,0,0,0,0,0,0,0,0,0.0255478601340509,0,0,0,0,0,0,0,0,0,0,0,0.0707050334053258,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.886995846620453,0,-0.0618357631819746,0,-0.0851408539598461,0,0,0.00897128727646881,0,0,0,0,0,0.0182786240818724,0,0,0.0488436521607825,0,0,0,0,0.161619073427691,0,0.073367724801458,0,0,0.0144157550603301,0,0,0,0,0,0,0,0,0,0,-0.0476937455460305,-0.12220612789077,0,0,0,0,0,0,0,0,0,0.0190270890841504
X601628.CH.EQUITY,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0.273194383890271,0,0.0825605522051767,0,0,0,0,0,0,0,0.419599435630352,0,0,0,0,0,-0.0504647347751435,0,0,0,0,0,0,0,0,0,0.10864261453875,0,0,0,0,0,0,0,0,0,0.109105815904641,0,0.189739892273228,0,0,0.03943935604062
X600036.CH.EQUITY,0,0,0.0439241228688901,0.279062989446906,0,0,0,0.00493100897313505,0.0288348449121485,-0.00473868464876689,0,0,0,0,0,0,0,0.178267126958934,0,0.0323478062995857,0,0,0,0,0,0.0437764447565105,0,0,0.18372320603896,0,0.129554348568322,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0518295726114543,0,0,0,0,0.0342078287851034,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.0649222572320562,0,0,0,0,0,0,0,0,0,0,0,0,0.299452724565258,0,0,0,0,0.0730194697861785,0,0,0,0,0.149925157827622,0,0,0,0.122023854863777,0,0.136817442963958,0,0,0,0.0464147274100362,0,0,0,0,0.104286212188594,0,0,0
X601988.CH.EQUITY,0,0,0,0.0871935783822006,-0.0455025050798169,0,0,0,-0.0202853351567106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0175658439258843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,-0.125537416943163,0,1.00116100859829,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.155717802318327,0,0,0,0,0,0.131301559007228,0.240477538570552,0.327059662576953,0,-0.191291029254197,0,0,0,0,0,0,0,0,0.0139805522433755,0,0,0,0,0.248571575840087,0.145214243332775,0,0,-0.221480259187603,0,0.0220631292448778,0.0580462000356422
X388.HK.EQUITY,0,0,0,0,0.224159328111843,0,0.108784505636206,0,0,0,-0.0130366260823701,0,0,0,0,0,0,0,0,0,0.134865438695339,0,0.27115459135559,0,0.129804920561306,0,0,0,0,0,0,0,0.0800974810836042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.249294858657962,0.185791367457371
X601658.CH.Equity,0,0.00861061350463067,0.263632292317927,0,0,0,0,0,0,-0.0509032456714266,0,0,0,0,0,0,0,0,0.111810439244148,0,-0.142468304541727,0,-0.0135589154365943,0,0,0,0,-0.0387323733228136,0,0.2103942990639,0,0,0,0,0,0,0,0,-0.116976779602526,0,0,0,0.744321601599771,0,0,-0.222121404470223,0,0,0,0,0
