,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X600918.CH.Equity,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X600606.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,macro_return_add
X000001.CH.EQUITY,0,0.163241553133765,0.118042527098503,0,0.0596071182491708,0.0835942418567578,0,0,0,0,0,0.105520311020482,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0.0175429812029916,0,0,0,0.0234320343081227,0,0,0,0,0,0.122182655037777,0,0,0.146411983790467,0,0,0.0491611301387573,0,0.0429133295429469,0,0,0,0,0,0.000498578520177786,0,-0.0183569878087928,0,0.0832297847188939,0
X002142.CH.EQUITY,0.273375737924537,0,0,0.161064034583953,0.483315400085235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.395507620756195,0,0,0.18630284682235,0,0,0.0348527713986952,0,0,0,0.0414268249762693,0.150368600143759,0,0,0.32247671640483,0,0,0,0,0,0,0,0.0038208912447275,0.0438786113747456,0,0,0,0,-0.241298300397838,0,0,-0.0228162853454926
X600000.CH.EQUITY,0,0,0,0,0.332267545583027,0,0,0,0,0,0,0,0.319401675435959,0,0,0,0,0,0,0,0,0,0,0,0,0.310040596647871,0,0,-0.0858229720521473,0,-0.00698259621236657,0,0,0,0,0,0,0.0882910079894903,0,0.678157195873412,0,-0.093084458896058,0,0,0,0,-0.167645426004033,0,0,0,0
X600016.CH.EQUITY,0,0.206436894298876,0,0,0,0.0573319702619003,0,0,0.0368980653683603,0.106602686363378,0,0.0460989794144016,0,0,0,0,0,0.240792464012141,-0.0348548648529319,0,0.160977387773589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.125847806666642,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.211325387502961,0.137775751942661,0,0,0,0,0.0319556431367793,0,0,0,0,0.369223693370372,0,0,0,0,0.176316648337451,0.0233774567935999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00263114528136444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0137031656053152,0
X601166.CH.EQUITY,0,0,0.0425132943454072,0.0670861821550099,0.0951710685327876,0,0.370742700088467,0,0,0,0,0.136880817332955,6.93889390390723e-18,0.252942391546713,0,0.0478447509756133,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0110333073739922,0,0,0,0.0203798563965944,0,0,0,0,0,0,0,0,0,0.0274454456032042,0,0,0,0,0,0,0.0216315462445784
X601169.CH.EQUITY,0,-0.0766837953855506,0,0,0,0,0,0,-0.0864576346737216,0,0,0,0,0.783377707715676,0.0736412913952267,0,0,0,0,-1.73472347597681e-18,0,0.0908433816787047,0.00359877436995348,0,0,-0.0135417134452331,0,0,0,0,0,0,0,0,0,0,0.011248809571062,0,0.0303004796095595,0.0268906544362283,0,0,0,0,0,0.0397236447185617,0,0,0.0259726829302525,0,0.0213603601385644
X601229.CH.EQUITY,0,0,0,0,0.0443426149588363,0,0,0,0,0,0.818612653705144,0,0,0,0,0,0,0,0.439963007363573,0,0,0,0,0,0,0,0,0,0.247599500736242,0,0,0,0,0,0,0,0,-0.198885433552106,0,0,0,0,-0.258310653250859,-0.0871038881100445,0,0,0,-0.080438358049196,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0619057672333609,0.913393880333633,0,0,0,0,0,0,0,0,0,0.0277624547300224,0,0,0,0,0,0,0,0,0,0.127940502029183,0,0,-0.135080951334272,0,0,0,-0.077168977068909,0.0441826151188459,-0.0587581394958266,0,0.00124545007132098,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.0290717326951987,0.372855501412468,0.112959942339666,0,0,0.24703289993934,0.0462912080875431,0,0,0,0,0.020544882406954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
