,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2886.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X600918.CH.Equity,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,macro_return_add
X000001.CH.EQUITY,0,0.132854562164714,0.125368321440892,0,0.111625626967068,0.125522856492405,0,0,0,0,0,0,0,0,0,0,0.0726093583175534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1435672165667,0,0.0242636681591719,0.0690023863308452,0,0,0.0432979129544665,0,0.0333776376253783,0,-4.33680868994202e-19,0,0,0,0,0.0184683585660977,0,0,0
X002142.CH.EQUITY,0,0,0,0.187985596273441,0.800520681950551,0,0,0,0,-0.11247086032068,0,0,0,0,0,0,0.0194257160033476,0,0,0.252914302199824,-0.138814651923239,0,0,0,0,0,0.116472225362545,0,0,0,0,0.0813285211349207,0,0,0.0150441347262906,0,0,0,0,0,0,0.136146053037942,0,-0.0957109888982026,0,0,-0.0346254544628346,-0.171866268387208,0,0,-0.0857958607159295
X600000.CH.EQUITY,0,0,0,0,0.168470411171987,0,0,0,0.145196168126119,0,0,0,0.175903637264423,0,0,0,0,0,0,0,0,0,0,0,0,0,0.267759068978752,0,0,0,0,-0.0139324378504615,0,0,0,0,0,0,0.0789590385342731,0,0.695189475339786,0,-0.122463500160947,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0.163303602813178,0,0,0,0.154549952849908,0,0,0.0358874729195396,0.141369308881455,0,0,0,-8.67361737988404e-19,0,0,0,0.164832660050895,0,0,0,0.255116235531207,-0.18034945516528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.114298252563703,0,0,0,0,0,0,0,0,0,0,0,0.00506690821318464
X600036.CH.EQUITY,0,0.120046815237487,0.106652301371207,0,0,0,0,0,0,2.16840434497101e-19,0,0,0.410184554687537,0,0,0,0,0.187102723566133,0.0237090964161053,0,0,0,0,0,0,0,0,0,0,0,0,-0.00641612402569835,0,0,0,0.00488357174201054,0,0,0,0,0,0,0,0,0,0.0126537490185268,0,0,0,0,0
X601166.CH.EQUITY,2.16840434497101e-19,0,0.00664276809253612,0.0595744933570112,0.203602337959093,0,0.49096683559992,0,0,0,0,0.0280969509416499,0,0.146165008364222,0,0.0491631216062107,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,0.011229229685682,0,0,0,0,0,0,0,0.0104683527799819,0,0,0,0,0,0,0,0,0.00533181606416692,0,0,0,0,0,0,0
X601169.CH.EQUITY,0,-0.0345881886520677,0,0,0,0,0,0,0,0,0,0,0,0.828843886800814,0.012225430498818,0,0,0,0,-0.0534090853908569,0,0.0833347219072207,0,0.0109961041423789,0,0,-0.0308821280270084,0,0,0,0,0,0,0,0,0,0,0,0,0.0674645623387673,0,0,0,0,0,0.0499340152237399,-0.0129794508440422,0,0,0,0
X601229.CH.EQUITY,0,0,0,0,0.0312582627430888,0,0,0,0,0,0.95110015299263,0.0144747815960822,0,0,0,0,0,0,0.46382632335787,0,0,0,0,0,0,0,-0.00831644439985015,0,0,0.287191438838298,0,0,0,-0.0912330560487912,0,0,0,0,-0.221237116002918,0,0,0,-0.306716259003415,-0.120030004960113,0,0,0,-0.0699775438849342,0,0,0
X601288.CH.EQUITY,0,0,0.0452315289115637,0,0,0,0,0,0,0,0,0.0147523557890545,0.867314167383109,0,0,0,0,0.0209683831970885,0,0,0,0,-0.0267071353282298,0,0,0,0,0,0,0,0,0,0,0.157114163598687,0,0,-0.0658144878832437,0,0,0.0326765618330994,-0.123083396875914,0,-0.103573869423755,0.015044260904274,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.0446512250529128,0.414625894076027,0.0459518117938214,0,0,0.252209451351338,0.0670144519620399,0,0,0,0,0.0211714730873662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0076349995054768,0,0,0,0,0,0,0,0,0
X601398.CH.EQUITY,0,0.201065425270753,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0.787898868718522,0,0,0,0,0,-0.0800251034258257,0,0,-0.106975491563379,0,0,-0.324044166408237,0,0,0,0,-0.0343416301869233,0,0,0,0,0,0,0,0,-0.0446877255951284,-0.230935131316105,0.010953476844697,0,0,-0.00192517180383461,0,0,0.539327157426427,0,0
X601818.CH.EQUITY,0,0,0.0825352993712676,0,0,0,0,0,0.280543917447524,0,0,0,0,0.0683534709619655,0,0,0,0,0,0,0.101718808490828,0,0,0,0,0,0,0,0,0,0.0521905077440652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
