,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X688.HK.EQUITY,X601601.CH.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X300059.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X2886.TT.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0.2191231629219,0,0.406423205572544,0,0,0,-0.0117961343531928,0.162463293371009,0,-3.46944695195361e-18,0.0731388366376825,0,0,0,0,0,0,0,0,0,0,-0.078087649953006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0567740270242603,0,0.0065858485428681,0,0.122291213873187,0
X601939.CH.EQUITY,0.352680314797727,0,0,0.285818149938972,0,0,-0.0959227715727853,0,0,0,0.00278488071209237,0,0.139757012064375,-0.0642838757291138,0,0,0,0,0,0,0,0,0,0,0,0.0315868613393823,0,0,0,0,0,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0,0,-3.46944695195361e-18,0,0.20120908522876,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0141663750611138,0,0,0,0,0,0,0,0,0,0,0.0219239708283778,0,0,0,0.382654876916686,0,0,0,0,0,0,0,0.100822211304804,0,0,0,0.244498186915112,0,0,0,0,0
X601288.CH.EQUITY,0.463532065539383,0,0,0,0.251254296093364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0993648876063652,0,0,0,0,0,0,0,0,0,0,0.0244282664174933,0,0.0318326340238107,0,0,0,0,0,0.0135366085349195,0,0.0720785856577559,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0.0870649856542334,0,0.414298613418381,0,0,0,0,0,0.266485003091209,0,0,0,0,0,0.111639512258232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152936125192149,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0.023278194448777,0,0,0,0,0,0,0,0,0.342908293149415,0,0,0.0423723147259597,0,0,0,0,0,0,0,0,0,0.115426013189465,0,0,0,0,0.0295373116315477,0,0,0,0.0315184992737457,0,0,0,0,0,0.039626937284895,0,0.0816169506047742,0,0,0,0,0,0,0.279657940137051,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.118026543531626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0471607631147457,0.203735408507668,0,0,0.0586823167572426,0,0,0,0.195132006509881,0,0,0,0,0,0,0,0,0,0,0,0.197601904256279,0,0,0,0
X5.HK.EQUITY,0,-0.256417484224905,0,0,0,0,0,0,0,0,0,0,0,-0.0287098751874395,0,0,0,0,0,0,0,0,1.1447155962308,-0.742973718989737,0,0,0.50119347631274,0,0,0,0,0,0,0,0,0,0,0,0,0,0.420735348014978,0,0,0,0,0,0,0,0,0,0,-0.0717595997440175
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,2.77555756156289e-17,0.221211631485417,0,0,0,0,0,0.0714615906287882,0,0,0,0.266294682450934,0,0,0,0.0865897236338608,0,0,0.0405148948480143,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0871597164688397,0,0,0,0,0,0,0,0.0344557175944147,0
X601658.CH.Equity,0,0,0,0.0984735767707801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.324945644787693,0,0,0,0,0,0,0.364280997019094,0,0,0,0.132489419396846,0.0594046906139805,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0
X601328.CH.EQUITY,0.200994698102711,0,0,0.167311879860732,0,0,0,0,0,0,0,0,0.146197175172574,0,0,0,0,0,0,0,0.1295896518225,0,0,0,0,0,0,0,0,0.0347766120283662,0,0,0,0,0,0,0.0672257507063875,0,0.171652869613096,0,0,0,0.125618064134063,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0.0139939220425536,0.0728987837893774,0,0,0,0.281034491727496,0,0,0,0,0.0753493711642224,0,0,0,0,0,0,0.0877079607468894,0,0,0.053071849794302,0,0,0,0,0,0,0,0,0,0.169562384874161,0,0,0,0.0381126020380106,0,0,0.00599929564470197,0,0.00634034795149448,0,0,0,0,0.0631176294199509,0,0.117069655093781,0,0.0352445541575488,0,0,0
X600000.CH.EQUITY,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0.295141963932351,0,0,0,0,0,0,0,0,0,0.181873858631854,0,0,0,0,0.233114288698356,0,0,0,0,0,0,0.00570758151058691,0,0,0,0,0,0,0,0,0,0.133432901358355,0,0,0.123851644119876,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00702443793553181,0,0,0.0970597044618728,0,0.400347890347087,0,0.0828864978078984,0,0.0431141225292286,0,0.149749234830267,0,0,0,0,0.0855483259863719,0,0,0,0,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0.225155125430597,0,0,0.0220895597417943,0.424911973060033,0,0,0,0,0,0,0,0,0,0,0,0.0368774348236111,0,0,0,0,0,0.0459143488377376,0,0,0.00107498554165921,0,0,0,0.00719604644288574,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0.0230500911727977,0,0,-3.46944695195361e-18,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,-0.0451250340419993,0,0,0,0,0,0,0,0,0,0,0.0102548903123476,0,0,0,0,0,0,0.0967088679297833,0,0,0,0,0,0.0382351370019861,0,0,0,0.33721125308477,0,0,0.0194308672238877,0,0.007771403236393,0,0,0,0.140829021975269,0,0.364500490186105,0,0,0,0.0360284612827219,0,0
X16.HK.EQUITY,0,0,0,0,0.0297090728791831,0,0,0,0,0,0,0,2.77555756156289e-17,0,0.404774005103203,0,0,0,0,0,0.240165082785997,0,0,0,0,0,0.000611961254612075,0,0.068204201881524,0,0,0,0,-0.121837486678383,0,0.163242706089107,0,0.176896422114471,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000001.CH.EQUITY,0,0,0.410396392301824,0,0,0,0,0,0,0,0,0,0.231948352317132,0.102752213364832,0,0,0,0,0,0,0,0,0,0,0.0711370336750985,0,0,0,0,0.0388286668553002,0,0.0365236601895329,0,0,0,0,0,0,0,0,0.0645055256941232,0,0,0,0,0,0,0,0,0,0,-0.0529089849314001
X688.HK.EQUITY,0,0,0,0,0,0,0.235087800142222,0,0.0604973594674053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.395768128953083,0.144897363842139,0,0,0,0,0,0,0,0.0876157100801019,0.128900266530408,0,0,0,0,0,0,0,0,-0.0179565773936877,0,0,0,0,0,-0.0909754352132163
X601601.CH.EQUITY,0.0258868708096417,0,0.112980189467834,0,0,0.0614390405841481,0.0813086482142533,0,0.105201367257123,0,0,0,0,0,0,0,0,0,0,0,0,0.373897477629195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0491317462095947,0,1.38777878078145e-17,0,0,0,0,0,0.107596670186726,0,0,0,0
X600016.CH.EQUITY,-1.73472347597681e-18,0,0,0.107501564765871,0,0,0,0,0,0,0.203217745840833,0,0.213707112285314,0,0,0,0.0564554946712232,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0854020409915442,0,0,0,0,0,0,0,0,0,0,0,0.174360414572948,0,0.142966177781518,0,0.00410134723314112,0,0,0,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.232640062806303,0,0,0,0,0,0,0,0,0.210589830948082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.260340557714638,0,0.0232837277884858,0,0,0,0,0,0.16254403032704,0,0,0.0524500617626382,0,0,0,0,0,0
X11.HK.EQUITY,0,0,0,0,0,0,0.105843044370204,0.304114817945432,0,0.0551713942282903,0,0,0,0,0,0,0,0,0,0.230356423493829,0,0,0,0.524776161850599,0,-0.00979254975003756,0,0,0,0,0,0,0,0,0,0,-0.253519802807025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044973952027731
X2388.HK.EQUITY,0,0,0,0,0.02524116155076,0,0.112063921218643,0.0705273751928377,0,0.0055545429301446,0,0,4.33680868994202e-19,0,0.320274080035998,0,0,0,0,0,0,0,0.271806346113126,0,0,0,0,0,0,0,0,0,0,0,0,0.133859394725625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0974596635343314,0
X601066.CH.EQUITY,0,0,0,0,0,0,-8.67361737988404e-19,0,-0.242754973921654,0.212071164695641,0,0,0,0,0,0,0.102013675565588,0,0,0,0,0,0,0,0,0.0575260328167263,0,0,0,0,0,0,0.586841253129584,-0.0358106001471111,0,0,-0.0447621692117732,0,0,0.276483806793514,0,0,0,0,0,0,0,0,0,0.186777138780439,0,-0.0386105545160712
X601998.CH.EQUITY,0,0,0,0,0.102634991060605,0,-0.0576421096613122,0.000814834670822119,0.00349726995708958,0,0.213708097626809,0,0.00206747874436489,-0.0170654983493676,0,0,0,0,0,0,0,0,0,0,0.0135319599115941,0,0,0,0,0,0.163652726891334,0,0,0.0546076023865699,0,0,0,0,0,0,0,0,0.0527552005704687,0,0.358986194451038,0,0.109629107185741,0,0,0,0,0
X267.HK.EQUITY,0,0,0,0,0,0,0,0.214104203107988,-0.0368968843961947,0,0,-0.219375120153821,0,-0.00223367851052881,0,0,0,0,0,0,0,0,0.0394905676869115,0,0,0,0,0.337299030959418,0,0,0,0,0,0,0.206123677709299,0.270516724562284,-6.93889390390723e-18,0.0493395134029826,0,0,-0.02829627110481,0,0,0,0,0.163716172868144,0,0,0,0,0,-0.00141352728550944
X1109.HK.EQUITY,0,0,0,0,0,0,0.0101811280332763,0,0,-0.0714283097624918,0,0,0,0.163912446983706,0,0,0,0,0,0,0,0.197616488625142,0,0.0650502098484888,0,0,0.191843581125749,0,0,0,0,0,0,0,0,0.337474126527272,0.101870873766468,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0
X2007.HK.EQUITY,0,0,0,0,-2.77555756156289e-17,0,0,0,0.0988746841787251,0.00700675049838795,0,0,0.16985864180428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.448007585627242,0,0,0,0.0414270840414685,0,0,0,0,0.160216914208043,0,0,0,0,0,0,0,0,0,0,0,0.0616761461830786,0,0,0
X600048.CH.EQUITY,0,0,0,0,0,0.159556340588283,0,0,0,0,0,0,0,0.489494548789323,0,0,0,0.186481162693446,0,0,-6.93889390390723e-18,0,0.0211782356044563,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126296813994072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601818.CH.EQUITY,0,0.0678783027559352,0,0,0.0869652607801479,0,0,0,0,0,0,0.258255142386881,0,0,0,0.0224192720480524,0,0,0,0,0,0.0224751518429851,-0.0124936900344343,0,0,0.323918588029688,0,0,0,0.144714026565868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0805759014346475,0,0,0,0,0.00673366294421169
X1113.HK.EQUITY,0,0,0,0,0.0167264749517879,0,0.130491531139041,0,0,0.0644960422919512,0,0,0,0,0,0,0.139218794812555,0,0,0,0,0,0,0.0134548383261106,0,0,-0.0614861322789195,0,0.381510911832003,0,0,0,0,0,0,0.318377153822575,-0.0384480912846311,0,0,0,0,0,0,0,0,0,0.093368294756801,0,0,0,0,0
X601688.CH.EQUITY,0,0,0,0,0,0,0,0,0.0140146210786875,0,0,0,0,0,0,0,0,0,0,0.040087890025168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.77555756156289e-17,0,0,0,0.210996246628612,0.0714419425035029,0.00870951320977773,0,0.122905821267342,0.141328966151684,0,0,0,0,0,0.332324487961311,0,-0.0229558771455336
X002142.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.388389008369763,0,0,0,0.167988505871973,0,0,0,0,0,0,0,0,0,0,0,0,0.17660523898597,0,0,0,0,0,0,0,0,0,0.025453711557102,0.0480614742364263,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601211.CH.EQUITY,0,0,0,0,0,0,0,-0.0292375064735945,4.33680868994202e-19,0,0.0817381298773801,0,0,0,-0.0318749085581965,0.0549033761006793,0,0,0,0,0,0,0.0474520512203052,-0.0270657395858039,0.0612515706590313,0,0,0,0,0.0131239350287486,0,0,0,0,0,0,0.0402968405463795,0,0.234107775591399,0,0,0,0,0.20333267638418,0.061474967839857,-8.67361737988404e-19,0,0,0,0.360764960375257,0,0
X12.HK.EQUITY,0,0,0,0,0,-0.0322783146024672,0,0,0,0,0,0,0,0.343688520776024,0,0,0.54398409877734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0.152524940804832,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,-0.0784283508936401,0,0,0
X001979.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.00390375723048155,0,0,0.174590119923853,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0.10641600885752,0.185524754569047,0,0,0,0,0.182858638879661,0,0,0,0,0,0,0,0.0915345723140781,0,0,0.124097041025881,0,0,0,0,0,0
X823.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.341848078233657,0,0,0.0506300779897992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.261827062077422,0,0,0,0,0.0913316816689266,0,0,0,0,0,0.0464993863653336,0,0.125184399926091,0,0.00753645709953402,-0.131456873940398
