,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X600030.CH.EQUITY,X11.HK.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X601066.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X300059.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X1997.HK.EQUITY,X2881.TT.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0,0.0567074277007989,0,0.138743996032088,0.176389160591713,0,0.351765527110494,0,0,0,0,0.000600544700134496,0.131827066010894,0,0,0,0,0,0,0,0,0,0.0118754873321666,0,0,0,0,0.104035720719131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0.209359393412174,0,0,0,0,0,0,0,0.217046705700316,0,0,0,-3.46944695195361e-18,0,0.0746853673426145,0.14422512551405,0,0,0,0.213000398491982,0,0,0,0,0,0,0,0,0,0.0778555590281011,-0.0608366633337582,0,0,0,0,0,0.0682630628084832,0,0,0,0,0,0,0,0,0,0,0.0720878018587572,0,0,0,0
X601939.CH.EQUITY,0.26370356516151,0,0,0,0,0,0,0,0,0,0,0,0.425690026889365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.191837352401351,0,0.106014210035598,0,0.00655894907190448,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.342779248655745,0,0.0423523817872989,0,0,0.467203546937683,0,0,0,0,0,0,0,0,0.0359546979761984,0,0,0,2.77555756156289e-17,-0.0109479325696043,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112849724687017,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0.192711801944461,0,0.0548729738527417,0,0,-5.55111512312578e-17,0.318152425332036,0,0,0,0,0,0,0,0.0216244964838139,0.663635073919834,0,0,0,0.0460966386659596,0,0,0,0,0,0,0,0.0967463505968095,0,0,0,0,0,0,-0.218802710293906,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0.136940472062734,0,0,0.0492509690714195,0,0,0,0,0.20091165873602,0,0,0,0.143582749828493,0,0,0,0,0,0.0210818017483974,0,0.1684216301411,0,0,0,0.0278044095149618,0,0,0,0,0.0495126943524807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.186377752373434,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.196679038862066,0,0,0.220237727020861,0,0,0,0,0.1779478669897,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149711685723843,0,0.00384347375884828,0.158236013040136,0,0,0.105481527187914,0,0,0,0,0,-3.46944695195361e-18,0.0489929089659992,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.148255387179392,0,0,0,0,0,0,0,0.359127710531903,0.0249175405465273,0,0,0,0,0.182319537580096,0.271542184623423,0,0,0,0,0,0,0.266986123428822,0,0,0,0,0,0,0,0.0124270798706836,0,0,0,0,0,0,0,0,0,0,0,0.0745765890047633,0,0,0
X601628.CH.EQUITY,0.325237567498526,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0563778102021339,0.0260362554928776,0,0,0,0.118371188164019,0,0,0,0.0876579155747653,0,0.230500611131048,0,0,0,0,0.150182899307482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,-0.163833280932767,0,0,0,0,0,0,0.194450660230995,-0.0639593062802589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0805925250544514,0,-0.212389385545722,0,0,0,0,0,0,0,0.7385499251788,0,0,0,0,0,0.447485869166012,0,-0.182026829090809,0,0,0
