,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X000001.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X300059.CH.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X002142.CH.EQUITY,X11.HK.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X688.HK.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X600837.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X601229.CH.EQUITY,X001979.CH.EQUITY,X600918.CH.Equity,X2881.TT.EQUITY,X601169.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0.0231562544417213,0,0.188281089025619,0.0409721746035016,0.000954409842960427,0,0,0,0,0,0,0,0,0,0,0.165013111387525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0503549762585516,0,0,0,0,0,0.0934024312681435,0,0,0,0,0.0321108521875963,0,0.13281026382774,-0.0347724942433832,0
X601318.CH.EQUITY,0,0,0,0.125540624167397,0,0,0,0,0.110742963526687,0,0.014811182021187,0,0.093388276157745,0,0,0.081409642801805,0,0,0,0.299773851229866,0,0.092172202288852,0,0,0,0,0,0,0,0,0.142128607467826,0,0,0,0,0,0.0428808966988111,0,0,0,0,0,0,0,0,0,0,0,0.109091645208591,0,0,0
X601939.CH.EQUITY,0,0,0,0,0.126097570156753,0,0,0,0,0,0.0955901409896062,0,0,0.101425438149483,0,0,0,0,0,0,0.00131640386445686,-0.0303302097776858,0.535920943896215,0,0,0,0.167153534958369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.201327588985516,0,0,0,0,0.135926099216085,0.108131032708548,0,0,0,0,0.18334958093906,0.0943933064744904,0,0,0,0,0,0,0,0,0,0,0.26192774764017,0,0,0,1.73472347597681e-18,0.0714054383523905,0,0,0,0,0,0,0,0,0,0.0251562978977446,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.23519055387045,0,0,0.11493851148763,0,0.238999312778103,0,0,0,0,0,-0.0335806029783873,0,0.169557405494794,0,0,0,0,0,0,0,0,0,0.0238017623026705,0,0.100717171281862,0,0,0,0,0,0,0,0,-0.0464954323922979,0,0,0,0,0,0.0853662187926963,0,0,0,0.07635123624506,0,0,0,0,-0.0506939732036681
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.112860767514442,0,0,0,0,0.100758593554753,0,0,0.0983681447231977,0,0,-0.0943932180099807,0,0,0,0,0.00855315518438475,-0.042945327045519,0,0,2.77555756156289e-17,0.717843753186539,-0.0101538163745519,0,0,0,0,0,0,0.0545724373486211,0,0,0,0.185004799875812,0,0,0,0,-0.0760252069608844
X1299.HK.EQUITY,0,0,-0.00617561305144646,0,0,0,0,-0.0536081010012412,0,0,0,0.208167804232699,0,0,0,0.0101698283722277,0,0,0,0,0,0,0,0,0,0.150655757287433,0,-0.0669908844369824,0,0,0,0.102623250226185,0,0,0,0,0,0,0,0.109311441839369,0,0,0.120648489865424,0.272873733796897,0.0482815428420794,0,0,0,0,0,0,0.0216598765503672
X601988.CH.EQUITY,0,0,0.0300066494179486,0.207828250729323,0.216506189272851,0,0,0,0,0,0,0,0.0210655912128706,0,0,0,0,0.24022067358008,0,0,0.0159611752950844,0,0.01877644645111,0,0.122911683544859,0.163683597099947,0,0,-0.00836367078349527,0,0.163339733593221,0,0,0,0,0,0.0440057254629675,0,0,-0.0283650841819904,8.67361737988404e-19,0,0,0,0,0,0,0.0368546797750048,0,0,0,0
X5.HK.EQUITY,0,0.0523034921734265,0,0,0,0.0461670869490619,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123959202158396,0,0,0,0.105093143113355,0,0.121651810860473,0,0,0.00766647362938951,0,0,0,0,0,0,0,0.0447189940618878,0,0.273747063592953,0,-0.0583746746824648,0,0,0.158552321856212,0,0,0,0,0.0959377857480865,0,0,0
X601166.CH.EQUITY,0,0,0.0447667615979728,0.0234903378791507,0,0.00837239789467568,0,0,0,0,0.0274574907384456,0,0.125524432062533,0.083591191719912,0,0,0,0,0,0,0,0,0,0,0.165127563591501,0,0,0.400648581870907,0,0,0,0,0,0,0.0344741099935384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601658.CH.Equity,0.352884252319684,0.0842323703446447,0.0175559587683306,0,0.0420896212516037,0,0,0,0,0.293440266139739,0,-0.03609860161021,0,0.168365359029399,0,0,0,0,0,0,-0.0141184933172241,0,0,0,0,0,0,0.169483588764266,0.0556847406229418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.120376112456101,0,0,0,0,0
X388.HK.EQUITY,0,0,0,-0.121259045436258,0,-0.196793121099419,0.189067495034841,0,0,0,0,0,0,0,0.161236567928019,0,0,0,0.0693312026873426,0,0,0.44646301634452,0,0,0,0.103069812378808,0,0,0,0,0,0,0.0676585353784103,0,0,0,0,0,0,-0.0478671527941135,0.092625946646773,0,0,0,0.029316948454015,0,0,0,-0.0271547825237639,0,0.034330139229812,0
X000001.CH.EQUITY,0,0.0945932755769327,0,0.348759826485323,0,0,0,0.0528480838956318,0,0,0,0.0309188047830526,0,0,0,0,0,0,0,0.0147530943645827,0,0.0162414787536039,0,0,0.447037497150703,0.272037498090265,0,0,0,0,-0.287937268605145,-0.0952548705643789,0,0,0,0.0379633527489716,0,0,0,-0.0229251790111278,0,0,0,0,0,0,0,0,-0.155332694271377,0,0.127063339805442,0
X000002.CH.EQUITY,0,-0.0296385824964085,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0.0294660301376639,0,0.0152619183331925,0,0,0,0,0,0,0,0,0.793740578402107,0,0,0,0,0,0.070055934360478,0,0,0,0,-0.0549875576939764,0,0,0,0,0,0,0,0,0,-0.0267084785137779,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0.034266340832471,-0.00731074404668741,0,0,0,0,0,0,0,0,0.389136459632623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0832632750831235,0,0.182723476106863,0,0.0201445344709974,0,0,0,0.327107812299199,0,0,0.0513914390514153,0,0.0331364830266646,0.0292407799354776,0,0,0,0
X601601.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,-0.0480322564999681,0.311875929446484,0,0,0,0,0.212607267205561,0,0,0,0,0,0.0971925936103857,0,0,0,0.0412366874252789,0,0,0,0,0,0,0,0,0,0,0,0.0382792761320093,0,0,0,0,0,0.0978124328373409,0.0598347155965352,0,0,0,0,0
X601328.CH.EQUITY,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114700183369758,0,0.256162909468209,0,0,0,0,0,0,0,0,0.336024256411132,0,0.0230074539640426,0,0,0,0,0,0,0,0.0333584511391163,0.0240156989177452,0,0,0,0,0.0214555660751927,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0.0931507006875887,0,0,0,0,0,0,0.111189610686681,0,0,0.00540701156057971,0,0,0.459561962191541,0,0,0,0,0,0.115727551361713,0,0,0,0,0.013574807233825,0,0,0,0,0,0,0,0,0.0855641782084636,0,0,0.0211861325130832,0,0,-8.67361737988404e-19,0,0.0587012602909323,0,0,0.0636992575039376,0,0.00787316700762482,0,0
X601066.CH.EQUITY,0,0,0.149811200931259,0,0,0.0162535968552406,0,0,0,0,0,0,-0.0622115028083613,0,0.538681447953946,0,0,0,0,0,0,0,0,0,0,-0.136167399781293,0,0,0,0,0,0.0442667226970166,0.158279056475514,0,0,0,0,0,0,0,0.17461864278573,0,-0.105668489693189,0,0,0,-0.0537645995597728,0.0263308683106098,0,0,0,0
X601319.CH.EQUITY,0,0.024148784896995,0,0,0,0,0,0,0,0,0,0,0.0944680534225305,0,0,0,0,0,0,0,-0.0431048254987318,0,0,0,0,0,0,0,0.0406527532352153,0,0,0,0,0,0.400984774736798,0.13362005856815,0,0,0,0,0,0,0,0,0,0.390523934511736,0,0.0165045824201143,0,0,0.0458549670503431,0
X16.HK.EQUITY,0,0,0,0,0,0.0949149399132059,0,0,0,-0.0183623262679549,0,0,0,0,0,-0.0727818257948018,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197378760990388,0,0.0649579803580557,0,0,0,0,0,0,0,0.410203264798286,0,0,0,0.192980819311928,-0.528750798388645,0,0.0975848566883773,0,-0.0610468959315834,0,0,0.00271564521585242
