,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X002142.CH.EQUITY,X1109.HK.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601336.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X000166.CH.EQUITY,X600918.CH.Equity,X601229.CH.EQUITY,X2881.TT.EQUITY,X000776.CH.EQUITY,X1997.HK.EQUITY,X001979.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0.317994097681105,0,0.002534794205192,0,0,0.343213018957191,0,0,0,0,0,0,0,0.0185837806062439,0,0,0,0,0,0,0,0.175417605860567,0,0,0.0201673971146675,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0.10702599721264,0,0,0,0,0,0,0,0,0,0,-0.0316088262420842,0,0,0
X601318.CH.EQUITY,0,0,0.336152329054944,0,0,0.182592612015908,0,0,0.00320599066739615,0,0,0,-8.67361737988404e-19,0,0.139441189813612,0,0,0,0,0.0163088596890538,0,0,0,0,0,0,0,0,0,0,0.15792762138565,0,0,0,0,0.0929795187172102,0,0,0,0,0,0,0,0,0,0,0.0318644139293742,0,0,0,0,0
X601939.CH.EQUITY,0.381414595576602,0.209559196724803,0,0,0,0,0,0.34064306977166,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.122262607431979,0,0,0.0794154448972144,0,0,-0.0270203347201341,0,0,0.142328105116456,0,0.149063442834418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0985287146173417,0
X600036.CH.EQUITY,0,0.0807316704986338,0,0,0,0.0421993481346355,0,0,0.02577976785862,0,0,-0.044332287583358,0.0581869823465057,0,0,0.0811925504836384,0,0.194290153758464,0,0,0,0,0,0,0.333272051999813,0.0894634132211497,0.0130757862516113,0,0,0,0.0727499417199923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.233349405607259,0
X601288.CH.EQUITY,0,0,0,0,0,0,0.00193274017832226,0.525750422240363,0,-0.0855636487112108,0,0.0639656537943631,0,0,0,0,0,0,0,0,0,0,0.0647011342351892,0.141347113881779,0,0,0,0,0,0,0.0948305611253061,0,0.054184488081532,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0443884393440159,0,0.0108522755229075,0,0.0117272672745085,0
X1299.HK.EQUITY,0,0,0,0.0369495983016429,0,0,0,-0.165112966962814,0,0.152577092800275,0,-0.0151622551368559,0,0,0.0116620128738739,0,0,0,0,0,0,0,0.138050745667696,0,0,0,0,0,0,0,0,0,0.0983059118906538,0,0,0,0,0.143609381182584,0,0.091528557672648,0.166236613813192,0.0351923944620687,0.0969157945083144,0,0,0,0,0,0.294565713387742,0,0,0
X601628.CH.EQUITY,0.167347250470442,0,0,0,0,0.0118336570589349,0,0,0,0,0,0,0,0,0,-0.23818562673127,0,0,0,-0.075253602256391,0,0.192402987002015,0,0,0,0,-0.154620685043852,0,0,0,0,0,0,0.609351118322773,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,-0.00300532180295263
X601988.CH.EQUITY,0.125305818624944,0,0.0537609810155866,0,0.540321537674434,0,0,0,0,0.0940637413563406,0,0,0.154013704477897,0,0,0,0,0,0.00666628589985922,0,0,0,0.12937094011082,0,0,0,0.014420848944775,0.0826415210609274,0,0,0,0,0,0,0,0,0.068206687941027,0,0.00251563352502541,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.195135753463662,0.105979285720391,0,0,0,0,0,0,0,0,0,-0.0931327510710056,-0.0551616575560049,0,0,0,0,0,0,0,-0.345934066666822,0.19979858842644,0,0,0.137208326744369,0.139620490903015,0,0,0,0,0,0.0509931099162231,0,0,0,0,0,0,0,0.141889222314575,0.0804130334329131,0.0181165916962639,0,0,0,0,0,0,0,0.138590319070238,0
X388.HK.EQUITY,0,0,0,-0.130687449355788,0,0.23089481987406,8.67361737988404e-19,0,0,0,0,0,0.042727954712391,0,-0.052392064772164,0,0,0,0,0,-0.112541687513751,0.470006595190346,0,0,0,0,0,0,0.0783931330256326,0,0,0,0,0,0,0,0,0,0.156247043512429,0.0751312958691936,0,-0.0400812981413435,0,0.15560947899219,0,-0.302975207353473,0,0,0,-0.0366698562209505,0.154138739443901,0
