,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X267.HK.EQUITY,X2388.HK.EQUITY,X601066.CH.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X002142.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X600837.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X300059.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X601336.CH.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X2886.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0.030265137112042,0,0.380569289376167,0,0,0.107819882477787,0,0.298207333377485,0,5.55111512312578e-17,0.123688624597608,0,0,0,0,0,0,0.0258621595899475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.369043416336527,0,0,0,0,0,0.0045008901562182,0,0,0,0,0,0.468139005159191,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0342335505888259,0,0,0,0,0,0,0.0717274237824718,0,0,0,0.0348333109062998,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,-1.73472347597681e-18,0,0,0.0599340751891111,0,0,0,0,0.00767295351335392,0,0,0.383021076609878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0695136067284166,0,0,0.055227748672211,0.159658132125557,0,0,0,0,0,0.14058496765573,0,0,0,0,0,0
X601288.CH.EQUITY,0.394111665086349,0,0,0,0.415642856994162,0,0,0,0,0,0.0541011831307688,0,0,0,0,0.0860311557522861,0,0,0,0,0,0,0,0,0,0,0,0,0.034242123116081,0,0,0,0,0,0,0,0,-0.0134115292437929,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.276540197548738,0,0,0,0,0,0,0.000627058240346923,0,0,0,0,0,0,0.136336779232932,0,0.13281587183183,0,0,0,0,0,0,0,0,0,0.00054465212465268,0.0663899600207264,0,0.016128231147076,0,0,0.0462876638413095,0,0,0,0,0,0,0,0,0.164524612792432,0,0.15035689019891,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.0872433440378433,0,0,0,0.207600347851993,0,0,0,0,0,0,0.47007023495488,0,0,6.93889390390723e-18,0,0.613270042694391,0.083767843648446,-0.509403442772582,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135312903757598,0,0,0,0,0,0,0,0,0,-0.137924055706925
X600036.CH.EQUITY,0,0,0.0288535411169438,0,0,0.0498768693934941,0,0,0,0,0,0.328477105378634,0,0,0,0,0,0,0,0,0,0,0,0.0249456208169734,0,0,0.0930781704318483,0,0,0.00154258588938823,0,0,0,0.132105835941903,0,0,0,0,0,0,0.0731716593685296,0,0,0,0,0,0,0,0,0.27174590170564,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.0114018881561199,0,0.0174375085523891,0,0,0,0,0,0,0.339008789733549,0,0,0,0,0.102834581093176,0,0.0139619289887911,0.0640960455556147,0,0,0,0.187003090649563,0,0,0,0,0,0,0,0.177258356675107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,-2.71050543121376e-20,0,0,0,0,0,0,0,0,0,0.132643956844054,0,0,0,0,0,0.123755314200574,0,0,0,0.314896985120244,0.0339584380719686,0,0,0,0,0,0,0,0.0459448480248681,0,0,0,0,0,0,0,0,0.141860684015676,0,0,0,0,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,-0.0152827948104718,-0.163946513171311,0,0,0,0,0,0,0.0601396900854326,0,0,0,0,0,0,0.588716653754722,0,0,0,0,0,0,0,0,0,0.0612829477738604,-0.401532382103142,0,0,0,0,0.805362041082846,0,0,0,-0.0205407142866264,0
