,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X000001.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X600048.CH.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601066.CH.EQUITY,X601229.CH.EQUITY,X002142.CH.EQUITY,X1997.HK.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X002736.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.142898116104664,0.14600520077802,0,0,0,0,0,0,0,0,-0.0373371915412045,0,0,0,0,0,-0.0071750992334102,0,-0.129804599705583,0,0,0.00953520505454405,-0.203274193513068,0,0.0569169157890092,0,0,0.634165701132448,0,-0.0425506397558223,0.0552155275662299,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.204716409491864,0,0.171186197224568,0.0182261186767506,0,0,0,0,0,0,0,0,0,0.0808455809667181,0,0,0,0,0.123294774564538,0,0,0,0.000944437807067786,0.0595654625168881,0.038061747894778,0,0,0,0,0,0.254314086594115,0,0,0,0,0,0.0785698970976649,0.0227614596097195,0.0383989977044696,0,0,-0.0670138806264548,0,0,0
X601939.CH.EQUITY,0.26807711821229,0,0,0,0,0,0,0,0,0.22080429551641,0,0,0,0,0,0,0,0.214074283824351,0,-3.46944695195361e-18,0,0.0451444402131745,0,0,0,0,0,0,0.00682095430832299,0.0999210693691616,0,0,0,-0.305820930155992,-0.240813242919816,0,0,0,0.0618704308196601,0.512902135887621,0,0,0,0.0143345320379106,0,0.0835647218373243,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,-0.0698288110324535,-0.224853813031554,0.193883735982577,0,0.4471737577916,0,0,0,0.17362770877093,0,0,0,0,0,0,0,-0.0152938045243304,0,0,0,0,0,0,0,0,0,-0.460929134923751,0,0,0,0,0,0,0,0,0.247299433722837,0,0,0,0,0,0,0.0346333712759509,0,-0.0840782559637155
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.458045429959344,0,0,0.490063898866644,0,0,0.0561988210954955,0.064929580202461,0,0,0,0,0,-0.0388445218813447,-0.0422051815136137,-0.232717007027749,0,0,0,0,0,0,0,0,0,-0.153393221955007,0,0.110133363571993,0,0,0,0,0,-0.10509928273737,0,0
X601988.CH.EQUITY,-0.29125305219604,0,0,0,0.384360133568383,0,0,0,0,0,0,0,0,0,0,0,0,0.0821848905370079,0,0,0,0,-0.0192133614549329,0,0.676579383731685,0,0,0,0,-0.45120074005145,0,0,0,0,0,0,0,0,0,0,0.0913582035132484,0,0,0,0,0.0947310507751005,0,0,0,0,-0.0588326300928082
X600036.CH.EQUITY,0,0.40351262018641,-0.0530225779210595,0,-0.0384759906659478,0,0,0,-0.167136265504752,0.153995120605224,0,0.493020399392327,0,0,0,0,0,0,0,-0.128981251379052,0,0,0.265192402001408,0,-0.00944471964273092,0,0,0.0587222128209486,0,0,0.15618452922796,0,0,0,0,0,0,0,0,0,0,0,0.0864652150796423,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0.0518440189940578,0,0,0.190683499608894,0.0139836718751675,0,0,0,0,0,-0.0208420989526784,0,0.023653461313452,0.124980997751216,0,0,0,0.00721267544396171,0,0,0,0,0,0,0.205103359817751,0,0,0,0.0364935413495277,0,0.0537742129774957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.0320950821988967,0.0247852783467655,0.0751953568821275,0,0,0,0,0,0,0,0,0,0.343751681974495,0,0,0,0,0,0.0726349868034799,0,0,0,0,0.0534040420579139,0,0,0,0,0.0144665450270011,-0.0556708648664806,0,0,0,0,0.142148272375096,0.172338051567698,0,0,0,0,0,0,0,0,0.0769561944710684,0,0,0,0,0
X601328.CH.EQUITY,0,0,0,0,0,0,0.602645084896231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.266435171695778,0,0,0.0689758244820172,0,0,0,0,0,0,0,0,0,0,0,-0.048658964316082,-0.0583454288985191,0,0,0,0,0,0.0487736778553962,0,-0.00401645665957789,0,0,0,0
