,X601398.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X601628.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X300059.CH.EQUITY,X600000.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X002142.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X601818.CH.EQUITY,X600999.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X688.HK.EQUITY,X267.HK.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X2881.TT.EQUITY,X000776.CH.EQUITY,X000166.CH.EQUITY,X1997.HK.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,3.46944695195361e-18,0.181192607508332,0.112306978206605,0,0.321850546730314,0,0,0,0.0165754112878124,0,0,0,0,0,0,0,0,0,0,0,0,0,0.230570945052063,0,0,0,0.0902812842225032,0,0,0,0.105101632441135,0.0538362805579612,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0379663551866904,0.00226950296166813,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.0444655703529852,0,0,0.226032111559377,0,0,0,0.276297953911452,0.0355524389611735,0.0108425199296692,0,0.0436448382615821,0,0,0.185439485263273,0,0,0.015110152647887,0,0,0,0,0,0,0,0,0.0994963718102623,0,0,0,0,0.214385239311152,0.0324117689193627,0,0,0,0,-0.0355660734967638,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0.136698686721869,0,0,0,0,0,0,0.0987732282610637,0,0,0.0210467796604289,0,0,0,0,0,0,0,0,0.044299545447556,0.348049986226155,0,0.135982719794624,0,0,0,0,0,0,0,0,0,-0.121888960264077,0,0,0,0,0,-0.0569935013558255,0,0,0,0,0,0.0847117617147753,-0.08091839922957,0
X601939.CH.EQUITY,0.560163922065634,0.0711537765721143,0,0,0,0,0,0,0.159865308203125,0,0,0,0,0,0,1.73472347597681e-18,0,0,0.0917274119836508,0,0,0,0,0,0,0,0,0.122249388854233,0,0,0,0,0,0,0,0.115188077780736,0,0.0677570715230098,0,0,0,0,0,0,0,0,0,0,0,0.143541727212473,0.0560405131661655,0
X601288.CH.EQUITY,0,0,0,0.19505698519484,0,0,0.480760611070391,0,-0.0236974246187034,0,0.0377843969854383,0,0,0,0,0,0,0.0904815840461928,0,0,0,0.0640691682272116,0,0,0.00897986320098432,0,0,0.0513110986569625,0,0,0,0,0.0980673437184239,0,0,-0.027378259680505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0.107665681480697,0.25999219134576,0,0,0,0,0.164015400451677,0,0,0,0,-0.21270351577743,0.141211184182827,0,0,0,-1.0842021724855e-19,0,0,0,-0.0038682447591076,0.146685215077603,0,0,0,0,0,0,0,0,0,0.14617492443626,0,0,0,0.0882333806816298,0,0,0,0.262658222888118,0,0,0,-0.044214057477587
X601988.CH.EQUITY,0.0560268751809555,0,0,0,0.532354349022465,0,0,0,0,0,0,0,-0.124782091994558,0,0,0,0,0,0.233158034108466,0.0471603064907232,0,0,0,0,0.0104726218464967,0,0,0,0,0,0,0,-0.154897563885484,0,0,0,0,0,0,0.0613106627527613,0,0,0,0,0,0,0.0426672440109705,0,0.0293275105809343,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.167856607079899,0,0,0,0,-1.73472347597681e-18,0,0,0,0.226262302632059,0,0,0.138257099236707,0,0,0,0,0,0,0,-0.0164041626206867,0,-0.00635256119190614,-0.1838518474309,1.73472347597681e-18,0.114455089066362,0,0,0,0.35421865965269,0,0,0,0,0,0,0,0,0.0976653012119254,-0.0126778714055204,0,0,0
X5.HK.EQUITY,0,0.221500040365459,0,0.127159345127379,0,0,0,0,0,-0.0593321647430389,0,0,0,0,0,0,0,0,0,0,0,0,0,0.257706738452001,0,0,0.0963402120279561,0,0,0,0,0,0,0,0,0,0,0.170897376753829,0,0,0,0,0,0,0.14189493270894,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0,0,0,0.218856263650393,0,0,0,0,0,0,0,0,-0.0786584179218737,-0.0390273640624853,0.391617270550039,0,0,0,0,0,0,-0.12985818778496,0,0,0,0,0,0,0,0,-0.120144314199068,-0.0639722975248145,0,-0.224118941074047,0,0,0.0830177104051611,0,0,0,0,0.0522797546711063,0.140910587288883,0.0502095366755514,0,0,0,0,0,-0.542301602570384
