,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X600048.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X601229.CH.EQUITY,X601066.CH.EQUITY,X1997.HK.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X002736.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X300059.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.0158702690228632,0,0.23875238209862,0,0,0,0,0,0,0,0,-0.132932910534484,-0.113657521523221,0,0,0,-0.16495759047455,0,-0.178027067740068,0,0,-0.222168319479247,0.0296954006462015,0,0,0,0,0.750977642509637,0,0,0.227692162595333,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.196270274981277,0,0.176598509940159,0.0163018979430441,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0.099669569684738,0.0922538344560465,0,0,0,0,0,0,0.000155022489864105,0.0694861554745291,0.0249314917974105,0,0,0,0,0.309237050863184,0,0,0,0,0,0,0.0989973779100574,0,0,0.0567307233053383,-0.0725348318348461,0,-0.0285516998227454,0,0
X601939.CH.EQUITY,0.12960771073365,0,0,0,0,0,0,0,0,0.266834802836944,0,0,0,0,0,0,0,0.1153474813204,0,0,0,0,0,0,0,0,0,0,0.0142438851839472,0.112195434625677,0,0,-0.21578103176126,0,-0.210864686090579,0,0,0.499329989279716,0.145527594818866,0,0,0,0,0.124170370281899,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,-0.0719725265925607,0,0,-0.5548617605451,0.333033187426941,0,0.547777370152963,0,0,0,0.216346155113169,0.413961513479329,-0.205106726238753,0,0,0,0,0,0,0,-0.247369017655792,0,0,0,0,0,0,0,0,-0.607470469174119,0,0,0,-0.278472350104423,0,0,0,0.125825282248122,0,0,0,0,0.369884647533874,0,0,0,-0.18569255200659
X5.HK.EQUITY,-0.0762038651330809,-0.0241134383331571,0,0,0,0,0,0,0,0,0,0,0,0,0.461250202206972,0,0,0,0.448940133092843,0,0,0,0,0.0649027617358921,0.0124179244417302,0,0,0,-0.129130947152915,0,-0.135973434138306,0,0,0,0,0.128556393179438,0,0,0,0,-0.100247738878511,0,0.18054069017253,0,0,0,0,0,-0.127022438396723,0,0
X601988.CH.EQUITY,-0.262427678939821,0,0,0,0.348446270161665,0,0,0,0,0,0,0,0,0,0,0,0,0.188922723420297,0,0,0.638248091233557,0,0,0,-0.0193657369679605,0,0.00634509180969284,0,0,-0.485576258540053,0,0,0,0,0,0,0,0,0,0,0.0778752417094404,0,0,0.0803652900480086,0,0,0,0,0,0,0
X600036.CH.EQUITY,-0.0472044593338059,0.411991975089514,-0.064625117746824,0,-0.0375176474403925,0,0,0,-0.00741811902599488,0.51411495056894,0,0.0765312408398243,0,0,0,0,0,0,0,0,0,-0.0615918989144125,0,0,0.218941171853487,0,0,0.0800096325394069,0,0,0.0806640258377088,0,-0.362939228396535,0,0,0,0,0,0,0,0,0.20883377988525,0.129171964401795,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0.0796463762348389,0,0,0.172398602044997,0.00420633868436328,0,0,0,0,0,-0.0160504236011891,0.0170943199449796,0,0,0.113773257143209,0,0,0,0,0,0,0,0,0,0.187023120348147,0,0,0,0,0,0.148300143734362,0,0,0,0,0,0,-0.0184650835003555,0,0,0,0,0.0105281580755004,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.1577752609981,0.0627825521814796,0.117510930603824,0,0,0,0,0,0,0.00822098753510963,0,0.364138038740642,0,0,0,0,0,-0.00697393798787421,0,0.0181695880328215,0.0959326521343036,0,0,0,0,0,0,0,0.0297669908660893,-0.0481295160933735,0,0,0,0,0.114177526828663,0.205974935836096,0,0,0,0,0,0.0441290163364184,0.0514842300015776,0,-0.222567532128622,0,0,0,0,0
X601328.CH.EQUITY,0,0,0,0,0,0,0.624528072875835,0,0,0,0,-3.46944695195361e-18,0,0,0,0.0175082508993329,0,0.0216771153450187,0,0,0,0,0,0,0.146917803689855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00179472418308025,0,0,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0.0177693405038665,0,0.0653437861379458,0.28926337845463,0,0,0.0599313250020603,0,0.0234537847921359,0,0,0.282443225341406,0,0,0.0545358236678901,0,0,0,0,0,0,0,0,0,0.0286753488608426,0,0,0,0.183753778311542,0,0.113080935358659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0,0,0.550596019493146,0,0,0,0,0,0,-0.0418084460423515,0,0,0,0,0,0,0,0,0,0,0,0.250348979190837,0,0,0.0993037817489216,0,0.042941011385843,0,0,0,0,0,-0.00767825422809583,0,0,-0.00684033240203,0,0,-0.285055464412459,0,0,0,0,0,-0.1111517839147,0,0
X601601.CH.EQUITY,0,0.274923939531792,0,0,-0.00252665833543662,-0.146296466769368,0,0,0.445416424975881,0,0,0,0,0,0.058839090075844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0393813687798461,0,0,0,0,0,0,0,0,0,0,0,0,0.0126372891274949,0,0,0,0,0,0,0,0
X601319.CH.EQUITY,0,0,0,-0.107753042887668,0,0,0,0,0,0,0,0,0.313376152647498,0,0,0,0,0,-0.0933626941812935,0,0,0,0,0.0735092644213025,0,0,0,0,0,0,0.00516491098105819,-0.0816893058580942,0,0,0,0.377235649969959,0,0,0,0,0,0.166563158408723,0,0,0,0,0,-0.04706637481231,0,0,0
