,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X002142.CH.EQUITY,X001979.CH.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X17.HK.EQUITY,X300059.CH.EQUITY,X600999.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0.320420018857266,0,0,0.214827931810592,0,0,0,0,0,0,0,0,-0.0683421854204547,0,0,0,-0.166647715931402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.104799906644009,0.0794192802483753,0,0,0,0,0.177732607216279,1.0842021724855e-19,0,0.259004292172769,0,-0.105370885307221,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0703448074307078,0,0.166850615373496,0,0.0602926551836915,0,0,0.323103959388481,0,-0.0622116661924157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0135122385747139,0,0,-0.0966076152040564,0.316017866932732,0,0.148719323498495,0.0196857949834631,0,0,0,-0.00226391981133197,-0.0443465031663203,0,0,0
X601939.CH.EQUITY,0.185979807559752,0,0,0,0,0,0,0,0,0,0.033124796985689,0,0,0.164541194772508,0,0,4.33680868994202e-19,0,0,0.205442928124934,0.0669092811408917,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0483647273817359,0,0,0,0.0678715915825445,0,0,0.126965443012538,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.342746615167586,0,0,0,0,0,0,0,0.235150871247273,0,0,0,0.00258229520202413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00578760061825201,0.0749774398132493,0,0,0,0.164278125149949,3.46944695195361e-18,0,0.230975600412796,0,0,0,0,0,0.0680965884948964,0,0,0
X5.HK.EQUITY,0,-0.20361297839732,0,0.399171867970233,0,0,0,-0.106887081429557,0,0,0,0,0,0,0,0,0,0.0716274679893105,0,0.116579266766438,0,0,0.488129218059164,-0.22677936948139,0,0,0,0,0,0,0,0,0,-0.0243370973658757,0,0,0,0,0.0404874383153396,0,0,0,0.121820722301756,0,0,0,-0.0136657818175131,-0.219763248682115,0,0,-0.171563062922758
X601988.CH.EQUITY,0.00363657410372562,0,0.0599583998259949,0.0182468491651698,0,0,0,0,0.112292112932338,0.164674676995524,0.163398764069137,0,0,0,0.151203094066351,0,0,0,0,0,0,0.423677253999916,0,-0.166314859440533,0,0,0,0,0,0,0,0,-0.000173504682540403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130647478984979,0
X600036.CH.EQUITY,-0.0208760626808147,0.221548295478738,0,0,0,0,0,0,-0.0322875005719461,0,0,0.0872409169308744,0,0.280952591870593,0,0,0,0,0.158212532473456,0,0,0,0.0615089074238289,0,0,0,-0.0500258327058438,0,0,-0.016500489133932,0,0,0.107968023038881,0,0,0,0.0614926500235123,0,0,0.0933299195492927,0.1925800955335,0,0,0,0,0,0.0586351121571994,0,0,0.104812229806926,0
X1299.HK.EQUITY,0,0.1416058217361,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,-0.0774244022407814,0.212238615370095,0,0,0.16790375195701,0.238614426766208,0,0.173317379287153,-0.00800453133731372,0,0.0825585165908,0,0,0,0.0395123676179486,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,-0.201335295786453,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0.0425425128852811,0,0,0,0,0,0,0,0,0,0,0,0.136620100330789,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0.0542415048612983,0,0,0,0,0.3159432322228,0,0,0,0,0,0,0,0,0,0.156249174121022,0
X601166.CH.EQUITY,0,0,0.0339691675671386,0,0,0.106588547597812,0,0,0,0,0,0,0,0,0,0,0.257032275293695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.487442499882529,-0.007770572648399,0.228088287800441,0,0,0,0,0.183882675321619,0,-0.111272479002131,-0.0316482739125952,0,0,0,0,0,-0.0692873977821086,0,0
