,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X601601.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X300059.CH.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X2007.HK.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X688.HK.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X601336.CH.EQUITY,X002736.CH.EQUITY,X12.HK.EQUITY,X000166.CH.EQUITY,X1113.HK.EQUITY,X2882.TT.EQUITY,X001979.CH.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X823.HK.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600918.CH.Equity,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0,0.418640491766674,0,0,0.0384857527725958,0,0,0,0,0,0,0,0,0.0191076465584016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0156225771831965,0,0,0,0,0,0.240035527434913,0,0,0,0,0,0,0,4.33680868994202e-19,0,0.218780681730379,0,0,-0.00934622117767459,0
X601318.CH.EQUITY,0,0,0,0,0.0856719834284649,0,0,0.0996053461586318,0.0887109429110809,0,0.0339295057561416,0,0,0.150247535090898,0,0,0,0.00840421403879231,0.0444085426227912,0,0.393444926319266,0,0,-0.0890102824871791,0,0.00193369839148896,0.168908093052887,0,0,0,0,0,0,0,0,0,0.0547931122878125,0,0,0,0,0,0,0.109900209877552,0,0,0,0,0.08298742596844,0,0,0
X601939.CH.EQUITY,0,0,0,0.289917994313867,0,0,0,0,0,0,0.0307987553914981,0,-0.000925781769599676,0,0,0,0,0,0,0,0,-0.257830181470987,0.703965843455669,0,0.0510757361311521,0,0.0673970357380716,-0.122438067689137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.137155604538542,0,-0.037916661308667,0,0,0,0,0,0,-0.0898641666389288
X601288.CH.EQUITY,0.145820371069702,0,0.0396358719085056,0,0,0.0651831141129152,0.397323978758953,-0.0794459634530443,0,0,0,0,0,0,0,0.059898917847231,0,0.0227018307141099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.179992118453839,0,0,0,0,0,0,0.0251549775456575,-0.106520323642728
X600036.CH.EQUITY,0,0.179862236482344,0,0,0,0.0690714830522545,0.0917987266950107,0,0,0,0,0,0,0.206847379287266,0,0,0,0,0,0,0,0,0,0.0284834995818039,0,0,0,0,0.318999837349987,0,0,0.0890202750916849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.0712893499320108,0,0,0,0,0,0,0,0,0.00986728382791098,0,0,0,0,0,0,0,0.158713079456233,0,0,0,0.150230422734464,0,0,0,0,0,-0.0318001428738797,-0.096466030983858,0,0,0,0.180288545169735,0,0.0385570984705886,0,0,0.565477815683468,0,-0.0757523046818385,0,0,0.0983354321714095,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0.194212975227538,0.263810813648055,0,0.0406506111951576,0.271788222893517,0,0,0,0,0,0,0,0,0,0,0.145567361504277,0,0,0,0.11458921731996,0,0,0,0,0,0,0.123540770928948,0,0,0,0,0.0404215543795968,-0.0590071330909879,0,0,0,0,0,0,1.0842021724855e-19,0,-0.0973620227180458,0,0,0,0,0,0,0,0,0,0.0381364201347967
X1299.HK.EQUITY,0,0,0,-0.0452112733181003,0,0,-0.00229352033040259,0,0,0.128678570702277,0,-8.67361737988404e-19,0,-0.183856588058036,0,0,0,0,0,0,0,0,0,0,0,0.226978215385124,0,0.0279806516448089,0,0,0,0,0,0,0,0,0,0,0,0.140054294063111,0.114845700938205,0.0573685873090217,0,0.0671252152982877,0,0.0247523859717051,0.180628543602128,0,0.136628644536291,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,-0.022916089234191,0,0.147579065709487,0,0,0,0,0.190388620159695,0,0.151984425532501,0,0,0,0.0699640716357173,-0.0560513673918823,0.453449921918197,0,0.0967816944377417,0,0,0,0,0,0,0,0,0,-0.113356147217674,0,0.203269077104563,0,0,0,0,0.118082636079675,0,0.276456629143161,0,0,0
X388.HK.EQUITY,0,0,0,0,0,0,0,0.104812894429349,0,0,0,0,0,0.00659360097455739,0,0,-0.0397219870873712,0,0,-0.133585539441098,0,0.475806722568247,0,0.22575890619005,0,0,0,0.197523652226746,0,0,0,0.15597761190142,0.188247754313823,0,0,0,0.136788327008509,0,0,0,0,0,0.0602787555544955,0,-0.342273244722075,0,0,0,0,0,0,0
