,X601398.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X300059.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X601818.CH.EQUITY,X600999.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X267.HK.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X2882.TT.EQUITY,X002736.CH.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X1997.HK.EQUITY,X601155.CH.EQUITY,X601169.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0,0.258834138690998,0,0,0,0.262723328971853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.170039754860611,0,0,0,0.0916000765827532,0.0353356690168585,0,0.00978404090214023,0.0602073229908203,0,0.0800785117182222,0,0,0,0,0,0,0,0,0,0,0,0,-0.032522333293088,0,0,0,0
X601318.CH.EQUITY,0,0,0,0.125030881464442,0,0,0,0.00258250460480551,0.131899349546618,0,0.0242671519833358,0,0.175362712890129,0.0751782471268383,0,0,0,0,0,0.210846607212648,0,0.0780892916705871,0,0,0,0,0,0,0.192829309429143,0,0,0.0453660150492574,0,0,0,0,0,0,0,0,0,0,0,-0.0904788717138459,0,0,0.10759318578086,0,0,0.0672637924868472,0,0
X600036.CH.EQUITY,0,0,0,0,0,0.175467983457284,0,0,0,0,0,0,0.21654186909386,0,0.0467068253475826,0,0,0,0,0,0,0,0,0,0.103666236264976,0,0,0.0504174432387657,0.0445397271490859,0,0,0,0.10218952051213,0,0,0,0,0,-0.0960272355192828,0,0,0,-0.0762821244856031,0,0,0,0,0,-0.0597784721949265,0.374026763197295,-0.0548344002206454,0
X601939.CH.EQUITY,0.627222564255463,0.175490099736872,0,0,0,0,0,0,0,0,0.0911179332720946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0782165582833847,0,0,0,0,0,0,0,0,0,0,0.176247047908818,0,0,0,0,0,0,0,0,0,0,0.0946433404067624,0.0114055459572971,0
X601288.CH.EQUITY,0,0.0716377371578232,0,0.0449379410955325,0,0,0,0.520303201159324,0,-0.023794697113441,0,0,0,0,0.021548371577147,0,0,0,0.0836516843400955,0,0,0,0.0160384099293854,0,0.135089176159577,0,0,0.0863043319344143,0,0,0,-1.73472347597681e-18,0.107604218582629,0,0,-0.054360513988889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0283041198183347
X1299.HK.EQUITY,0,0,0,0,0,0,0,-0.11046638986259,0,0.145925053493162,0,0,-0.0072148875964708,0,0,0,0,0,0,0,0,0,0.167766570689847,0,0,0,0,0,0,0,0,0,0.0505041865096579,0,0,0,0.0317533810104879,0,0,0.250710238181174,0.0940236941612244,0,0.0575514800237347,0,0,0,0,0.282762518580175,0,0,-0.111400618200988,0
X601628.CH.EQUITY,0,0,-0.0549872587312437,0,0,0,0,0,0,0.161289937777199,0,0,0,0,-0.0679494032628362,0.13511505082063,0,0,0,0,-0.0325318378762132,0,0.133876706234568,-0.0667640340170925,0,0,0,0,0,-0.0258309577944774,0,0,0,0,0,3.46944695195361e-18,0,0.399279688970136,0,0,0,0,0,0.0101803666161633,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0.204424534239709,0,0,0,0.409078161320573,0,0,0,0,0,0,0.0715076846897702,-0.0514279840916303,0,0,0,0,0.103871310912178,0,0.0941033408377502,0,0,0,0,0.0333092144095794,0,0,0,0,0,0,0,-0.178732955676057,0,0,0,0,0,0,0,0.0859690408044019,0,0,0,0,0.0631271563278451,0,0,0,0,0,0
X5.HK.EQUITY,0,0.240848180466382,0,0.0325097181423581,0,0,0,0,0,-0.121300039603567,0.0376337934141379,0.0828483963545125,0,0,0,0,0,0,0,0,0,0,0.295084340863668,0,0,0,0.144681883372824,0,0,0,0,0,0.0489843371831821,0,0.0605858631565577,0,0,0,0.225160872589965,-8.67361737988404e-19,0,0,0,0,0,0,0.043967428082246,0,0,0,0.0590170879629586,0
X388.HK.EQUITY,0,0,0,0,0,0.120484347669146,0,0,-0.108329209148996,0,0,0,0,0,0,0,0.26819745719145,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,-0.308326699248818,0,0,0,-0.100106199148871,0.290842544556385,0,0,0,0,0.00827470583613925,0,0.0209633402023314,0,0.102435690653717,0,0,0,-0.0642508090719652,-0.510623457391087
