,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X601066.CH.EQUITY,X002142.CH.EQUITY,X001979.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X601916.CH.Equity,X2891.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0.0139011272449653,0.0837024216871718,0,0,0,0,0,0,0.277091864543183,0.123292288977682,0,0,0,-0.167398981182612,0,0,0,0.0843596248518504,0,0,0,0,0,0,0,0.0487141356809842,0,0,0,0.0367335751727109,0,0.054538198547236,0,0,0,0,0,0,0,0.257391306904941,0,0,0,0.0425638990671261,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.0279237301526408,-1.38777878078145e-17,0,0.244946144401253,0,0,0.275509583066559,0,0,0,0.0752866637784762,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0.115238812290099,0,0,0,0,-0.251835466882998,0.107855040900875,0,0,0.179111431259873,0,0,0,0,0,0.088974736885086,0,0
X601939.CH.EQUITY,0.468765729508881,0,0,0,0,0.18965595338562,0,0,0,0,0,0,0,0.0493357845755075,0,0,0,0,0.00908235092955154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.372475661777285,0,-0.125524718266601,0,0.0512436939972132,0,0,-0.0393949793777053,0,0,0,0,0
X601288.CH.EQUITY,0.579262147176519,0.0584674408151127,0.0631482491713414,0,0.0711543216735978,0.0813227162720818,0,0,0,0,0,0,0.0371174526269087,-0.0217260191831135,3.46944695195361e-18,0,0,0,0,-0.0168494900991199,0,0,0,0,0,0.0501353556488321,0,0,0,0,0,0,0.0817979783683181,0,0,0,0,0.135286976257853,0.17597566384506,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,-0.0397294022980503,0.199685675919572,0.080872976296824,0,0,-6.93889390390723e-18,-0.160035898988715,0,0,0,0.228839005477739,0,0,0,0,0,0.594548542962715,0,-0.0269981917852635,-0.149913399241399,0,0,0.118396669068431,0,-0.11892269117182,0,0,0,0,0,0,0,0,0,0.0440329584267327,0,0,0,0,0,0,0,0.0985971572455601,0,0.157977278762731,0,0,-0.0672346190664437,0,0
X601988.CH.EQUITY,0.0858302531563757,0.0227412461325715,0.143226616467632,0.20369989754506,0,0,0,-0.0223500325894097,0.144195397814279,0.0968615351945184,0.174166580269718,0,-0.350591619523262,0,0,0,0,0,0,0,0,0,0.137879605998595,0,0,0.0676027724174238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0338466044651832,0,0,0,0,0.0426765230268886,0
X600036.CH.EQUITY,0,0.35977079165202,0,0,0,0,0,0,0,0,0,0.183991379948337,0,0.16157560758931,0,0.050785618648973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0933593015712584,0,0,0.0138902648802177,0,0,0,0.0934151491327252,0,0,0,0,0,0.0389517992326893,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.0682098588887628,0,0,0,0,0,0,0,0,0,0.223364254506502,0.296972189335371,0,0.215876033419663,0,0,0,0,0,0.0417388831668524,0,0,0.0358127422439821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.22071563105973,0.150555931229435,0,0,0,0.00522650305335356,0,0,0,0.00710271401410306,0,0,0,0,0,0,0,-0.0711875395366233,0.0399600885277144,0,0,0,0,0,0,0,0,0.145887022722129,0,0,0,0,0.0104271094189743,0,0,0,0,0,0,0,0,0,0,0,0,0.073141607214105,0,0,0,0.349166010377831,0
X601166.CH.EQUITY,0.232958592038375,0,0,0,0,0.106727387901133,0.432564877292668,0,0,0,0,0,0,0.0113573402370732,0,0.391120962937568,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0.0483800662526288,-0.131881569648949,0.0363465752655399,0,0,0,0,0.0375239647828767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
