,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X300059.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600837.CH.EQUITY,X2881.TT.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X2886.TT.EQUITY,X1997.HK.EQUITY,X600015.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0.532770322551111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0213525487972917,0,0,0,0,0,0,0,0,0,0.40125086693817,0,0,0.120918134184314,0,0,0,0,0,-0.148135882615551,0,0,0,0,0,0,0,0,0,0,0,0.0668102499156776,-0.102883072921621,0,0,-0.0242258768408627
X601939.CH.EQUITY,0.0809653199004567,0,0,0.351480150390213,0,0,0,0,0,0,0,0,0,0.172839691699621,-0.100764031303317,0,0,0,0,0,0,0,0,0,-0.0378904830126122,0.309860215795352,0,0,0,-2.77555756156289e-17,-0.0735348105384394,0,0,0,0,0,0,0,-0.0458815270822171,0,0,-0.0293697168538347,0,0,0,-0.0747508290989293,0,0.109372330091809,0,0.124941283339572,0,0
X601318.CH.EQUITY,0,0,0,0,0.25914689148239,0.0950051527015485,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0445421035505819,0,0,0,0.13569267706499,0,0,0,0,0,0,0,0,0,0,0.171536226734397,0,0,0,0,0.0844966369144713,0,0.019542846659673,0,0,0,0,0,0,0,0.021092741103086,0,-0.0263669637838997
X601288.CH.EQUITY,0,0.654525937320529,0,0,0,0,0,0,0,0,0,0,0.102177810660221,0,0,0,0,0,0,0,0.148522678246983,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,-0.0238510199590753,0,0,0.0268380333069306,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0.148038621047593,0,0.362684151080983,0,0,0,0,0,0.253917503962986,0,0,0,0,0,0.220075049683344,0,0,0.0636202383436574,0,0,0,0,0,0.166427671384926,0,0,0.0799882324558332,0,0,0,0,0,0,0,0,0,0,-0.5799858329073,0,0,0.0489482697849209,0,0,0,0,0,0.0134043417260876,0,0,0,0
X600036.CH.EQUITY,0,0.176859424477724,0,0,0,0,0,0,0.0325246378902528,0,0,0,0.0413787201823937,0,0,0,0,0,0.110960904853899,0,0,0,0,0.242941926672385,0,0,0,0,0,0,0,0,0,0.362982067869232,0,0,0,0,0,6.93889390390723e-18,0.0763711499489064,0,0,0,0,0,0.0927759883824544,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0655272059564075,0,0,0.0677030689973167,0,0,0.382217657317384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0233618124116073,0,0,0,0,0.281926139429914,0,0,0.0316822290697126,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0583807056289948,0,0,0,-0.191579898116535,0,0,-0.474253774897458,0.747697598886378,0,0,0.0791374079637533,0.510604836689535,0,0,0.0582813091397582,0,0,0,0,0,0,0,0.086509522522476,0,0,0,0,0,0,0,0,0,0.189617171558803,0.113932607681645,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0.187047792477259,0,0,0,0,0,-0.161964442810603,0,0,0,0,0.109605959497654,0,0,0,0,0.10016537450109,0,0,0,0,0,0,0.112860758197695,0,0,0,-0.0790912335966538,0.0754189452688018,0,0,0,0,0,0,0.165571293497921,0,0,0,0,0,0,0.0368056715889587,0,0,0.110668746674707,0
X601658.CH.Equity,0,0.148323411418055,0,0,0.00986601373351847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.388295618892709,0,0,0,0,0.0131916208705923,0,0,0,0,0,0,0,0,0,0,0,0.188604637229308,0,0.113026965442891,0,0,0,0,0,0,0,0,0,0,0,0,0
