,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X600030.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X1109.HK.EQUITY,X2388.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X1113.HK.EQUITY,X001979.CH.EQUITY,X000166.CH.EQUITY,X601336.CH.EQUITY,X600918.CH.Equity,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X002736.CH.EQUITY,X601788.CH.EQUITY,X823.HK.EQUITY,X601881.CH.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0.0342622092319641,0,0,0.126105383318263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26886634890768,0,0.675155293829614,-0.0937218917247512,0,0.142686392557267,0,0,0,0,0,0,0.0691562321230842,0,-0.226581495655981,0,0,0,0,0,0,0,0,0,0,-0.368661046911453,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0.0545177334867914,0.182875047948687,0.0773336701667549,0,0,0,0.0574676009113884,0,0,0,0,0,0,0,0,0.284748850823536,0,0,0,0,0,0,0,0,0,0.155070173686642,0,0,0,0,0,0,0,0,0,0,0.189632774864582,0,0,0,0,0.0147128867849264,0,0,0,0,0,0
X601939.CH.EQUITY,0,0,0,0.849033874926775,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0773372073303598,0,0,0,0,0,0.017284955974461,0,0,0,0,0,0.122499794234947,-0.092977042718733,0,0,0,0,0,0,-0.00673102941241257,0,0,0,0.0151383598807564,0,-0.0676094555058082,0,0.0042278405351968,0,0,0.0328570379519435,0,0,0
X601288.CH.EQUITY,0,0,0.845974707240885,0,0.0952586325236904,-0.0738751923677661,0,0,0,0,0,0,0,0.0134621398808325,0,0,0.0575192567411279,0.115066599314463,0,0,-0.00568502434829724,0,0,0,0,0,-0.0903702519792368,0.00967838213644208,0,0,0,0,0,0,0,-0.0210108614615635,0,0,-0.116629181990477,0,0,0,0,0,0,0,0,0,0,0,-0.00481389786615903,0
X601988.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.680736403620792,0,0,0.249048480644266,0,0.0866193677505384,0,0,0,0.0292348539592286,0,0,0,0,0.0532045537165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.170354855332996,0,0,0,0,0,0.0519431508647919,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0.0116479235232356,0,0,0,0.276976172384757,0,0,0,-0.0225213656053167,0,0,0,0,0,0,0,0,0,0,0,0.0360542464361271,0,0,0,0,0.0284229524684698,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0.18522276504864,0.164859887562699,0.016948251265295,0,0,0,0.0880727507789371,0.120749533211531,0.0727945657087081,0,0.043599890404736,0
X600036.CH.EQUITY,0,0,0.159978981147689,0.228515942369534,0,0,0,0.0390783541692365,0.0138263592387553,0,0,0,0,0,0,0.117407296289669,0,0,0,0.0329152706457798,0,0,0,0,-0.0298564394290024,0,0,0.169197108860144,0,0,0,0,0,0.243631470690958,0,0,0,0,0,0,0,-0.0395740367730164,0,0,0,0,0,0.0305914124535714,0,0,0.109423182699978,0
X1299.HK.EQUITY,0,0,0,0,0,0.0860963352057132,0,0,0.00142502484319378,0,0,0,0,0,0,0,0.0309413829258188,0,0,0,0.174463206726488,0,0,-0.0618753542925484,0,0,0,0,0,0,0.172045802460546,0,0,0,0,0,0.026892041694512,0.039749743893106,0,0,0,0.176267628906953,0.109186707066247,0,0,0,0,0.448427825725683,0,0,0.0857274533997884,0
X5.HK.EQUITY,0,0,0,0,0,-0.162966858672381,0,0,0,0,0.0784112318035057,0,0,0,0,0,0.363253619821648,0,0,0,0,0.137077526934405,0,0,0,0.304825325208679,0.0484557085389863,0.0395775423403388,-6.93889390390723e-18,0.0949415937238032,0.0832965549768406,0.0466916329052206,0,0,0,0,-0.19284389547739,0,0,0,0,0,0,0.211384891604145,1.73472347597681e-18,0,0,0,0,0,0.211105534263398,0.0545214007720211
X601658.CH.Equity,0,0,0,0.22523768875184,0,0,0,0,0,0,0,0,0.0345326222131022,0,0,0,0,0.168041129074708,0.138374716061909,0,-0.222773592085526,0,0,0,0,0,-0.141707325899149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.467200740174806,0,0,0,0.049133568052672,0,0,0,0,0
X388.HK.EQUITY,0,0.235702029540267,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124950937504697,0,0,0,0,0.467507834999968,0.179708294686577,0.0125193226085809,0,0,0,0,0.18076012576847,-0.177853668452895,0,0,0,0,0,0,0,0,0.0800705187289644,0.0300763179340038,0,0,0,-0.455358150855334,-0.000112630186667988,-0.168216720765327,0,0,0,0,0,0,-0.10383806632187
