,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601628.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X601066.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601601.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X300059.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X11.HK.EQUITY,X688.HK.EQUITY,X2007.HK.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X000776.CH.EQUITY,X823.HK.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0.0799797355580564,0,0.660198773063194,0,0,0,0,-0.0264569429501579,0,0,0,0,0,0,0,0,0.118451565797517,0,0,0,0.0312992715746505,0.0117890678701084,0,0,0,0,0,0.0503732631049142,-0.0172568720489845,0,0,0,0,0,0,0.00165363949359438,0,0,0,0,0,0,0.003463840491492,0,0,0,1.0842021724855e-19,0,0,0.0286871500197865
X601318.CH.EQUITY,0,0,0,0,0,0,0.0235547211194572,0,0.014355048477843,0,0,0,0,0.256869753909441,0,0,0,0,0,0.529386886853374,0,0,0,0,-0.062374710973281,0,0,0,0,0,0,0.0558768715981988,0,0,0,0,0,0.112398807827918,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0,0,0,0,0.351333151842105,0,0,0,0,0,0.140645207318042,0,0,0.0781103185170927,-0.106097565833566,0.100773538798224,0.196030329513092,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0.0522632319346962,0,0,0,0,0,0,0,0,0,0,0.177136706141063,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.148510461125239,0,0,0.240565115599956,0,0,0,0,0.347095939178371,0,0,0,0.166311548687524,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0.00889264489612704,0,0,0,0.063763804991491,0,0,0,0,0,0,0,0.0752279432785497,0,0,0.1544048470146,0,0,0,0,0
X601288.CH.EQUITY,0.161180369634487,0,0.0024342167528979,0,0,0,0,-0.0483105873239689,0,0.015649364750026,0,0,0,0.0210986785952166,0,0,0.621478981694189,0,0,0,0,0,0,0,0,0,0,0,0.0239600846386788,0,0,0,0,0,0,0,0.0688734245122774,0,0,0,0,0,0,0,0,0,0.0411533877180324,0,0,-0.0494058925193569,0,0
X600036.CH.EQUITY,0,0.247150588042726,0,0,0,0,0,0.0488699795856213,0,0,0,0,0,0.266660668678163,0,0,0,0,0.121978212611666,0,0,0,0,0,0,0.253508835826549,0.000782197138209388,0.056494260571018,0,0.081663529533699,0,0,0,0,0,0,0,0.00910078100931154,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0,0,0.244384347629326,0,0,0,0,0,0,0,0,0,-0.0933513183154205,0,0,0,0,0.0632303286017341,0,0,0,0.00214541306157889,0,0,0,-0.0323659480853142,0,0,0,-0.117061215268699,0,0,-0.0716492673822701,0,0,0,0,0,0,0,0,-0.0164117484350749,0,0,-0.0193587894734512,0.966451465716705,0,-0.0689248215942387,0.0182655521781838
X1299.HK.EQUITY,0,0,-0.152126901840164,0,-0.0745888661393072,0,0,0,0,0.252954344927309,0,0,0,0,0,0,0,0,0,0,-0.150252457336083,0,0,0,0.181841881239159,0,0.376556759840184,4.33680868994202e-19,0,0,0,0,0,0,0,0,0.0873824950954525,0.0866471101547907,0,0,0,0.0112268943814577,0.0632347002901844,0,0.134401864342168,0,0,0.0872108652805822,0,1.38777878078145e-17,0,-0.0295653887017538
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.270490788423566,0,0,0,0,0,-0.121791509626612,0,0,0,0,0.180215527708252,0,0,0,0.0314970354502059,0,0,0.373471824153287,0.0450924196493142,-0.0784476988442167,0,0,0,-0.0894692244546044,0,0.106990990735963,0,0,0,0,0.195269580342977,0.0193892167743364,0.187452751899579,0,0,0,0,0.140633278935423,0,0
X388.HK.EQUITY,0,0,0,0.136808503926899,0,0,0,0.058389462175905,0,0,0,0,0,0.0600345944627811,0,0,0,0,0,0,0.0653451492814094,0.121982063996419,0,0,0.0786190442896784,0,0,0,0,0,0.17902693614761,0,0,0,0,0,0.0702363450159704,0.10219489236725,0.185164001978211,0,-0.302921126436479,0,0,0,0.034271347806116,0,0.254932311829974,0,0,0,0,0
X601658.CH.Equity,0.159372039118205,0,0,0,0,0,0,0.0349296017459281,0,0,0,0,0,0.219289013783633,0,0,0.384966744174429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124084015689849,0,0,-0.0595146237024019,0.0727562287885923,0,0.0102581445644081,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,0,0.0934211728860725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.387850248947406,0.00902948075712362,0,0,0.0258069374612302,0.0206143108029401,0,0,0,0,0,0,0,0.0548254993819204,0,0,0,0,0,-2.16840434497101e-19,0.0330697710274447,0,0.0192561091883687,0,0,0.250058532790666,0,0.0353570869688079,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.497016976425594,0,0.131538555160777,0,0,0.0898901175921584,-5.42101086242752e-20,0.091709007588961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159398251988299,0,0,-0.0291258541655018,0,0,0,0,-0.0245083755213802,0.170899051373312,0,0,0,0
X000001.CH.EQUITY,0,0,0.0682863211305978,0,0.199780794341097,0.529841001556729,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0.0233009594077195,0,0,0.0745804449578802,0.0885767122927313,0,-0.0176344887122386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.26886545888962
X601066.CH.EQUITY,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0.690065268099435,0,0,0.0689523471923592,0,0,0,-0.160009326151688,0,0,0,0,0.0238409451537185,0,0,0,0,0,0,0.0126334330445147,0.0378616937232251,0,0,0.00856040731627532,0,0,0.176735790282539,0,0,0,0,0,0,0,0,0,0,-0.0099729155574767,-0.0543154247749855,0
X000002.CH.EQUITY,0,0,0,-0.289996599833196,0.0350169361257111,0,0,0,0.395518571254468,0,0,0.203018872541556,0,0.0017100087727964,0.4268210698612,0,0,0,0,0,0.0977346997040203,0,0,0,0,0,0,0.0450091801965104,0,-0.0324028627414621,-0.165983275214336,0.100399207594766,0,0,0,0,0,0,0,0,0,0,0,0,0.0136682831065663,0.0178116863896912,0,0,0,0,0,0
