,X601398.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X300059.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X002142.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600999.CH.EQUITY,X2388.HK.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X688.HK.EQUITY,X267.HK.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X601336.CH.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X1997.HK.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0,0.216787001198822,0.0229782644089558,0,0,0.401144545816737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197236586949983,0,0.0560565519977809,0,-3.46944695195361e-18,0.0445126518528003,0,0,0.0640928408186728,0.0251532002883039,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0838710737441204,0.0497470122478214,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.0518176710559677,0,0,0.234020485313161,0,0,0,0.263189747203577,0,0,0.0479434912431025,0.026417845488417,0,0,0.193886483476636,0,0.0230093014645107,0,0,0,0,0.0413094059832448,0,0,0,0,0.093468488967921,0,0,0,0,0.200693023937146,0.0146366921159607,0,0,0,0,0,-0.0529311908294492,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,-0.00870765467018783,0,0.163521455155111,0,0,0,0,0,0,0.111183296960755,0,0.069936875509586,0,0,0,0,0,0,0,0,0,0.0743430374095867,0.182848444045395,0,0,0.0745108888934241,0,0,0,0,0,0,0,0,-0.12781947805691,0,0,0,0,-0.0808244486093869,0,0,0,0,0,0,0.23400863502753,-0.0330595672180234,-0.0624690331346003
X601939.CH.EQUITY,0.623270287008803,0.0188856066333093,0,0,0,0,0,0,0.10484379756166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184377752365398,0,0,0,0,0,0,0,0,0.148483570636194,0,0,0,0,0,0,0,0,0,0,0,0.129074054539849,0,0
X601288.CH.EQUITY,0,0,0,0.0800123297184017,0,0,0,0.404866233670944,0,0,0.0496626163413713,0,0.0192441430151791,0,0,0,0,0,0.0736110230514588,0,0,0,0.0262474656787297,0,0.168542078115274,0,0,0,0.0356881498003222,0,0,0,0.17601794692732,0,0,-0.0120173366303738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,-0.0104212938533539,0.107641787919336,0.244741474779427,0,-8.67361737988404e-19,0,0,0,0.145155460283902,0,0,0,-0.195155259549086,0.046856969265968,0,0,0,0,0,0,0.000263337747142083,0,0.0857694992360496,0.0608784480801808,0,0.0107193511952668,-1.0842021724855e-19,0,0,0,0.0778703130478691,0,0,0.148045369600264,0,0.161989855492688,0,0,0,0,0.290832070373566,0,0,0,-0.0570418663089097
X601628.CH.EQUITY,0,0,-0.141296844731956,0,0,0,0,0,0,0.0958607234655857,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0.0492788238186418,0.0977896573945188,0,0,0,-0.0421982737384222,0,-0.0823695609979341,0,0,0.368278443654649,0,0,-0.000527718780289725,0.3667052681137,0,0,0,0,0.0456852440458223,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0.14530852465929,0,0,0,0.415490215380805,0,0,0,-0.0151586921486785,0,0,0.0417121497243201,-0.0936927372452637,0,0,0,0,0.167968418866679,0,0.0585301846702019,0,0,0,0,0.0948875595122713,0,0,0,0,0,0,0,-0.187894848048124,0,0,0,0,0,0,0,0.0388143588685363,0,0,0,0,0,0,0,0.0786188638271164,0,0,0
X5.HK.EQUITY,0,0.193201791742064,0,0.0843440696213552,0,0,0,0,0,-0.14569525682439,0.0281299961066382,0.0542318732053278,0,0,0,0,0,0,0,0,0,0,0,0.166206010717206,0,0,0,0.142229499808425,0,0,0,0,0,0,0,0,0,0.282977990844339,0,0,0,0.0603569106647086,0,0,0,0,0.0199898947353864,0,0,0,0,-0.0688423807730533
X388.HK.EQUITY,0,0,0,0,0,0.0712501345899196,0,0,0,0,0,0,0,0,-0.0424955015013935,-0.0995602979278609,0.353649378993442,0,0,0,0,0,0,-0.0504453687651868,0,0,0,0,0,0,0,0,-0.198247738233817,-0.0647843970140199,0,-0.164104689084885,0,0,0.167931632304809,0,0,0,0.0547725486838319,0,0.068297549583318,0,0.134944317579184,0,0,0,3.46944695195361e-18,-0.515499126072061
