,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601066.CH.EQUITY,X600030.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X1109.HK.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1113.HK.EQUITY,X001979.CH.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X600918.CH.Equity,X601229.CH.EQUITY,X002736.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X2886.TT.EQUITY,X601169.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.0344536518240123,0,0,0,0,0,0,0,0,0,0,-0.00193162689091101,0,0.536654710622508,0.789834181537312,-0.107316133023867,0.010886278341171,0,0,0.207394657745933,0,-0.234034643295826,0,0,0,0,-0.324459915450673,0,0,0,-0.0450268050783737,-0.0802016566443387,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.210895997563386,0,0,0,-0.0436106118841188,0,0,0,0,0,0,0,0.047758639774672,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0.0989723214527075,0,0.0631595933196234,0,0,0,0,0,0.249370488051919,0,0,0,0,0,0,0,0.157961018471949,0,0,0,0.188154698580261,0,0
X601939.CH.EQUITY,0,0,0,0.826021946576044,0,0,0,0,0,0.0184503648767681,-0.0766591052778181,0,0,0,0,0,0.068791260273334,0.0735589445025704,0,0,0,0.00170379798636675,0,0,0,0,0.0551914806007571,0,0.0301291183359272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0217919151763809,0,0,0,0,0.0280952979828438,0.0350515655367178,0,0
X601288.CH.EQUITY,0.0242415912064566,0,0.897354783895279,0,-0.0660879120419788,0,0,0,0,0,0,0,0,0,0,0.0104546036011113,0,0.136308389535278,0,0,0,0,0,0,0,0,0.0504803282586313,0,0,0,0,0,0.00196376012722452,0,0,0,0,0,0,-0.0961687726330814,0,0,0,0,0,-0.0313134467289198,0,0,0,0,-0.0527026239545173,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0270096487455308,0,0.400233843199127,0,0,0,0,0,0,0,0,0,0.0409929491549312,-0.0168408225212744,0,0,0,0,0,0,0,0,0,0,0,0.416992316093434,0,0,0,0,0,0,0,0,0.0769445955274945,0,0,0.113087924514404,0,0,0,0.137570091482364,0.204465636053397
X600036.CH.EQUITY,0,0,0.383823989260644,0,0,0,0,0,0.0189904859118908,0,0,0,0,0,0,0,0.125795001947915,0,0,0.00148580931472839,0.00715610704188455,0,0,0,0,0,0.186277860904683,0,0.176596745264139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0194951043470718,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.00122143057455813,-0.145564207831585,0.0804229146920991,0,0.0274759844461198,0,0,0,0,0,0.0374944718170926,0,0,0,0,0,0,-0.074602085561028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.105528774954252,0,0,0.01043332029801,0,0,0,0,0,0,1.01468723535801,0,0.0373512159476203
X1299.HK.EQUITY,0,0.072589671980102,0,0,0.149770191573345,0,0,0,0,0.2549044509741,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.215845889810065,0,0,0.340016556569969,0,0,0.220530768486234,0.124433405520593,0.125955958728622,0,0,0,0,0,0.0398089758194871,0,0,0,0.12862859825052,0,0,-0.0988331870769737,0,0,0,0,0,0.10764452415744,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142354299310588,0,0,0,0,0,0,0.0797300696656086,0,0,0,0.258710263160662,0.360870615867855,0,0,0,0,0,0,-0.256763103389705,0,0,0,0.006093596988423,0,0,0,0.0654247843863462,-0.0922741439339132,0,0,0,0,0,0,0.146533712405834,0
X388.HK.EQUITY,0,0,0,0,0.290577496255676,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.225761175131482,0,0,0,0,0,-1.73472347597681e-18,0.471582552219062,0,0,0,1.38777878078145e-17,0,0,0,0,0,-0.0480551250269536,0,0,0,0,-0.0591280499282182,0,-0.111608850826972,0.249049668248195,0,0,0.0278148966030476,0,0,0,-0.123553683278629,0.0147502547853759
X601066.CH.EQUITY,0,0.00502734633633805,0,0,0,0,0,0,0,-0.00846945342285881,0,0.550161242244403,0,0,0,0,0,0,0,0,0.0130592808172136,0,0,0,0.219528604877059,0,0,0,0,0,0,0.014774747433281,0,0,0.0615808016491214,0.0584004819511413,0,0,0,0,0,0,0.0399588559433126,0.0397028350066108,0,0.0108402466363659,0,0,0,0,-0.0371904306030993,0
X600030.CH.EQUITY,0,0,0,0,0.0708329754311155,0,0,0,0,0.0659894215132755,0.190134844551327,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0276513859954037,0,0,0,0,0,0,0,0,0.366743412305912,0.0919782642943856,0,0,0,0,0,0,0,0,0.0594356921823391,0,0.129704211298414,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0.227574337633381,0,0,0,0,0,0,0,0,0,0,0,0,0,0.243016710603373,0.0610787363156466,0.00034826990976569,-0.157894704847586,0,0,0,0,-0.0801586755868872,0,0,0,0,0.103403525121584,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0.356718547184015,0,0,0,0,0,0,0,0,0,-0.00857783671442525
X601166.CH.EQUITY,0,0,0,0,0,0.205160006327146,0.183597401724742,0,0,0,0,0,0.0482338714512446,0,0,0,0.0114819105232795,0,0.00213971666596613,0,0,0.0641186693569575,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0189900544117493,0,0.0371981004082177,0,0,0,0,0,-0.0073298317206255,0,0,0,0,0,0.454650377439757,0,0
X601328.CH.EQUITY,0,0,0,0.0669588380096097,0,0.0460073976337075,0.0211663917467745,0,0,0,0,0,0,0,0,0,0.0446895003511225,0,0,0,0,0.415027735535179,0,0,0,0,0,0,0,0,0.00771236672994554,0,0,0,0,0,0,0,0,0,0,0,0,0,0.252342425860816,0,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,0.18279756622192,0.0142497165840738,0,0,0,0,0.0165959614578138,0,0,0,0,0,0,0,0,0.105694454760567,0,0,0,0,0,0,0.0513629770005916,0,0,-0.0510865593477095,0,0,0.0740626480918094,0.126051430268042,0,0,0,0,0,0,0,0,0,0,0,-0.0286018688285477,0,0.179021324265224,0,0,0,1.73472347597681e-18,0,0
X600000.CH.EQUITY,0,0,0.175533294556599,0.144953178610375,0,0.168447942474726,0,0,0,-0.0139262670915925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.121281325087197,0,0,0,0,0,0,0,0,0,0.267079375868376,0,0,0,0.697793971478604,0,0,0.0795805861059758,0,0,0,0,0,0,0,0,0
X601319.CH.EQUITY,0,0,0.133813712775105,0.0689811630173125,0,0,0,0,0,-0.0223841331958671,0,0,0,0,0.00287041669712585,0.153009899583768,0,0,0,0.221124484765034,0,0,0,0,0,-0.0792081003223963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137230152628652,0,0,0,0,0,0,0.239439649938205,0,0,-0.0619483590181656,-0.0416612444698291
X000001.CH.EQUITY,0,0.142588925813845,0,0,0,0.111215935869492,0,0,0,0,0,0,0,0.124982088978493,0,0,0.124910391412647,0,0,0.0688445156121574,0,0,0,0,0,0,1.35525271560688e-20,0.071720700757261,0.136019900318556,0,0,0.0183414926167706,0,0,0,0,0,0.0251749138765103,0,0.0333857965523358,0,0,0.0434867688439356,0,0,0,0,0,0,0,0,0
X601601.CH.EQUITY,0,0,0,-2.77555756156289e-17,0.0802478141717948,0.161588483871434,0,0,0,0,0,0,0,0,0,0,0,0.4751686294092,0.019731480909526,0,0,0,0,0,0,0,0,0.0214414211264188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.070432043445357,-0.0369082200759045,0,0,0,0,0,0,0,0
