,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X600030.CH.EQUITY,X688.HK.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X601066.CH.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X002142.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X300059.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X000776.CH.EQUITY,X2886.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0.24421329277779,0,0.133783390441523,0,0.0384453817078854,0,0,0.250282439962008,0.071457207920748,0,0.107490868106999,0,0,0,0,0,0,0.0598137815835082,0,0,-0.0873067866778987,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0590474465083262,0,0,0,0,0,0,0,0,0,0.051814745181732,0.0131517763676016,0,0,0,0,0
X601939.CH.EQUITY,0.46209718595001,0,0,0.017616189001745,0.000394876784864831,0,-0.031111834190313,0,0,0,0.192514260593394,0,0,0.226278348681395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00858645598697945,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.232925704869547,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019979175808148,0,0,0,0,0,0,0.152663598154382,0,0,0.0792287041461669,0,0.173923576305147,0.183717057666238,0,0,0,0,0
X601288.CH.EQUITY,0.372517730436525,0,0,0,0.371549784458808,0,0,0,0,0,0.0702702563179685,0,0,0,0.0714041345575339,0,0,0,0.0609267139235058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0174722536004356,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0.0525075457944908,0,0.318605806577529,0,0,0,0,0,0,0.181447307335161,0,0.0821949012080235,0,0,0,0,0,0.199327721025206,0,0,0,0,0,0,0.0400576608420409,0,-0.00840940717414899,0,0,0.0784680919561772,0,0,0,0,0,0,0,0,0.064568689142789,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0.0210325840011211,0,0,0,0,0,0,0,0,0.413718643106049,0,0,0,0,0,0,0,0,0,0.0529784871734491,0,0,0,0.129785431578302,0,0,0,0,0,0,0,0,0,0,0.0833123517033475,0,0,0.0595002586455015,0,0,0,0,0,0,0,0,0,0.260757858902234,0,0
X1299.HK.EQUITY,0,0,0,0,8.67361737988404e-19,0.0197266187379344,0,0,0,0,0,0,0,0,0,0.0305315254573527,0,0.178046487656789,0.0698361537958836,0,0,0.0920955031668467,0,0,0,0,0,0,0.130843011821072,0,0,0,0,0.237369501432621,0,0,0,0,0,0,0,0,0,0.0228272823033767,0,0,0,0.208600610159033,0,0,0,0
X5.HK.EQUITY,0,-0.190143069439767,0,-0.0923338794806013,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,1.2238942220875,0,-0.794753631726421,0,0,0,0.486606532982608,0,0,0,0,0,0,0,0,0,0,0,0,0,0.413210738253041,0,0,0,0,0,0,0,0,0,-0.104445018363545
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.109519495559187,0,0,0,0,0,0,0,0,0.229454342362145,0,0.121077035644323,0,0.196902180332468,0,0,0,0.0816858011061058,0,0,0,0,0,0,0.0161813096345681,0,0,0,0,0,0,0,0,0,0,0.0460663309996185,0,0,0,0.0522849209618046,0
X601658.CH.Equity,0,0,-0.204288212350511,0.303527946480747,0,0,0,0.11632625440917,0.041028558913772,0,0,0,0,0,-0.234336018232099,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0.704655766114018,0,0,0,0,0,0,0,0.00479862906149361,0,0,0,0,-0.100646424639049,0,0,0,0.620946906426008,0.0463656602181815,0,0,-0.109168730302557,0,0
X601328.CH.EQUITY,0,0,0,0.312882746068242,0,0,0,0,0,0,0,0,0.0610625868266922,0.41121191972378,0,0,0,0,0,0.115249366479405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0299824475776758,0.0388548976048547,0,0,0.0471531924354614,0,0,0.0428339620118811,0,0,0,0,0,0,0,0,0,0.0169070418519637
X601166.CH.EQUITY,0,0.0916042157589335,0,0.0161572128668928,0,0.158758609860199,0,0,0,0,0,0,0,0.0369741128284189,0,0,0,0,0.0245459033229793,0,0,0,0,0,0,0,0,0,0,0,0.310105384532907,0,0,0,0,0,0,0.0706639570202408,0,0,0,0,0,0,0,0.226353559076066,0,0,0,0.0848581671616043,0,0
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,0,2.71050543121376e-20,0,0,0,0,0,0,0,0,0,0,0,-0.0796095698858066,0,0,0,0,0.0471770266818888,0,0,0.544218433554115,0,0.18695451437094,0,0.156128961367077,0,0,0.0366030033423612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
