,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X002142.CH.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601336.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X1113.HK.EQUITY,X2882.TT.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X000166.CH.EQUITY,X600918.CH.Equity,X601229.CH.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,X001979.CH.EQUITY,X601169.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0.295424911597272,0.0273565633214188,0,0,0,0.447046621296546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105018123217887,0.0519770264156895,0,0,0,0,0,0,0,0,0,0,0.0796429590968751,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0.0964235113564552,0.0687755692706009,0,0,0.169114060344357,0,0.162430412736916,0,0,0,0.0899580552294839,0,0.108961222807006,0,0,-3.46944695195361e-18,0,0,0.261603355079669,0,0,-0.0106235520025699,0,0,0,0,0.123312736565526,0,0.113035437218166,0,0.0195251550628063,0,0,0,0,0,0,0,0,0.0315077601153046,-0.148096463201215,0,0,0,0,0.0621639419825463,0,0,0,0
X601939.CH.EQUITY,0.455163775396357,0.133284548905739,0,0,0,0,0,0.244161535848823,0,0,0,0,0,0,0,0,0.0117328295666693,0,0,0,0,-0.139384183121171,0,0,0,0,0,0,0.160631441035981,0,0,0,0.118898596356576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117170674710405,0.156790138135522,0
X600036.CH.EQUITY,0,0.128448542125591,0,0,0,0,0.0789851617695458,0.0847571931881691,0,0,0,0,0.106708633618662,0,0,0,0,0,0,0,0,0,0.0133666144977826,0,0,0.0984977710633673,0,0,0.0727717278617416,0,0,0,0,0,0,0,0,0.0419693235162083,0,0.00552500655114782,0,0,0,0,0,0,0,0,0,0.349305921345267,-0.221112742724987,0
X601288.CH.EQUITY,0,0.000448252429498201,0,0,0,0,0,0.562350098245158,0,0,-0.0819513027904777,0.0378479591869109,0,0,0,0,0,0,0,0,0,0.0601585245506481,0.0758954427903842,0,0,0.104966453619203,0,0,0.112659449725523,0,0,0,0.0556627947663067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0530841599475638,0,0,0.00564477315734798,0
X601628.CH.EQUITY,0.00564106271978088,0,0,-0.0201369921485469,0,0,0,0,0,0,0,0,-0.0884443646811386,0,0,-0.240255724457033,0,0,0,0,0,0.23002651144102,0,0.138771464526898,0,0,-0.0438567226987204,0,0,0,0,0,0,0.575020183068587,0.109122916596379,0,0,0.0315222083108752,0,0,0,0,0,0,0,0.0322937528670737,0,0,0,0,0,-0.0840424614858424
X1299.HK.EQUITY,0,0,-0.05325011450673,0.0366532950911087,0,0,0,0,0,0,0.149337032582074,0,0,0,0,0,0,0,0,0.165934054944841,0,0,0.212641597690083,0,0,0,0,0,0,0,0,0,0,0,0,0.0606030867313116,0,0,0,0.160543607789138,0.0342777609958552,0,0.149697804286412,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0.138373172850823,0,0.0943626586084878,0,0.372666994706914,0,0,0,0,0,0,0,0.218411554780957,0,0,0,0.111022386705844,0,8.67361737988404e-19,0,0,0,0.0171968532036679,0,0,0,0,0,0,0,0.120433752944447,0,0,0,0,0,0.0108973727772231,0,0,0,0,0,0.00591139450322198,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.124983047310523,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,-0.088223909893237,0,0,0,0,0,0,0.238754907093067,0,0.18586838548596,0,0.140669949173937,0,0,0,0,0,0,0,0.0546851659221363,0,0,0,0,0,-0.0670493939448287,0.196611204699485,0.0532337514362167,0,0.270681335584637,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0.0516034966963496,0,0,0,0,0,0,0,0.0624866569246826,0.305181349660805,0,0,0.120267356484581,0,0,0,0,0,0,-0.00603630863504614,0,0,0,0.116386107187376,0,0.304169373496286,0.106195556055219,0,0,0,0.0782763494895024,0,0,0.0148900736811317,0,0,0,0.0320752476077676,0,0,0,0,0,-0.0229157396720729,0,-0.0819763494173671,0,0,0
