,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601628.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X601601.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X688.HK.EQUITY,X2007.HK.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X001979.CH.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X823.HK.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600918.CH.Equity,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0,0,0.143138806944731,0,0.0572028155404847,0,0,-0.0181500130759401,0,0,0,0,0,0.166864044429808,0,0,0,0,0,0.0378267790559067,0,0,0,0,0,0,0,0,0,0,0,0.0834275137156921,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19248498859135,0,0,-0.0912253700376022,0
X601318.CH.EQUITY,0,0,0,0.00665443155858388,0,0.0158161757542092,0,0.109432765401361,0,0,0.103602682267335,0,0,0,0,0,0,0,0,0.369445233687135,0,0,0,0,0,0.143064483068791,0,-0.0144240912045358,0,0,0,0.0693805513423823,0,0,0,0,0,0.151911461513059,0,0,0,0,0,0.125653458419138,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0,0,0,0,0.0428199800629661,0,0.416063732895105,0,0,0,0,0,-0.149073553907137,0,0.00382966659516706,0,0,0,0,0,0.0313169797743672,0,0.609408642292929,-0.0273138247272546,0,-0.020835858778744,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0380870456874443,0,0,0,0,0,0,0,0,0,0,0,-0.0779598172206269
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.126477998411126,0,0,0,0,0,-0.0702874279481596,0,0.300119469006232,0,0,0,0,0,0.0630658948885664,0,-0.183010941063053,0,0,0.0152441580413216,0,0,0.0510715789826089,0,0.302577140227071,0.381166929455545,0,0,0.0380437188517863,-0.00714627891284322,0,0,0,0,0,0,0,0.0944276626269901,0,0,0,-0.0492993149205354,0
X601288.CH.EQUITY,0.103019214465,0,0.111625282735559,0,0,0,0.0771757526362424,-0.0629661933205405,0,0,0,0,0,0,0,0.169132270643159,0,0.10495588132405,0,0,0,0,0.22615826773336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0764560047068668,0,0.0737525962509175,0,0,0,0,-0.0790781218434884,0,0,0
X600036.CH.EQUITY,0,0.169558066766611,0,0.0739051264853411,0,0,0.135505594821525,0.054077566699993,0,0,0,0,0,0.198136942481988,0,0,0,0,0,0,0,0,0,0,0.369197429275223,0,0,0.0732566449942525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0250323220993427,0,0,0,0,-0.0528849359182561
X601988.CH.EQUITY,0.181213155334527,0.141187393024625,0.0519900551273927,0,0,0.316144137361147,0,0,0,0,0,0,0,0,0,0.227048837039443,0,0,0,0,0.177900611910381,0,0,0,0,0,0,0,0,0,0,0.0543059088333223,0,0,-0.0501306691155965,0,0,0,0,0,0,0,-0.150420635953623,0,0,0,0,0,0,0,0,0.0903512173876806
X1299.HK.EQUITY,0,0,0,0,-0.153494099021923,0.0546527912590525,0,0,0,0.358088554643965,0,0,0,0,0,0,0.109856204150547,0,0,0,-0.0592377595024011,0,0,0,0,0,0.350927090589864,0.13827530121277,0.0579960545537876,0,0,0,0,0,0,0,0,0.00690877866449641,0,0,0.0765178689871848,0.0208311098200002,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.0454054714746243,0,0,0,0,0,0,0,0,0.0867440048328555,0,0,0,0,0.555899145484847,0.0222421438461312,0,0.124715512593449,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0.188130153802057,-0.0252198278082189,0.149625563315985,0,0,0,0.115718125117265,0,0.14029904953608,0,0,0
X388.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.151681003638873,0,0,0,0,0,0,0,0,0,0,0,0,0.335124697556995,-0.00870098235460208,0.124391222739667,0,0.0197617958229843,0,0,0.237614509883239,0,0,-0.0519629994862687,0.355743907108184,0,0,0,0,0,0.0829860091325878,0,0,0,-0.437691540210939,0,0.130182509477179,0,1.38777878078145e-17,0,0.201732162678036,-0.012603094285947
