,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X600030.CH.EQUITY,X11.HK.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X601066.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,X000166.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0,0.0594244184810485,0,0.131862740412194,0.170350159521339,0,0.348050288880304,0,0,0,0.00236176714610948,0,0.133314858268574,0,0,0,0,0,0,0,0,0,0.0110485260944571,0,0.00474308597402745,0,0,0.112235705482336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0.13964337698636,0,0,0,0,0,0,0,0.314895214546125,0,0,0,0,0,0.0152248338005113,0.358824639204735,0,0,0,0.00995168094233586,0,0,0,0,8.67361737988404e-19,0.124808649317283,0.0239799312770207,0,0,0,-0.127729013071245,0,0,0.122128393953739,0,0,0.0661836988055844,0,0,0.011640015391222,-0.0457386403773683,0,0,0,0,0.004522347926684,0,0,0,0,0,0
X601939.CH.EQUITY,0.267987398268465,0,0,0,0,0,0,0,0,0,0,0,0,0.414932728923963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194536054044624,0,0.108783451711963,0,0,0.00679949688573219,0,0,0,0,0,0,0.00387701306534811,0,0,0
X601288.CH.EQUITY,0.343773900782754,0,0.0424063525908711,0,0,0.468801548999969,0,0,0,0,0,0,0,0,0.0357246331414606,0,0,0,0,-0.0109598410244529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112848409772847,0,0,0
X5.HK.EQUITY,0,0,0,-0.0301626292106211,0,0,0,0.164595851295486,0,0.15592168107403,0,0,0.370437156452948,0,0,0,0,0,0,0,0,0.0485934049400551,0.689623244151166,-6.93889390390723e-18,0,0,0.0201873558113529,0,0,0,0,0,0,0.0965693301770512,0,0,0,0,0,0,-0.294771896999961,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0.134471735092385,0.0556875416223925,0,0,0,0,0,0,0.113653679773627,0,0.0704881502111582,0,0,0.115533144124688,0,0,0,0,0.0684241471004762,0,0.158386755620509,0,0,0.115083267957564,0,0,0,0,0,0.0230963650648665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111005804915796,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.197053032225869,0,0,0.229187169618895,1.38777878078145e-17,0,0,0,0.17708507180078,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149006549287833,0,0.00530075179158916,0.152876065621842,0,0,0.0961322658963247,0,0,0,0,-3.46944695195361e-18,0,0,0.0374014412283254,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.146690699954776,0,0,0,0,0,0,0,0.358923726226639,0.0238539648263319,0,0,0,0,0.180204603106982,0.266883614442585,0,0,0,0,0,0,0.26872787703803,0,0,0,0,0,0,0,0.00966850737919876,0,0,0,0,0,0,0,0,0,0,0,0.0744821035179932,0,0,0
X601628.CH.EQUITY,0.306115250744378,0,0,0,0,0,0,0,0,0,0,0,0,5.55111512312578e-17,0,0,0,0,0,0,-0.0171384961375717,0,0,0,0,0.0823781517715766,0,0,0,0.0730168954014885,0,0.267095191930024,0,0,0,0,0.177793416373598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,-0.144915799357041,0,0,0,0,0,0.20276398244628,0,-0.0846145008390118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.204711883995101,0,0,0,0,0,0,0,0,0.677133024273346,0,0,0,0,0,0.520816991218393,-0.138401671008827,0,0,0
