,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X601066.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X300059.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X1997.HK.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X2886.TT.EQUITY,X600918.CH.Equity,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0.153354042394537,0,0,0.0215930763020323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0824552556948066,0,0,0,0.405636137660565,0,0,0,0,0,0,0,0,0,0,0,-0.0777402934874468,0.19638000091459,0,0,0,0,-0.0855565074033175
X601939.CH.EQUITY,0.178919390650865,0,0,0.299626631107927,0,0,0,0,0,0,0,0,0,0.234073855522877,-0.0657263638334064,0,0,0,0,0,-0.0259587977332057,0.129525155025365,0,0,0,0.295683208250064,0,0,-0.0826906542741221,0,-0.142963222422555,0,0,0,0,0,0,0,-0.00112418465256346,0,0,0,-0.0465620895818225,-0.0384495382715538,0.0284954475955776,0,0,0,0.106612957882101,0,0,0
X601318.CH.EQUITY,0,0,0,0,0.277829168879827,0.100058708244313,0,0,0,0,0,0,0.0119922849410505,0,0,0,0,0,4.33680868994202e-19,0.0279936027865702,0,0,0,0,0.131345281676351,0,0,0,0,0,0,0,0,0,0,0.168482653854867,0,0,0,0.0867557945856989,0,0,0.0406623963542323,0,0,0,0,0,0,0,0,-0.0357322950553117
X601288.CH.EQUITY,0,0.244941066789994,0.0479765836392122,0,0.388651348821716,0,0,0,0,0,0.149354706811971,0,0.110993817827439,0,0,0,0.075097800852715,0,0,0,0,0.0210329713718827,0,0,0,0,0,0,0,0.033360509629507,0,0,-0.0533225018880115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0353383877576974,-0.0694057892863059,0,0
X601988.CH.EQUITY,0,0.216942735334867,0,0.336885731273955,0,0,0,0,0,0.247021566283051,0,0,0,0,0,0.319245359668001,0,0,0.0675093367805525,0.0480957655995115,0.0485384242750253,-6.93889390390723e-18,0,0,0,0,0,0.0458145238408989,0,0,0,0,0,0,0,0,0,0,-0.564162025234477,0,0,0,0.0492309362373404,0,0,0,0,0,0,0.169369759159466,0,0
X600036.CH.EQUITY,0,0.1578460959779,0.0170792380035023,0,0,0,0,0.0278655777661121,0,0,0,0,0.0638893345552051,0,0,0,0,0,0.0989987628354632,0,0,0,0,0,0.235908137724114,0,0,0,0,0,0,0,0,0.377392154203759,0,0,0,0,0,0,0.0676392229969071,0,0,0,0,0,0,0.0792848021678159,4.33680868994202e-19,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0.0208198604985034,0,0.120935025192079,0,0,0.0765977513879229,0,6.93889390390723e-18,0.293967218406804,0,0,0,0,0,0,0.0257859478273496,0,0,0,0,0,0,0.0325718832675948,0,0,0,0,0,6.93889390390723e-18,0,0,0.340556457120709,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0.165000006875843,0,0,0,0,0,-0.159287044371757,0,0,0,0,0.116156966191089,0,0,0,0,0,0.171202759171226,0,0,0,0,0,0.134647587693595,0,0,0,-0.0520499384428966,0.0753274963514191,0,0,0,0,0,0,0.130735262576889,0,0,0,0,0,0,0,0.0525466331533889,0,0.0973912018513541,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.132833805445335,0,-0.135325213316055,0,-0.0101557159685864,0,0,0,-0.395458528134153,0.807364362198001,0,0,0.574298230576194,0,0,0.195024037713288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109315882056081,0,0,0,0,0,0
X601658.CH.Equity,0,0.0263260151350824,0,0.0388786382108339,0.0963644666461774,0,0,0,0,0,0,-0.0345929161269807,0,0.0548700458935542,0,0,0,0,0.140857290796605,0.233539179670951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333192917422596,0,0.134106253329272,-0.159232198729219,0,0,-0.134198634252487,0,0,0,0,0,0,0,0,0
