,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X002142.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X600918.CH.Equity,X823.HK.EQUITY,X000166.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X000776.CH.EQUITY,X001979.CH.EQUITY,X601169.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0.294929613198892,0,0.0288332805909881,0,0,0.431679400647321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107785155190608,0,0.0237447518495656,0,0,0,0,0,0,0,0,0,0,0.0889290204146291,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0.254060911651357,0,0.0798338581182499,0,0,0,0.0769863676717385,0,0,0,0,0,0,0.134546807571931,0,0,0,0,0.0381865205154957,0,0,0,0,0,0,0,0,0,0.182852395344116,0,0,0,0,0.0556481431833156,0.0107054197146034,0,0,0,0,0.0402323136686906,0,0,0,0,0.0278540151855183,0,0,0,0,-0.146331497721
X601939.CH.EQUITY,0.470096682334363,0.148879158404246,0,0,0,0,0,0.256161350682281,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.177616868881134,0,0,0,0,0,0,-0.00288404028022042,0,0,0,0.116613122500847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137422965984829,0.195511421106156,0
X601288.CH.EQUITY,0,0,0,0,0,0,0.0233769241237727,0.493006634918835,0,-0.109832019830148,0,0.115086603601663,0,0,0,0,0,0,0,0,0,0,0.051322019900249,0,0.0357565468727179,0,0,0,0,0,0.0593985886886466,0,0.064646495023741,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0498578790231946,0,0,0,0,0
X600036.CH.EQUITY,0,0.109242732634418,0,0,0,0.0788611029183757,0,0.086551797622421,0,0,0,1.73472347597681e-18,0.112703890872673,0,0.00888573676376692,0,0,0.00703560667726387,0,0,0,0,0.0124145876343788,0,0.0899488402112496,0,0,0,0,0,0.0749609645190892,0,0,0,0,0,0,0.0403994985322867,0,0,0,0,0,0,0,0,0,0,0,0.344455888576057,-0.222511194047597,0
X1299.HK.EQUITY,0,0,-0.15280277543854,0,0,0,0,0,0,0.212493093424578,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0.0211018273026547,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0.224114920738644,0,0,0,0,0.135394425844819,0,0.193763303843282,-3.46944695195361e-18,0,0,0.277520906096392,0,0,0,0.133915281641979,0,0,0,0
X601628.CH.EQUITY,0.150931307397923,0,0,0,0,0,0,0,0,0,0,0,-0.00293040209484696,0,-0.264824733188015,0,0,0,0,0,-0.0870206450645298,0.214308672949498,0,0.0301005911128645,0,0,-0.143132244600762,0,0,0,0,-1.73472347597681e-18,0,0,0.627426263699711,0,0,0,-1.73472347597681e-18,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0.0312173267984601,0,0,-0.00624999568216303
X601988.CH.EQUITY,0.0913435966515365,0,0.0941480028161972,0.337013734903634,0,0,0,0,0,0.0263929200339021,0,0,0.208389294258161,0,0,0,0.134614594686835,0,0,0,0,0,0.0133507171776679,0,0.0415688552824157,0,0,0,0,0.119909114685119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.221607271943761,0.110622530933284,0,0,0,0,0,0,-0.00736272374406955,0,0,-0.0853416543656346,0,0,0,0,0,0,0,0,-0.333902383196713,0.138328469281307,0,0,0.166303705322865,0.117836825863528,0,0,0,0,0,0.0684676748931316,0,0,0,0,0,0,0,0.172121762815564,0.0599723576844119,0,0,0,0,0,0,0,-0.0812993088233148,0.107002425904831,0
X388.HK.EQUITY,0,0,0,0,-0.125677023610101,0.257480894554445,0,0,0,0,0,0,0,0,0,-0.0859886105956421,0,0,0,-0.140148314625387,0,0.374567168039072,0.00862906793103531,0,0,0,0,0.109639383896103,0,0,0,0,-0.0448460853100888,0,0,0,0,0,0.128640956289348,0.0582242617313507,0,0,0,0,0.223040217386181,-0.138239150972111,0,0,-0.0762722699953148,0,0.179199513503814,0
X601166.CH.EQUITY,0,0,3.46944695195361e-18,0,0.00793515255045828,0,0,0,0,0,0,0.0571518701327615,0.151027431987392,0,0.122542832304924,0,0,0,0,0,0,0,0,0,0,0.0259400202532232,0.182849254422616,0,0,0,0.391330688175503,0,0,0,0.00981979555224257,0,0.000554724519976483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
