,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X688.HK.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X600030.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601066.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0.238231601452919,0,0.202897278404365,0,0,0,0,0,0,0,0.153967616061962,0.166963854966982,0,0,0,0,0.101799396630065,-0.117982686543697,0,0,0,0,0,0,0,-0.151189576737478,0,0,0,0,0,0,0,0,0,0.0295497567211265,0,0,0.0421784239221831,0,0,0,0,0,0,0,0.0841450617560146,0,0,0,0
X601318.CH.EQUITY,0,0,-0.0539824280269007,0,0,0.0645158249269815,0,0,0.228030975504506,0,0,0,0.138479209850016,0,0,0,0.217900877138888,0,0,0,0,0,0,-0.0117627809048277,-0.00881358544018686,0,-0.10763226971109,0,0,0,-0.154786987712724,0,0,0,0.230289107296801,0,0,0,0,0.140153177595268,0.2801925566485,-0.249629319277033,0,0.250875679143731,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.659594138218995,0,0,0,0,0,0,0,0,0,0.0833541391911037,-3.46944695195361e-18,0.0332793405029857,0,0,0,0,0,0,0,0,0,0,0,0.00167602449594381,0,0,0,0,0,0.0561449884174895,0,0,0.241398860889181,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.292758703014594,0,0.0903669586668065,0,0,0.401057423669959,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0.0263138048451592,0.121782500729801,0,0,0,-0.0481103291997337,0,0,0,0,-0.0445146973010177,0,0,0,0,0,0,0,-0.0460527006546942,0,0,0,0,0,0,0.141967468685123,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,-0.209988478891651,0,0.2427684464882,0,0,0,-0.0531621072266493,0,0,0,0,0.196493299024701,0,0,0,0,0,0,0,0.48912398566713,0,0,0,0,0,0,0,0,0,0.308396719173077,0,0.0388383023383807,0,0,0,0,0,0,0,0,0.0476181671782502,0,0,0,0,0,0.212375729649082,0,-0.0736239019182205,0,-0.0783358001741799
X601988.CH.EQUITY,0.184985173630411,0.0381084000837442,0.209922630515397,0,0,0,0,0,0.143295486901634,0,-8.67361737988404e-19,0.0170966186464148,0,-0.202487755277196,0,0,0,0,0,0,0.0785771199823729,0,0.154376328945374,0,0,0,0,0,0,0,0,0,0,0.0526771258140981,0,0,0.0295502147064111,0,0,0.194887128770548,0,0,0,0.0828957371741019,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.164427448039286,0,0,0.0317934718437223,0,0.127542313377933,0,0.372952537624422,0,0.0321998777565116,0,0,0,0,0,0,0,0,0,0,0,0,0.0847507584673774,0,0.110220071820027,0.0238987462332066,0,0.0527865992277048,0.00918611460340594,-0.0212010282350668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.135294813386597,0,0,0,0.120733662414916,0,0,-0.0793363258456795,0,0,0,0.231226357920326,0,0,0.0624574367629791,0,0,0.0307237572606999,0,0.0316377964082339,0,0.058578304203096,0,0,0,0,0.0187172676304072,0.250651288046035,0,0.00376770112130746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.237662621884676,0.139131024747957,0,0,0,0.00570638481901338,0,0,0,0,0,0,0,0,0,0,0.0478936065002765,0,0,0,-0.123487903501859,0,0,0,0,0,0,0.156443714889088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0925575293328285,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0.240014601551891,-0.537528369935516,0,0,0,0,0,-0.0523739469520464,0,0,0,0,0.718536182130265,0,0,0,0,0.0935317868993848,0,0,0,0,0,0,0,0,0,0,0,-0.586977652642253,0,0.127068240396984,0,0,0,-3.46944695195361e-18,0.392973065881521,-0.180227288610764,-0.00560555592851546,0,0,0
X601166.CH.EQUITY,0,0,0.0104401869947396,0.0199209161723618,0,0,0.427730154202105,0.0839797213536326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0524148283015246,0.076517165098559,0,0,0.364607414962649,0,0,0,0,0,0,0,0,0,-0.0159468395578616,0,0,0,0,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.0665104662550846,0,0.0125235222346255,0,0.0183723979476058,0,0,0,0,0,0.54508511278148,0,0,0,0,0,0,0,0,0,0,0,0,-0.00947388543639239,0,0,0,0,0,0,0,0.151266707489403,0,0,0,0,0,0,0,0.0761714260415949,-0.047597398665611,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,6.93889390390723e-18,0,0.0919920723455569,0.0332674002079431,0.071020876476982,0,0,0,0,0.243478304242395,0,-0.0371224457935502,0.409945260912037,0,-0.09645440688384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0526285848560749,0,0,0,0,0,0,0,-0.0317323625963075,0.0751094680193628,0.309541522210087,0,0,0,0,0,0,0,0
X000002.CH.EQUITY,0,0.0345452770043586,0,0.0566634427358702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011527179153146,0,0,0,0.117919368013956,0,0,0,0,0,0,0,0.48646539820848,0.0193403348672477,0,0,0,0,0,0.24273098672561,0,0,0,0,0,0,0,-0.154596137554288,0,0,0,0,0,0
X000001.CH.EQUITY,0,0,0,0,0,0,0.267715314698711,0,-0.13519808245139,0,0,0,0.0598213745241765,0,0,0,0,0.0458309743643338,-0.04355014449961,0.153805288819868,0,0,0,0,0.175209505774617,0,0.185794154208508,0,0.27700221673075,0,-0.0102214826577478,0,0,0,0.315095326873433,0,-0.128356548142415,0,0,-0.0634927124955846,0,0,0,0,0,0.160437322766897,0,0,0,0,0,0
X16.HK.EQUITY,0,0,0,0.0624072508946113,0,0,0,0,0,-0.134507650870331,-0.0696891990797621,0,0,0,0,0,0,0.0695345567223822,0.0194565141740555,0,0,0,0,0.375261605310488,0,0,0,0,0,0,0,0.18515881426476,0,0.0929779480788614,8.67361737988404e-19,0,0,0,0,0,0.0199915246712131,0,0,0,0,0,0,0,0,0,0,0
