,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X388.HK.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X601169.CH.EQUITY,X1997.HK.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X2891.TT.EQUITY,X17.HK.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0.335984170476991,0.313326005091199,0,0,0,-0.0887190566247522,0,0,0.0206270674359642,0,0,-0.0353607940847397,0,0,0,-0.0247957542585394,0.0426953934811011,0,0,0.113759557488104,0,0,0,0.138850973117914,0,0,-0.100932720715832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,-0.0626761256573524,0,-0.0938515091956369,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.204470012816388,0,0.290901790065465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00208962253543282,0.0607336026981271,0,0,-0.0123032760236148,0,0,0,0,-0.262028778436827,0.27241237682404,0,0.194219434417483,0,0,0,0,0,0.0650048468643302,0,0,0
X601939.CH.EQUITY,0.46025614405275,0,0,0.0615474781532039,0.111375220206293,0,0,0.031995630800556,0,0,0,0,0.156867765433697,0,0,0,0,0,0,0,0.13957831486247,0,0,0.0177627999407184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.316384073611347,0,0,-3.46944695195361e-18,0,0.0140722643577238,0,-0.147382814828515,0,0,0,0,0
X601288.CH.EQUITY,0.39251007025519,0,0.206547628533202,0,0.151843360166103,0.0741943398884283,0,0.0445033081827089,0,0,0,0,0,0,0.0213803064272383,0,0,0,0,0,0,0,0,0,0,0,0,0.0733388586733469,0,0,0,0,0,0.0477465375093092,0,0,0,0.0587312100023546,0.164224840907118,0,0,0.0218004300122165,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,-0.243269709218419,0,0.00363713764843203,0,0,0,-0.0444059089311872,-0.317829042262174,0,0.252827079341077,0,0,0,0.0569179290885041,0,0,0,0.147893455239873,0.0313833287979078,0,0,-0.087875106788383,0.593417969985955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0448189747220812,0,0.0867823857331435,0.0504476095189388,0,0,0,0,0,0,0,-6.93889390390723e-18,-0.314628060518922
X601988.CH.EQUITY,0.0223111383074666,0,0.144254325845813,0.259723585879872,0,0,0,0.0797344615944342,0,0.112581030785857,0.283745694457537,0,0,0,-0.334454755019975,0,0,0,0,0,1.73472347597681e-18,0.0471133619027904,0,0,0,-0.0457331939687877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103950360311242,0,0,0,0,0.119059133865392,0
X600036.CH.EQUITY,0,0.187581290308225,0,0,0,0,0,0,0,0,0,0,0.131924281767169,0.0673953387324896,0,0,0,0.0503318780350067,0,0,0,0,0,0.109558036609973,0,0,0,-0.0230687827513161,0,0,0.32553019640617,0,0,-0.0115135203579612,0,0,0,0,0,0,0.0390943274212742,0,0,0,0,0,0.113318357230883,0,0.17348659087876,0.0483924997846022,0
X601628.CH.EQUITY,0,0,0,0.0581366105789251,0,0,0,0,0,0.0709807653384646,0,0,0,0.0200809405763783,0,0,0,0,0,0.193133115632448,0,0,0,0,0,0,0,0.0314584593235477,0,0,0,0,0,0.056103316413325,0,0,0,0,0,0,0.0839003491192673,0,0,0,0,0,0,0,0.0344795257579527,0.17094066935093,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,-0.0689270733078411,0,0,0,0,0.195416765183587,0.0166671788217342,0,0.112189090378837,0,0.187496120085081,0,0,0,0,0,0.342247916986599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0701075338218686,0,0,0.0199130657763868,0.0229294881269485,0
X601166.CH.EQUITY,0.0309501081691069,0,0,0,0,0.100081116214223,0,0,0,0,0,0,0,0.274329582119101,0,0,0,0,0,0,0,0,0,0,0,0,-0.0145155020367735,0.0501691675992722,0,0,0.534184552933594,0,0,0.199412592190308,0,-0.0597727710401659,0,0,0,0.166123810586408,0,-0.152786993826781,0,0,0,0,-0.00819113116575215,0,0,0,0
