,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X1109.HK.EQUITY,X2388.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X600918.CH.Equity,X601229.CH.EQUITY,X823.HK.EQUITY,X002736.CH.EQUITY,X000776.CH.EQUITY,X2886.TT.EQUITY,X601169.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.138132817375937,0,0,0,0,0,0,0,0,0,0,-0.096126749276392,0,0.431543029714641,0.689429205453145,-0.129203344766232,0,0.0392713655697021,0,0,0,-0.0831072785762005,0,0.107992558428665,0,0,0,0,0,0,-0.341905496007049,-0.133820879940426,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.315678904895045,0,0,0,0,0,0.0967412555399779,0,0,0,0,0,0.159059939374121,0,0,0,0,0,0,0,0,0,0.0469018084187852,0.0193231308806639,0,0,0,0,0,0,0.317231625045606,0,0,0,0,0,0,0,0,0,0.0100805839989721,0,0,0,-0.0592958563089862,0
X601939.CH.EQUITY,0,0,0,0.805700420951239,0.0269514203926587,0.00135307095480696,0.0571581330353716,0,0,0,0,0,0,0,0,0.0289434180381098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0427249073110069,0,0,0,0.0436995716342394,0,0,0,0,0,0,0.0456819152400131,0,0,0,0,0.0014208579738679,0,0,0
X601288.CH.EQUITY,0,0,0.914885931433586,0,0,-0.0745837051946296,0,0,0,0,0,0,0,0,0.00127226713705619,0,0.0141994726062442,0.126585104779823,0,0,-1.35525271560688e-20,0,-2.16840434497101e-19,0,0,0,-0.0288541235922898,0.053928159538386,0,0,0,0,0,0,0,0,0,0,0,0,-0.106052524623021,0,0,0,0,0,0,0,0,0,-0.0417672670799852,0
X601988.CH.EQUITY,0,0,0,0.0491363788321894,0,-0.0066157931944725,0,0,0,0,0,-0.00990394862441043,0,0.0348860566173885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0164118227495753,0,0,0,-0.178512348416927,0.971559436306108,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.87606737679139,0,0,0,0,0,0,0,0,0,0.0679247798790066,0,0,0,0,0,0,0,0,-0.0820824131807141,0,0,0,0,0,0.0481373147648728,0,0,0,0,0,-0.0373826497370362,0,0,0.0396752935469436,0,0,0.0649692350075132,0,0.148580772801279,0.108128207618258
X600036.CH.EQUITY,0,0,0.344206793152221,0,0,0,0,0,0.0169399398619964,-0.0212673830511225,0,0,0,0,-2.16840434497101e-19,0.161790012843473,0,0,0.0230632684800715,0,0,0,0,0,0,0,0,0.124808143639639,0.0972839812326075,0,0,0,0.268716684889826,0,0,0,0,0,0,0,0,0,0,-0.00748716196514149,0.0199437954781144,0,0,0,0,0,0.0873329606822918,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.36005171875905e-05,0,0,0,0,0,0.2986827712451,0,0,-0.232632206438293,0,0,0.109092811285176,0,0.215775467579807,0,0.283525302882894,0,0,0,0,1.73472347597681e-18,0,0,0,0,0.00689888947392266,0,0,0,0,0.31930044783422,0,0,5.42101086242752e-20,0,0.144060287246631,-0.0456889846334659
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00744403427921031,0,0,0.231024819425019,0,0,0,0,0,0.207220186739526,0,0,0.371243178832009,0,0,0,0.219166352143707,0,0.000246444745959178,0,0,0,0.122984040097602,4.33680868994202e-19,-0.161642050076712,0,0,0,0,0.0992141206067173,-0.118693504741878,0.0714138987681171,-0.156029593738913,0,0,0,0,0.257269343053338,0
X388.HK.EQUITY,0,0,0,0,0,0.238347674752305,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.212838059214447,0,0,0,0,0,0,0.487730784442291,0,0,0,0,0,0,0,0,0.0181056822003158,0,0,0,-0.100921457332573,0,0,-0.103778157497467,0.235200985304875,0,0,0,0,0,0,-0.107956534846425,0.027341930816161
