,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000002.CH.EQUITY,X2388.HK.EQUITY,X601601.CH.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X388.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X2007.HK.EQUITY,X000001.CH.EQUITY,X1113.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1997.HK.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X002142.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X17.HK.EQUITY,X2882.TT.EQUITY,X600999.CH.EQUITY,X002736.CH.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0.551009105934943,0,0.0285066623478676,0,0.0691442300681414,0,0,0,0,0.0942624936358494,0,0,0,0,0,0.126092053944846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00200585478283951,0,0,0,0,0.0788616654822371,0,0,0.0751594544643284,-0.0496571926695729,-0.0169902622584149,1.73472347597681e-18,0,-0.0279257433421025,0,0,-0.00193548850300649
X601318.CH.EQUITY,0,0,0,0.104708101168595,0,0,0,0,0.0433807821090412,0,0,0,0,0,0,0,0,0.234653438107085,0,0,0,0,0,0,0,0.0473918045206146,0,0,0.0648288862789846,0,0,0,0.103355579937038,0,0,0,0,0,0,0.194289507939526,0.0573030338933207,0,0,0,0,5.42101086242752e-20,0,0,0.0813963459900228,0,0
X601939.CH.EQUITY,0.104057654696968,0,0,0.343947705631339,0,0.132281045008348,0,0,0,0,0.102205924002462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0572333110198276,0,0,0,0,0,0,0.114861940326819,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0.0555611427258511,0,0
X601288.CH.EQUITY,0.251019732798664,0,0,0,0,0.0376775297722953,0,0,0,0.12484199721011,0,0,0,0,0,0,0,0.0483058053738082,0,0,0,0,0,0,0.0556979841339633,0.171989406286575,0,0.00840719779104433,0,0.133128290392994,0,0,0,0,0,0,0,0,0,0,0,0.108902512219407,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0.32125368861318,0,0,0.102726147676503,0,0,0,0,0.106070166495993,0.0973178822569453,0,0,0,0,0,0,0,0,0,0,0,0,0.263063279129595,0,0,0,0,0,0,0,0,0,0,0,0.129591293431764,0,0,-0.488159179713884,0,-0.0296917035215535,-0.0435988283041585,0,0,-0.24289361027391
X601988.CH.EQUITY,0.10203857814594,0,0,0,0.0425829831061746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.596217887738809,0,0,0,0,0,0,0.10543618505751,0,0,0,0,0,0,0,0,0,0.0509267568305372,0,0,0,0,0,0,0,0,0.0758016293564294,0.0964342279499336,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0.0527929905092282,0,0,0,0,0,0,0,0,0,0,0,0.0313981522434201,0,0,0,0,0.592101745677903,0,0,0.0685523931165055,0.13317609970027,0,0,0,0,0,0,0,0,-0.00293363195177215,0,0,0,0.0567692634652536,0,0,0.0229668076186521,0,0,0,0,0
X1299.HK.EQUITY,0,0.257287296892215,0,0,0,0,0,0,0,0,0,0.0853888418900888,0,0,0,0.00166232930132184,0.225498224205632,0,0,0,-0.106998016334981,0,0,0,0,0,0,0.219520313919066,0,0,0.0686872005390887,0,0,0,0.0471889753119213,0,0,0,0,0,0,0,0,0,0.00918839441758038,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.162865204634462,0,0,0.0196244968913519,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0418654395239499,0,-0.0189728704144326,0,0,0,0,0.15549295931171,0,0,0,0,0,0,0,0,0,0,0.371225430908551,0,0,0,0.224900676004097,0,0.0653135178198985,0,0,0.00552378399089257,0,0,0,0,0.0154421455448818
X601328.CH.EQUITY,0,0.00821456235913519,0.129751147545403,0,0,0,0.126717020358018,0,0,0,-8.67361737988404e-19,0.0217931806235532,0,0.241923886340733,0,0,0,0,0,0,0,0.232944570098161,0,0,0,0,0,0,0.0543418735083387,0,0,0.0136560980727734,0,-0.00896931467678119,0,0,0.00716638402750126,0,0,0.217078985399851,0,0,0,0,0,0.0186708479389018,0,0,0,0,0
X601166.CH.EQUITY,0.129185376772524,0,0.190294006197787,0,0,0,0.148627553274913,0,0,0.0417243681012676,0,0.0178658722267785,0,0.153544070414409,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0.0533337708616518,0,0,0,0,0,0,0.0257090150636903,0,0,0,0,0,0,0,0,0.11410712114284,0,0,0,0,0,0,0,0,-0.0420408994168626
X11.HK.EQUITY,0,0,0,0,0,0,0,0.272603410572754,0,0,0,0,0,0,0,-0.0392199082567614,0.17859160332323,0.216941958070049,0.255391699609566,0,0.0601079625744102,0,0,0,0,0,0.131845311708733,0,-0.195257727313826,0,0.00611606849684133,0,0,0.17902213169693,0,0,0,0,0,0,0,-0.00806283985805658,0,0,0,0.101987863189629,0,0,0,0,0
