,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X688.HK.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X601066.CH.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X002142.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X600999.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X2886.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0.133827057451671,0,0.110779436844806,0,0.0698930385424953,0,0,0.333905838210703,0.0505195634023068,0,0,0,0,0,0,0,0,0.123664102431653,0,0,-0.0722483863332968,0,0,0,0,0,0,0,0,0.196113079698167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.308095838784038,0,0,0.0715186040276275,0.172918616249263,0,-0.100035863183176,0,0,0.0167369982667746,0,0,0.381571035563122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0550552136842765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0888804989183572,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0.0421753457074601,0,0.0228730781609813,0.303971564326777,-2.16840434497101e-19,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0978477074194681,0,0,0.112967162482402,0,0,0.0819791146277936,0.207968159977971,0,0,0,0,0
X601288.CH.EQUITY,0.344555945167002,0.0716250502641479,0,0,0.38162180766114,0,0,-0.0185877478537984,0,0,0.0806652601778253,0,0,0,0,0.107107246734292,0,0,0,0,0,0,0.00012139099267428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.360165195233708,0,0,0,0.0174963456448156,0,0,0.213363675829988,0.0967470997842963,0,0.103533397794553,0,0,0,0,0.169543057187666,0,0,0,0,0,0,0,-0.0330258732615078,0.0337591567674837,0,0,0,0,0,0,1.38777878078145e-17,-0.0199020640554893,0,0,0,0,0.0549675876016212,0,0,0,0,0,0,0,0.0295644250318653,0,-0.00272854184104803,0
X600036.CH.EQUITY,0,0,0.0208627643024733,0,0,0,0,0,0,0,0,0.41351204566421,0,0,0,0,0,0,0,0,0,0.0528916386922198,0,0,0,0,0,0.131903969517757,0,0,0,0,0,0,0,0,0.0824452417401594,0,0,0,0.0590567091599964,0,0,0,0,0,0,0,0,0.259886581107176,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.0130419544204643,0,0,0,0,0,0,0,0,0.00870268485883879,0.324591043507119,0,0.070203309794898,0,0,0,0.0641123237070864,0,0,0,0.196654226321708,0,0,0,0,0,0,0,0,0.16811005991365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0320787373306585,0,0
X5.HK.EQUITY,0,0,0,-0.147938475873772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.256395102892027,0,0,1.13328493304919,0,-0.757324777831818,0,0,0.574224139486932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33561758054273,0,0,0,0,0.114159557567157,0.0162158475612345,0,-0.0964737517325393
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0726549355964222,0,0,0,0,0,0,0.0921417700006649,6.93889390390723e-18,0,0,0.19650266044,0,0.373525038100086,0,0,0,0.0699100429817325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0.0411275406387244,0
X601658.CH.Equity,0,0.0901348917018003,0,0.219295330899218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0528617094205079,0,0.367341175945022,0.506000990432801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0.266831503569759,0,-0.638266643194146,0,0,0
