,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X601066.CH.EQUITY,X1109.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X002142.CH.EQUITY,X823.HK.EQUITY,X1113.HK.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X1997.HK.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0.106365748162008,0,0.373960895759143,0,0,0.0147986106865616,0,0.154617656423811,0,0,-8.67361737988404e-19,0,0,0,0,0,0.152410990815924,0,0,-0.0572100001384093,0,0,0,0,0,0.00490368141825713,0,0,0,0,0,0,0,0,0,0,0.100715004335999,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0.107289488949933,0,0,0
X601939.CH.EQUITY,0.362405799263164,0,0,0,0,0,0,0,0,0,0,0.0383505878585661,0,0.496988497367829,0,0,0,-1.73472347597681e-18,0,0,0,-0.0338596523214299,0,0,0,0,-0.0344165548853605,0,0,0,0,0,0,0,0.0631652630529171,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0.0235094861831681,0,0
X601318.CH.EQUITY,0.134113193974372,0,0,0,0,0,0.175535312405014,0,0,0,0,0.0501660569317954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131186127619454,0,0,0.0345904871721077,0,0,0,0.347865612272808,0,0.0662605570327013,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.373986635120565,0,0,0,0.418098257152951,0,0,0,0,0,0.042444227134602,0,0,0,0,0,0.0869795245331186,0,0,0,0,0,0,0,0,0,0,0,0,0.0418351230726183,0,0,0,0,0,0,0,0,0,0,0,0,0.00289331725889561,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0.0373312883846551,0,0.270265304350836,0,0,0,0,0,0,0,0,0,0.0215445288997928,0,0,0,0.109933520167419,0,0.27343704097798,0,0,0,0,0,0,0,0,0,0,0.0540225135385829,0,3.46944695195361e-18,0.0960264186710208,0,0,0,0,0,4.33680868994202e-19,0,0,0,0.00878326029512629,0,0.0853931256492568,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,-0.0950244656160514,0,0,0,0.0573875035735147,0,0,0,0,0,0,0,0,0.0842619450500709,0,0,0,0,-8.67361737988404e-19,0,0,0.456563954705504,0,0.145841183623056,-0.00212303898903997,0,0,0,0,0,0,0.123909910294005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.471961555710801,0,-0.05077505734223
X600036.CH.EQUITY,0,0,0.164654521051429,0,0,0.154238181342776,0,0.0704094274056058,0,0,0,0.368941273375272,0,0,0,0,0,0.0192687499514702,0,0,0,0,0,0,0,0,0.108438069008166,0,0.00863880614025226,0,0,0,0,0,0,0,0,0,0,0,0.0167055009994735,0,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.00101189915189819,0.168159461262415,0,0,0,0,0,0,0,0,0,0.212012232035194,0,0,0,0.271426961749324,0.076137744554138,0,0,0,0,0,0.08027445502921,0,0,8.67361737988404e-19,0,0.297493673835197,0,0,0,0,0,0,0,0.0201470636201388,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.097826459389377,0.0257078581741321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.427647809594515,0.02816915083421,0,0,0,0,0,0,0.14695191526568,0,0,0,0,0,0,0,0,0,0,0,0,0.0649990579761456,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0.00310506958087811,0,0,0,-0.0455174506742485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.521387663075958,0,0,0.350415819569014,0,0,-0.0181301761872047,1.17093504207191,0,0,0,0,0,0,0,0
