,X601398.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X601628.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X000001.CH.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X300059.CH.EQUITY,X600000.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X002142.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X601818.CH.EQUITY,X600999.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X688.HK.EQUITY,X267.HK.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X12.HK.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X2881.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X601155.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0,0.313531235927418,0.148074958485354,0,0.314757028446581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110502656315859,0,0,0,0.0677634652562232,0.0041140462586845,0,0,0.0540890167799841,0.0421639515124475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0.0804416050171856,0,0,0,0,0.149972599672323,0,0,0.0703240712809137,0,0.275111042773995,0,0.123978523212057,0.118992896733238,0,0,0.182618545836296,0,0,0.0505467030968198,0,0,0,0,0,0,0,0,0.0495815147202998,0,0,0,0,0,0.0596086976559321,0,0,0,0,-0.0234198157009289,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0.120731815765068,0,0,0,0,0,0.106463908608876,0,0,0,0,0,0,0,0,0,0,0,0,0.0491716301863377,0.34148480187131,0,0.130680283553099,0,0,0,0,0,0.0247870833451694,0,0,0,-0.130350409245119,0,0,0,0,0,-0.0384876131270155,0,0,0,0,0.0925906319780421,-0.00137654054358712,-0.0848482610464844,0
X601939.CH.EQUITY,0.606559651765277,0.019765591395541,0,0,0,0,0,0,0.153410601890557,0,0.015589749355553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171596206935111,0,-0.0127991195385847,0,0,0,0,0,0,0.0489212214613187,0.089988749052372,0,0,0,0,0,0,0,0,0,0,0.233874512619791,-0.0531579603873288,0.0571010034222536,0
X601288.CH.EQUITY,0,0,0,0.107937455892929,0,0,0.456054870676761,0,0,0,0.0901684878481078,0,0,0,0,0,0,0.0897873542663506,0,0,0,0.0850027353950565,0,0,0.135772555569376,0,0,0,0,0,0,0,0.132656079683105,0,0,0,-0.061183091658419,0,0,0,0,0,0.0589855663359787,0,0.0297540369851062,0,0,0,0,-0.00822002590800318,-0.00414217246973854,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0.10346259751844,0.269292773009982,0,0,0,0,0.144247993807309,0,0,0,0,-0.161208705562564,0.244522162480403,0,0,0,-1.0842021724855e-19,0,0.0538085071679361,0,-0.0164400666250916,0,0,0,0.0630465244671115,0,0,0,0,0,0,0.170896071939876,0,0,0,0,0,0,0,0.155719958804769,0,0,0,-0.0173400491567073
X601988.CH.EQUITY,0.0299625611594171,0,0,0,0.537576116249713,0,0,0,0,0,0,-0.117572202533365,0,0,0,0,0,0,0.247511286377035,0,0,0,0,0,0.000601820689666087,0,0,0,0,0,0,0,-0.163983244997228,0,0,0.0303146833854457,0,0,0,0.0504219561957888,0,0,0,0,0,0.0497806281582266,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.165775005534439,0,0,0,0,0,0,0,0,0.215126073281784,0,0,0.143686518090151,0,0,0,0,0,0,0,-0.0229402207039501,0,-0.0162172578276985,-0.172214540286834,0,0.110196142722503,-1.73472347597681e-18,0,0,0.347323070902104,0,0,0,0,0,0,0,0,0.111567476583327,0,0,0,0
X5.HK.EQUITY,0,0.222019171586182,0,0.127527341693398,0,0,0,0,0,-0.0587330524278179,0,0,0,0,0,0,0,0,0,0,0,0,0,0.257915338745696,0,0,0.0963461593382593,0,0,0,0,0,0,0,0,0,0,0.167225927360721,0,0,0,0,0,0,0.142042234190507,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106684783062611,0,0,0.297678075845816,0,0,0,0,0,0,-0.00177895827874712,0,0,0,0,0,0,0,0,-0.209826910306542,-0.18837611321515,0,0,-0.135891836267336,0,0.0408825562569098,0,0,0,0,0.138038553697498,0.180986180814227,0,0.0463608743812594,0,0,0,0,-0.45598611732231
