,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X2388.HK.EQUITY,X000002.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X2007.HK.EQUITY,X000001.CH.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X1997.HK.EQUITY,X600048.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X600837.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X17.HK.EQUITY,X002142.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0.454091008448045,0,0.104390977451499,0.083978746889764,0,0.0438951073540529,0,0,0,0,0,0.0398333102184491,-0.00874700581544492,0,0,0,0.0665315625213589,0.0442616143654896,0,0,0,0,0,0,0.105434613965251,0,0,0,0,0,0.0171059766284706,0,0,0,0,0,0,0.00984968888966092,0,0,0,0,0,0,0,0,0,0,0.0131220067817768,0
X601939.CH.EQUITY,0.181430244994577,0,0,0.256750917715897,0,0.340933068860915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0756969514425342,0,0,0,0,0,0.119020834293367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0.0860142702827651,0,-1.38777878078145e-17,0,0,0,0,0.00711072975982909,0.0591621603127143,0,0,0,0,0,0,0,0.114063940667684,0.0256168041404635,0,0,0,0,0,0,0,0,0,0,0,0,0.0887726838482587,0,0.167777707191176,0.0316731291877221,0,0,0,0.109687908175426,0,0,0,0,0,0,0.219715183603998,0,0,0,0,0
X601288.CH.EQUITY,0.217294991683642,0.0754405536720363,1.38777878078145e-17,0,-0.0155173052431979,0.0162392289422372,0,0,0,0.15602401451851,0,0,0,0,0,0,0,0.118915867796952,0,0,0,0,0,0,0.00647710154881649,0.270854806248552,0,0.0731166585284408,0,0.0687918942884452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.135859316694871,0,0.0409885502842421,0,0.250429942024279,0.0814123436457118,0,0,0,0.376773077194176,0,0,-0.189355100807544,0,0,0,0,0,0,0,0,0,0,0,0.101338343293122,0,0,0,0,0,0,-0.267129268316073,0,0,0,0,0,0,0,-0.497569945547142,0,0,0,0,0,-0.32206488477555
X601988.CH.EQUITY,0.0128661536343326,0.271272890505093,0,0,0,0,0,0,0.026458916426515,0,0,0,0.10930188466128,0,0,0,0,0,0,0,0,0,0.607865185022285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0.0297367059581186,0.0494962622888042,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0.0136608128995126,0,0,0,0,-0.00215707149904324,0,0,0,0,0.047707372773791,0,0,0,0,0,0,0.731060088695915,0,0,0,0.139067216048739,0.00315994353095007,0,0,0,0,0,0,0,0,0,-0.00173547053739586,0,-2.71050543121376e-20,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.264922849487024,0,0,-0.158327461969877,0,0,0.116968751256375,0,0.0713013492807454,0,0,0,-0.13008542644667,0,0.267005118135334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0532797982588138,0,0,0,0,0,0,0,0.0102569744982209,0,0,0,0.279814083135305,0,0
X601628.CH.EQUITY,0,0,0.147171726209736,0.0772257250379818,0,-6.93889390390723e-18,0,0,0,0,0.0574353586029517,0,0,0,0,0,0.0728696632734506,0.0969130747169581,0,0,0,0,0,0,0,0.0762633749305194,0,0,0,0,0,0,0,0.0335562238783331,0,0.230305423336266,0,0,0,0,0,0,0.117089230088649,0,-0.0399363161012655,0.088414881657756,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.0665106668757983,0,0.000896881154923412,0,0.04684248038324,0.00578469166164861,0,0,0,0.116053350366542,0,0,0,0,0,0,0,0,0.0128719271094391,0.200598338092055,0,0,0,0,0,0,0,0,0,0.150595141963516,0,0,0,0,0,0,0.170694833402296,0.267139949465351,0,0,0,0,0,0,0,0,0,0,0
