,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X000001.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X1113.HK.EQUITY,X601818.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X601688.CH.EQUITY,X600048.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X1997.HK.EQUITY,X601066.CH.EQUITY,X002142.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X002736.CH.EQUITY,X17.HK.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.017742246510118,0,0,0,0,0.407913237996525,0,0,0,0,0,0,0,0,-0.0878353513453139,0,0,0,0,0,0,0,0,0,0,0,0.657339282871682,0,0,0,0,0,0,0,0,-0.00517865524090169,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0.181309703656629,0,0,0,0,0,0,0,0.0282587352267266,0,0.0722593660537458,0,0.0587342958667247,0,0,0,0,0,0.136948047803946,0.0613533266571451,0,0,0,0,0,0,0,0.196063739685682,0,0,0,0.0479905819891986,0.186635110039414,0.00425292236283862,0,0,0.0728834068665419,-0.0325440271728471,0,0,0,0,0
X601939.CH.EQUITY,0.407213728104303,0,0,0,0,0,0,0,0,0.0224741029156812,0,0,0,-0.0599751413422241,0,0,0,0,0,0,0,0,0.120836419443886,0,0,-0.375548125270519,-0.0789966877943964,0,0,-0.0531737141569039,0,0,-0.0935429572255572,0,-0.327870391012831,0,0,0,0,0.850945372941633,0,0,0,0.170505514638048,-0.135570389771598,0.195501444793202,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,-0.255923781755172,0,-0.284336831229718,0,0,0,0.806598858607951,0,0,0,0,-0.131307008009707,0,0,0,-0.240165446598349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168241743702329,0,0,0,0,0,0,0,0,0,0.0139653796536325,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.133394979223789,0.374188571519579,0,0,0,0.0471901464989995,0,0,0.187886050190816,0,0,0,8.67361737988404e-19,0,0,0,0,0.0259075706909337,0,0,0.0343954402422105,0,-0.12255910775173,0,0,0,0,0,0,0,0,0,0.078536236613932,0,0,0.131261013060166,0,0,0,0,-0.18412851569168,0,0,0.135651588258341,0,0
X601988.CH.EQUITY,0,0,0,0,0.373762511008565,0,0,0,0,0,0,0,0,0.113638429101767,0,0,0,0.14289381180628,0,-0.0695508707311232,-0.0249218300357511,0,0,0,0.217663359056065,0,0,0,0,0,-0.334734563562162,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00358072269126372,0,0,0,0,0,-0.0415702688087357
X1299.HK.EQUITY,0,0,0,0,0.260572155246895,0,0,0,0,0,0,0,0,0,0,0,0,0.140093792859675,0,0,0.0213384955276711,0,0,0,0,0,0.0887228137097028,0.130739947309873,0,0.0897670344552097,0,0,0,0,0,0,0,0.321425099940633,0,0,0,0,0,-0.133747164408906,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.135933827283332,0,0,0,0,0,0,0,0.484919807135456,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0.229636198131108,0,0,0,0,0,0,0,-0.00207037968902728,0.126575985026887,0,0,0,0,-0.211120221237569,0,0,-0.157141020633802,0,0,0,-0.00861266201371847,0,0,0.211356714026608,0,-0.0260022884266732,0,0,0,0,0
X601628.CH.EQUITY,0,0.277940753374094,0.0138249161680573,0.0533404581451768,-0.0935537722138279,0,0,0,0,0,0,0,-0.0134369326710838,0,0,0,0.242808691151588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149691374359064,0.0721154682626158,0,0,0,0,0,0.158353288667639,0,0.0747884014413881,0.0972402063705477,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0,0,0,0,0,0.722759286574892,0,0,0,0,0,0,0,0,0,0,0,0.207722024950495,0,0,0,0,0,0.0854546355500318,0,0,0,0,0,0,0,0,0,0,0,-0.0561531258290367,-6.93889390390723e-18,0,0,0.0186799665266056,0,0.0514296848232776,0,-0.183782926892694,0,-0.0572486653451837,0,0,-0.0123592768533461
