,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X601998.CH.EQUITY,X601066.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X12.HK.EQUITY,X601229.CH.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X2886.TT.EQUITY,X600015.CH.EQUITY,X2891.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0.387066314188518,0.0433062665594447,0.0677023261161284,0,0,0,0,0,0,0.208746278159634,0,0,0,0,0,0,0,0,0,0,0.047572589974803,0.0584316841404682,0,0,-0.0198392575123161,0,0,0,0,0.00476664134292764,0,0,0,0,0,0,0,-0.00822878618180581,0,0,0,0,0,0.02565473607767,0,0,0,0,0.0331451640089295,0.0577997831525921,-0.0796964362225841
X601939.CH.EQUITY,0.456337999461238,0,0,0,0,0,0,0,-0.0176719421492816,0,0.210721320101137,0,0,0.0346650840265106,-0.0151406397783914,0,0,0,0,0,0,0,0.14603560564854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071656268161839,0,-0.0494325909504513,0
X601318.CH.EQUITY,0,0,0,0,0.252355845920673,0,0,0,0,0,0,0.115781984042893,0,0,0,0,0,0,0,0,0,0.160068961956668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0519153850815075,0,0,0,0.0608567480018397,0,0,0.181117288937941,0,0,0,0,0,0
X601288.CH.EQUITY,0.404248471569189,0,0,0,0.257164684233723,0,0,0,0,0,0,0,0,0.0655875283493917,0,0,0,0.0775158426164823,0.0627392176240377,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0220105618741483,0,0.0614713545490909,0,0,0,0.0291270250845543,0,0,0,0,3.46944695195361e-18,0,0,0,0,3.46944695195361e-18,0,0,0
X601988.CH.EQUITY,0,0,0,0.503463268002896,0,0,0,0,0,0.236044397011632,0,0,0,0,0,0.225496963248106,0.066341812111321,0,0.0444100165483966,0,0,0,0,0,0,0,0.0866688013050447,0,0,0,0,0,0,0,0,-0.583727802677238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.0187390924720217,0.0340792300782493,0,0,0,4.33680868994202e-19,0,0,0,0,0.0986736934775096,0,0,0,0,0.00895399128590467,0.0577383390437412,0,0,0,0.270292970363791,0,0,0,0,0,0,0,0,0,0.23051559336526,0,0,0,0,0,0,0,0,0.147228986997421,0,0,0,0.0787388045392937,0,0,0.103998405573816,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0382648918168564,0,0,0.232395216360548,0,0,0,0,0,0,0.457957942494807,0,0,0,0,0.11233724494811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0.109655851936372,0,0,0.0428096999977603,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,-0.0815714858107077,0,-0.30733755862431,0,0,0,0,0,0.132938113995166,0,-0.387330485135591,0.657312738817967,-0.140855174302478,0.755059121076265,0,0,3.46944695195361e-18,0,0,0,-0.107869883579752,0,0.235613034703127,0,-0.072082603864278,0,0,0,0,0,0,-0.00116651945301584,0,0.160917793312386,0,0,0,0
X601628.CH.EQUITY,0,0.00680415294110874,0,0,0,0,0,0,0,0,0,0,-0.167596182022592,0,0,0,0,0,0,0.0486879258234223,0.0516366189007374,0.302285108987089,0,0,0,0,0,0,0.0190531020741538,0,0,0.0108904722420674,0,0,0,0,0,0,0.00875470387334674,0,0.33432149349471,0,0,0,0,0,0,0.0765738174683348,0,0,0.101528412043694,0
X601658.CH.Equity,0,0,0,0,0.128086986338927,0,0,0,0,0,0,0,0,0.160374232088885,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0.187313864811388,0,0.0894750118280026,0,0,0,0,0,0,0,0.157983583666698,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0.410699996638977,0,0,0.0920462583287396
