,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X000002.CH.EQUITY,X2388.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X601211.CH.EQUITY,X600048.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X002142.CH.EQUITY,X17.HK.EQUITY,X600999.CH.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0.0166899989738037,0.428148171592652,0.101610462072313,0.0846205550166013,0,0.0372481937551882,0,0,0,0,0,0.0388320476489929,-0.00743693492531233,0,0,0,0.0634275023174133,0.0473178661139175,0,0,0,0,0,0.107777721157268,0,0,0,0,0,0.0134193043349946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0150013053453731,0
X601318.CH.EQUITY,6.93889390390723e-18,0,0,0,0,0,0.0748891713067325,0,0,0.0753369252866003,0,0,0,0,0,0,0,0.223892479327141,0.0423336020443275,0,0,0,0,0,0,0,0.106211601277325,0,0,0,0,0,0,0.0761005157173541,0,0,0,0,0,0.29916051206726,0,0,0,0.0412113934576219,0,0.0257667631067778,0,0,0,0,0
X601939.CH.EQUITY,0.340375505827607,0,0,0.141863332315459,0,0.189433146714047,0,0,0,0.0490349171584621,0.0960742400427589,0,0,0,0,0,0,0,0,0,0,0.00127198269564604,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0.0615973954321687,0,0,0,0,0,0,0.0120543367826303,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.445708486606801,0,-1.0842021724855e-19,0,0,0,0,0,0,0.214477417694082,0,0,0,0,0,0,0,0.0893521590958591,0,0,0,0,0,0,0.0801134761085698,0.0313845122001969,0,0.0324205224192886,0,0.0823989607089674,0,0,0,0,0,0,0,0,-0.0307313031336748,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.464177160504481,0,0,0,0,0,0,0,0,0,0,0.146075139494559,-0.373555821811676,0,0,0,0,0,0,0,0,0,0,0,0.121450095092568,0,0,0,0.438526403184946,0.0301911523256194,0,-0.601395421622422,0,0,0,0,0,0,0,0,-0.28297688745511,0,0,0,0,-0.31568959309341
X601988.CH.EQUITY,0.0142250859240551,0,0.304861353740728,0,0,0,0,0,0,0,0,0,0.114274420936849,0,0,0,0,0.0495955841689247,0,0,0,0,0.588293339809309,0,0,0,0,0,0,0,0,0,0.0194065312853966,0,0.0224217356141099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0373855081391332,0
X600036.CH.EQUITY,0,0.0144868479365364,0,0,0,0,0,0,0.0437636512121344,0,0,0,0,-0.00693761575184085,0,0,0,0.024878633301708,0,0,0,0,0,0,0.693326527713274,0,0,0,0,0.116694428468216,0,0.000590897398028443,0,0,2.16840434497101e-19,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0606334331761538,0,0,0,0,0.269929543831072,0,0,0,0.0358192636028053,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0.304224390842951,0,0,0
X601628.CH.EQUITY,0,0,0,0,0.0185640432321319,0,0,0,0,0,0.131930435369182,0,0,0,0,0.0210932294442856,0.0072518642251738,0,0,0,0,0,0,0,0,0,0.0704806793259532,0,0,0,0,0,0,0,0.281675607464138,0,0,0,0,0,0.0879313201230162,0.197886360719591,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0.155351848550133,0,0,0,0,0,0,0,0,0,0.105847621726696,0,0,0,0,0,0,0,0.0225303805371788,0.0914277144198616,0,0,0,0,0,0.112294993245198,0,0,0,0.0607300785575816,0,0,0.0571038514016154,0,-0.0244533145841573,0,0,0,0.16835542068257,0.244339466882575,0,0,0,0,0,0,0,0.0196706961108009,0,0
