,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X601066.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X601336.CH.EQUITY,X300059.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X1997.HK.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,3.46944695195361e-18,0.0503680568611456,0,0.076096840440318,0.128652101357878,0,0.360575875074016,0,-3.46944695195361e-18,0,0,0.00138601640961034,0.100938865881276,0,0,0,0,0,0,0,0,0,0.0846258502773886,0,0.0130625078405588,0,0,0.152471987626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0.15638410610374,0,0,0,0,0,0,0,0.245529317877168,0,0,6.93889390390723e-18,0,0,0.0714184664274497,0.210526054154361,0,0,0.176403995493705,0,0,0,0,-1.38777878078145e-17,0,0,0.0297593605244074,0,0,0.0547805379105526,-0.107235982707998,0,0,0,0,0,0.09140301551147,0.0886949341003527,0,0,-0.0100700880163087,0,0,0,0,0,0.0291121901033405,0,0,0.00358400531776401,0,0
X601939.CH.EQUITY,0.309828933436231,0,0,0,0,0,0,0,0,0,0,0,0.26235444031197,0,0,0,0,0.0114184818109599,0,0,0,0,0,0,0,0,-0.0324441101286578,0,0,0,0,0,0,0,0,0,0.220902391283325,0,0.0921687976255189,0,0,0,0,0.0995573462432513,0,0,0.0463487093461241,0,0,0,0,0
X601288.CH.EQUITY,0.347203227867417,0,0.0266262532832554,0,0,0.489687557184086,0,0,0,0,0.00735819559354557,0,0,0,0.0358184213103277,0,0,0,-0.0256532083981484,0,0.00927677490556462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10105379268248,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0.191690316568836,0,0.0554881642279701,0,0,0,0.322213419827487,0,0,0,0,0,0,0,0.0218405345342183,0.667878747518894,0,0,0,0.0464483184878693,0,0,0,0,0,0,0.0954279761877375,0,0,0,0,0,0,0,0,-0.221170655828103,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0.0768967274230063,0,0,0,0,0,0,0.151670239116928,0,0,0,0.180966561498655,0,0,0,0,0,0,0.119223174229246,0.133182284055568,0,0,0.269168250829365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.219062230399916,0,0,0.258950121740405,1.38777878078145e-17,0,0.0304879240627079,0,0.180961239726792,0,0,0,0,0,0,0,0,0,0,0.00369118670966692,0,0,0.0934232452664145,0,0,0.103964689828474,0,0,0,0,0,0,0,0.0495161736160653,0,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0638158947779739,0,0,0,0.43754715872532,0,0,0,0,0,0.167143806441888,0.132257382178654,0,0,0,0,0,0,0.288671364990536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.385834855929983,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.117588430239335,0.0964185746492386,0,0,0,0.13536720145776,-0.0201191706524586,0,0,0.0482776166378419,0,0.232065278575381,0,0,0,0,0.118234627364247,-0.0128925804174806,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,-0.440305396675166,0,0,0,0,0,0,0.228952828876905,0,0,0,0,0,0,0,0,0,0,0,0,-0.00452936887170615,0,0,0,0.14016732920557,0,-0.0949289374174395,0,0.332464720022273,0,0,0,0,-0.0271370321972178,0,0.861797608134742,0,0,0,0,0,0.298302225977643,0,-0.235344609406276,0,0
