,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X000001.CH.EQUITY,X600030.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X601601.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X002142.CH.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X688.HK.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X823.HK.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600015.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0,0.35934582824803,0,0,0.077911277972252,0,0,0,0,0,0,0,0,0.0241269935617684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0464946658250597,0,0,0.165305735021922,0,0,0.0140672756135583,0.0716296319767088,0,0,0,0,0,0,0,0,0.195719677948651,0.0315927658377892,0.0314129433432846,-0.0102658465400233,0
X601318.CH.EQUITY,0,0,0,0,0.113214297482309,0,0,0.0525876631696387,0.116687655215585,0,0.0120000496674356,0,0.105139691697867,0,0,0,0,0.0291127256867701,0.233469276657188,0,0.244693374962982,0,0,0,0,0,0,-0.0443281479104492,0,0.153621011722621,0,0,0,0,0,0,0,0.0597964365309165,0,0,0,0,0,0.00299243349483433,0,0,0,0,0.0523559964597988,0,0,0
X601939.CH.EQUITY,0,0,0,0.257989353248574,0,-0.0155281572641271,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00702134321923398,0,0.753784511318222,0.0234121954405708,-0.266761835147325,-0.177048367470019,1.38777878078145e-17,0,0.0195139750771625,0,0.133552468427896,0,0,0,0,0,0,0,0,0,0,-0.0975173803835174,0,0,0,0,0,0,0,0,0,0,-0.0581175900081259
X601288.CH.EQUITY,0.171105527019458,0,0.0105380084653704,0,0.0562623022053719,0,0.387026095891067,-0.0714022289160179,0,0,0,0,0,0,0,0.0473510647619906,0,0,0,0,0,0.0518131929877283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197058334335779,0,0,0,0,0,0,0,-0.101788028739824
X601628.CH.EQUITY,0.0244682613777883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.250159944416394,0,0,0,0,0.00987054199670853,0.19503217323961,-0.128305663923507,0,0,0,0,0.00638303161062073,0.0852658323586228,0,0.48868926842099,0,0.110939667279229,0,-0.0456414771432436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.173306352872948,0,0,0.100824656002552,0,0.0680499423000864,0.0816229181522708,0,0,0,0,0.267422729692106,0,0,0,0,0,0,0,0,0,0,0,0,0,0.258284403942414,0,0,0,0.0362570892397858,0.0885643677869095,0,0,0,0,0,0,0.105387028726176,0,0,0,0,0,0,0,0.0273826763654562,0,-0.0484653959654544,0,0,0
X601988.CH.EQUITY,0.323759689761363,0,0.00564711600683015,-4.33680868994202e-19,0,0.41457254020375,0,0,0,0,0,0,0.0200442596745908,0,0,0,0,0,0,0.0161212849610623,0,0,0,0,0,0,0,-0.0311305722912577,0,0.100242176956867,0,1.73472347597681e-18,-0.0317442171969204,0,0,0,0,0,0,0,0,-0.0920316747050835,0,0,0,-0.146857963800294,-2.16840434497101e-19,0,0,0.39811679457809,0,0.0607484763631722
X1299.HK.EQUITY,0,0,0,-0.0149094381030804,0,0.0240854096165186,0,0,0,0.301467301401991,0,0,0,0,0,0,0.0955165008506104,0,0,-0.0296817518038459,0,0,0,0,0,0.114632715367371,0,0.0570025240999943,0,0,0.0106377947317086,0,0,0,0,0,0,0,0,0,0.136114131553374,0,0.119456626236456,0,-0.072089339089902,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0837710041286252,0,0,0,0,0.153242006311048,0,0,0,0,0.641846770345165,0.0638423805117197,0,0,0,0,0.0133819190590305,0.0704215561568436,0,0,0,0,0,0,0,0,0.141785353392876,0.0646158988181759,-0.15649762503389,0,0.119932584929168,0,0.0895055986227719,0,0.211212397645083,0,0,0
X388.HK.EQUITY,0,0,0,0,0,0,0,0.0755198939509416,0,0,0,0,0,0,0,0,0,0,0,-0.092807737938056,0,0,0,0.477810904092208,0.27019318740822,0,0,0,0,0,0,0.159970578429997,0.250972537671366,0,0,0,0,0.208215838231864,0,0,0,0,0,-0.0350725366669447,-0.332950246936967,0,0.00585719154105859,0,0,0,0,0
