,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X600030.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X600016.CH.EQUITY,X16.HK.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X267.HK.EQUITY,X300059.CH.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X600999.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X1113.HK.EQUITY,X000166.CH.EQUITY,X601336.CH.EQUITY,X001979.CH.EQUITY,X600918.CH.Equity,X12.HK.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X601881.CH.EQUITY,X000776.CH.EQUITY,X823.HK.EQUITY,X002736.CH.EQUITY,X601169.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,-0.10936388379523,0,0,0,0,0,0,0,0,0,0,0,0.606548665223666,0.462373428773854,-0.0834574280471862,0,0.0976607355163503,0,0,-0.00143542327890182,0,-0.113850475210014,0,0,-0.24666279814931,0,0,0,-0.434924349456182,0,0,0,0,0,0.0590558903878904,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.0320721509978218,0,0.00696351285785099,0,0,-5.42101086242752e-20,0,0,0,0,0,0,0,0,0.337467734514108,0,0.0698522088677811,0,0,0,0,0,0,0,0,0.0847766900065039,0,0,0,0,0,0,0,0,0.320591609336581,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.0429779746664781,0,0,0.223009024439729,0.0642248637429199,0,0,0,0,0,0,0,0,0.294610809648486,0,2.77555756156289e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0465998962242935,0,0,0,0,0,0,0,0,0,0,0,0.417279424094284,0,0
X601288.CH.EQUITY,0,0,0.25586976848149,0,0.353384611918114,0.11101294637506,0,0.0368989175097902,0,0,0.00838211028668224,-0.0190096863812378,0,0.163839234624345,0,0,-0.0188422770510443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0696684619854607,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.239092947666913,0,0,0,0,0,0.455953070330437,0,0,0,0,0.172285731548479,0,0,0,0,0,0,0,0.224671653424631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.438856857059803,0,0,0.0644650844889842,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0.230940888848748,0.10125365521216,0,0,0,0.102959584139318,0.0985922608775421,0,-0.04452980421962,0,0,0,0,0,0,0,0,0.00368587777432231,0,0,0,0,0.0328583345917922,0,0,0,0,0,0,-0.0178077844644414,0,0.255389191669454,0,0,0,0.0279523231798716,0,0,0,-0.0857604028458034,0,0,0,0,0,0.120425744707869,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0.350403055233152,0,0,0,0,-0.0770297403677875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14617578615068,0,0,0.0941303839672674,0.0558940921874136,0.0890299297472405,0.0401460791436518,0,-0.0306992469404959,0.0814795302462975,0,0.131883418332743,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.0778288688956323,0,0,0,0,0,0,0,0,0,0.0334197233622966,0,0,0,0,0.18536095317338,-0.0589913095366032,0,0,0,0,0,0,0.1610843646002,0,0,0,0,0,0,0.021921079008538,0.0386168558506089,0,0,0,0.173027147454549,0.117237879318673,0,0,0,0,0.444533980146423,0,0,0.089096263156583,0
X5.HK.EQUITY,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,-0.0619978796695902,0,0,0,0,-0.16366108259253,0,0,-0.324544132333808,0.776426157823567,0,0,0,0,0.680855490719221,0,0,0,0,0,0,-0.156059476070302,0,0,0,0,0,0.218208186024951,0.177182671148012,0,0,0,0,0,0.106221011896154,0
X601658.CH.Equity,0,0,0,0,0.009896234970294,0,0,0,0,0,0,0,0,0,0,0,0,0.21219299498155,0.0385813743624121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.250016414025396,0,0,0,0,-0.0132526391556404,0,0,0,0
