,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X388.HK.EQUITY,X688.HK.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X600030.CH.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X601066.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0.144983925651521,0,0.077881128686616,0,0,0,-0.0597501658554881,0,0,0,0.469775511197416,0,0,0,-0.081582430017565,0,0,0,0,0,0,0,0,0,0,0,0,0.089381317159819,0,0,0,0,0,0,0,0,0,0.136428141754896,0,0,0,0.186056129846602,0,0,0,0,-0.00603698874508652,0,-0.0443273754368636,0,0
X601318.CH.EQUITY,0,0,0,-0.102186838093737,0,0,0,0,0.174002423669399,0,0.20538571572395,0,0.0853414579491064,-0.0827500249044444,0.0586145043548572,0,0,0,0,-0.0656730353439273,0,-0.0869786879296006,0,0,0,0,0,0,0,0,0,0,0,0,0.173598497339799,0,0,0,0,-0.195281202684557,0.356175294904246,0,0.18483960564424,0.185321842658976,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.218839169146395,-0.00416873238529077,0,0.279195244192443,0,0.0955366662764656,0,-0.069960715275051,0,0,0,0,0,0,0.0960554669869119,0,0,-0.0226366625537632,0,0,0,0.0608839798714724,0,0,0,-0.048108956004352,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0.470591189795128,0,-0.0226589811491796,0,0.0236262600265013,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.386195403135181,0,0.187037337675885,0,0,0.21341333022952,0,0,0.0547550556297625,0,0,0,0,0,-0.018213327056918,-0.0610191205729255,0.044811312757277,0,0,0,0,0,0,-0.0629532853943094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101383916715066,0,-8.67361737988404e-19,0,0,0,0,0,0,0.220254849347862,0.0128555679636643,0,0
X5.HK.EQUITY,0,-0.125065106739088,0.0278793516072381,0.288957324441904,0,0,0,-0.252356862480265,0,0,0,0,0.1470423129919,0,0,0,0,0,0,0,0.543986060026579,0,0,0,0,0.305353708070331,0,-0.011101585802742,0,0,0,0,0,0.022560252629732,0,0,0,0,0,0,0,0,0,0,0,0,0.198611997585369,0,-0.0723530298031889,0,0,0
X601988.CH.EQUITY,0.182136751580775,0,0.241190418283147,0.0329334482962138,0,0,0,0,0.0728218771778705,0,0.125257383795686,0,0,-0.26301789982537,0,0,0,0,0,0,0,0,0,0.0558341979237853,0.217858307650161,-1.73472347597681e-18,0,0.0710037668403568,0,-0.0513271625271701,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0984950717769881,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0.0211162998879049,-0.0287046191241264,0,0.202400162830424,0,-0.0186068730030055,0.0184590882336548,0,0.392445017405625,0,0.221485160730374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127112551666541,0,0,0,0,0.0797108091716256,0,0,0,0,0.156698470595352,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,-0.0438993508357738,0.102013599772048,0,0,0,0.142059710188002,0,0,0,-0.132453752240323,6.93889390390723e-18,0,0,0.296900157099935,0,0.232121218597513,0,0,0.0821932012934923,0,0,0,0.149559567501089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0545102142080901,0.0664075372255635,0,0,-0.00794294886917398,0,0
X601628.CH.EQUITY,0.231885685311197,0.214699694488639,0,0,-1.73472347597681e-18,0,0,0,0,0.0456536829337033,0.0193763516101868,0,0,0,0,0.0435379417709488,0,0,0,0.0375038562599521,0,0,0,0,0,0,0,0.0598350133204539,0.0800940627250217,-0.057258993219655,0,0,0,0,0,0,0,0,-0.363831233987728,0,0,0.00891977051270223,0.228271631688289,0,-0.103869898641725,0,0.121933892078222,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0439868444878186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
