,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X601601.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X601066.CH.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X002142.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X300059.CH.EQUITY,X600999.CH.EQUITY,X601336.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,X002736.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0.0959770468623704,0,0.421797679288432,0,0.0461188485460768,0,0,0.236535343175384,0,0,0.151844476571578,0,0,0,0,0,0.0143922568779107,0,0.011244094727886,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0.058096612605049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.526520235068963,0,0,0,0,0,-0.111431978120259,0,0,0.0352362000751633,0,0,0.380740231273318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0167679729380811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0729245950129622,0,0,0
X601318.CH.EQUITY,0,0,0,0,0.0147350655436668,0,0,0,0,0,0,0.377698113114843,0,0,0,0,0,0,0,0,0.0511522771723613,0.0497901174913422,0,0,0.0276141655557445,0,0,0,0,0,0,0,0,0,0.0264797842929361,0,0,0,0.077438326590139,0.18149302183794,0,0,0,0.00817291796473271,0,0,0.121461914096077,0,0,0,0,0
X601288.CH.EQUITY,0.359875002040166,0.0340947222939805,0,0,0.404539845108708,0,0,-0.0482572089274581,0,-0.0100528035228415,0.0622803300795659,0,0,0,0,0.0941345495896724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0238001365447843,0,0,0,0,0,0,0,0,0,0.0330506253384933,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0.0529629698362766,0,0.31952957374801,0,0,0,0,0,0,0.183379723917025,0,0,0.0833334121502071,0,0,0,0.202479150935563,0,0,0,0,0,0,0,0,-0.00830090007142037,0.0411537651711184,0,0,0.0791335183789283,0,0,0,0,0,0,0,0,0,0,0.0644396948082896,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0.206489100944117,0,0,0,0,0.464948223008374,0,0,0,0,0,0,0,0,0,0,0,0,0.107022328865071,0,0,0.0607245895051257,0,0,0,0.0613979004327686,0,0,0,0.0942419373200224,0,0,0,0,0,0.0456997043898225,0,0,0,0,0.0414958496957087,0,0.0766059701327911,0,-0.0308110730081365,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0349319499957603,0.0943391651665437,0,0,0,0,0.163993156323196,0,0,0.0716417190863088,0,0.118604270095005,0,0,0,0,0,0,0.05289404012004,0,0.139759680363661,0,0,0,0,0,0,0.0563270370437139,0,0,0,0,0,0,0.196957389626939,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41166552865171,0,-0.677541867673185,0,0,0,0,0,0.779135222274693,-0.758386963167418,0,0.522396921271958,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107417588910011,0,0,0,0,0,0,0,0,0.564690144489864,0,-0.0436820073128589
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.146829447866491,0,0,0,0,0,0.173835846907858,0,0,0,0.104830185019319,0.175127614452383,0,0,0,0,0,0.0513119980500154,0,0,0,0,0,0,0.0478026803740264,0,0,0,0,0,0,0.124832560589982,0,0,0,0,0,0,0,0.0608027828681576,0
X601658.CH.Equity,0,0,0,0.343475259989937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0394342974293651,0,0,0,0.327634894363512,0.62570324700644,0,0,0,0,0,0.0293883277848752,0,0,0,0,0,-0.107392733488236,0,0,0,0,0,0.124962674066062,0,0,-0.531747259735572,0,0
