,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X002142.CH.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X002736.CH.EQUITY,X1113.HK.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X600918.CH.Equity,X000776.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0.147200533975352,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0107214503766863,0.321450440093954,0.41674736657287,0.216118940039717,-0.23140992529603,0,0,-0.0502269315967118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0444889542735779
X601318.CH.EQUITY,0,0,0,0,0,0.246472040502054,0,0,0,-0.0836571026380113,0,0,0,0,0,0,0,0.0190124903201671,0,0,0,0,0,0,0,0,0,0,0,0.119247886609264,0.223321819712215,0.0219472236236087,0,0,0,0.218579964405337,0,0.0976465725974866,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0,0,0,0.799789720776978,0,0,0,0,0,8.67361737988404e-19,0.000999766068779323,0,-0.0394097581817873,0,0,0,0.0419140944788349,0.12111885810805,0.0503438330652653,0,0,0,0,0,0,0,6.93889390390723e-18,0,0.0361468219013105,0,0,0,0,0,0,0,0,0.0453859952088899,0,0,-1.0842021724855e-19,0,0,0,0,0,0.00491502210008199,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.961757030079238,0,-0.0497144271100572,0,0,0,0,0,0,0,0,0,0.00656075526405244,0.0427662539279414,0,0,0,0,0,0,0,0,0,0,0,0,0.0299345279876193,0,0,0,0,0,0,0,0,0,0,0.0366914547875833,0,0,-0.0987693552244114,0,0,0.024164746777485,-0.004156883195523,0,0,0,-0.0945182108440481,-0.0453379021902915
X601628.CH.EQUITY,0.00216558155040002,0,0,0,0,0,0,0,0,0.239556247027376,0,0.16995705522352,0,0,0,0,0,0,0,0.0896589027773591,0,0,0,0,0,0,0,0,-0.132351459017161,0,0,0,0,0.0594716355377921,0,0,0,0.458262381697243,0,0,0,0,0,0,0,0.0988531604409367,0.292731995627068,0,0,0,0,0.0289468842964188
X600036.CH.EQUITY,0,0,0.241583414855087,0.144748564419108,0,0,0,0,0.0966765941182738,-0.0201393149572131,0,0,0,0,0,0,0.121713582068542,0.0746236854477118,0,0,0,0,0,0,0,0.0949153947113989,0,0,0,0,0.107154970877655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0122715996299455,0,0,0
X601988.CH.EQUITY,0,0,0,0,-0.131429394360359,0.0759987299881533,0,0.0529077042882204,0,0,0,-0.0146419536806098,0,0,0,0,0,0,0,0,-0.0273606178965468,0,-0.014746229564123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.11157025975058,0,0,0,0,0,0,1.05412732570994,0,0.0235810941590152
X1299.HK.EQUITY,0,0.0483042844117428,0,0,0,0,0,0,0,0,0,0,0,0,0.0124186740989746,0,0,0,0,0,0,0,0.375395329057403,-0.0486363329100445,0,0,0,0,0,0.00875000627824283,0,0.239808336463479,0,0.0620895018655667,0,0.00201701398762912,0,0,0,0,0,0.0845792298643757,0,0,0,0,0.141285166097883,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.15165120397777,0,4.33680868994202e-19,0,0,0,0,0,-0.0555078132945648,0.505197620468773,0.163787450111626,0,0,0,0,0,0,0,0,-0.0982976136081309,0,0.1088766705356,0,0,0,0.0310256273365331,0.0657034843674768,0,-0.141677142325477,0,0.0558285863801162,0,0.127392750742049,0
X388.HK.EQUITY,0,0,0,0,0.19759898455726,0,0,0.112697954808722,0.0746174971207543,0,0,0,0,0,0.0282354473967458,0,0,-0.191811450476076,0,0,0.0285038329371939,0,0.474029862162835,0,0,0,0.237786327406598,0,0,0.0410202608200578,0,0,0,0,-0.0412036308387605,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.235452744730796,0,0,0.105356394198107
X601658.CH.Equity,0,0.170941106451265,0.253395211965086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0601643216113428,0,-0.118215121640986,0,-0.0504701030545767,0,0,0,0,0,0,0.0764789959038886,0,0,0,0,0,0,0,0,0,-0.119215793214805,0,0.755618013171239,0,0,0,-0.249329714382753,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0.0600288187010064,0,0,-0.109274593833684,-0.0263931410065863,0.0717741636271141,0,0,0.213540715793932,0,0,0.0209597243322869,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0.0647586429242785,0,0,0,0,0,0,0.146580613555201,0,0.146919891912538,0,0,0.192095535392208,0,0.0794439224522368,0,0,0.133914590681595,0,0,0.0561168362220284,0,0,0,0,0
