,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X601601.CH.EQUITY,X267.HK.EQUITY,X2388.HK.EQUITY,X601066.CH.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X823.HK.EQUITY,X1113.HK.EQUITY,X601229.CH.EQUITY,X300059.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X601336.CH.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X1997.HK.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0.36863205321554,0,0.29749383146465,0.00314874969222608,0,0.172799688910822,0,0.128378961658076,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.107704975529206,0,0,0,0,0,0,0,0,0,0,0,0.104499588807603,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0212694361299586,0,0,0
X601939.CH.EQUITY,0.369721524258349,0,0,0,0,0,0,0,0,0,0,0.0757387392291212,0.307423363211417,0,0,0,0,0.10214498002154,0.0709022402025208,0,0,0,0,0,0,0,-0.106725294065874,-0.0122658186900033,0,0,0,0,0,0,0,0,0.0130911812521036,0,0,0,0,0,0,0,0,0,0.0298896477218544,0,0,0.0326502458952242,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.0589403624058073,0,0,0,0,0.279113464753969,0,0,0,0,0,0,0,0,0,0,0,0,0.0398139369779153,0,0,0,0,0,0,0,0,0.0946199948898837,0,0,0,0,0,0.421717441267614,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.421477226595939,0.0478337643403608,0,0,0.332306553592911,0,0,0,0,0,0.10713774768841,0.0107640357137572,0,0,0,0,0.0353237545146429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.26476975741014,0,0,0,0,0,0,0,0,0,0.0198521730631441,0,0,0,0,0.165333073697489,0.170911283320449,0,0,0,0,0,0,0,0,0,0,0.0668086811178578,0,0,0.0240831423975296,0,0,0,0,0,0,0,0,0,0.180974745308291,0,0,0.0979926962595548,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0.0547872912453056,0,0,0,0,0,0,0,0,0,0,0,0.612189874102863,0.1834152807385,0,0,0,0,0,0,0,0,0,0.0433050470199006,0,0,0,0,0,0,0,0,0,0,0,0,0.445075059496715,0,-0.055048017736245
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.232647368101658,0,4.33680868994202e-19,0,0.566673657539143,0,0,0,0,0,0,0,0,0,0,0,0,0,0.150829441743813,0.130382305882011,0,0,0,0,0,0,0,0.0121253300640351,0.0564903557709079,0,0.00353973274351554,0,0,0.0302388965513232,0,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0.0280593826446078,0,0,0,0,0.039956017754893,0.0707595151005457,0,0.0709242137004789,0,0,0,0,0,0,0,0.347544546677169,0,0,0,0.222814971109302,0,0.193682337529806,0,0,0,0,0.0911833942724848,0,0,0.140270405224883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.132362513044049,0.0404334054540753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39807920357083,0,0.0522686852503551,0,0,0,0,0,0,0.136813870587358,0,0,0,0,0,0,0,0,0.0272767826469464,0,0,0,0,0,0,0,0,0,0,0.0361240317564068,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.108129525951016,0,0,0,0,0,0,0,0,0,0,0,0,0.311018383796478,0,0,0.244565104216684,0,0,0,0,-0.0191686216617247,-0.361300146015847,0.454502078410257,0,-0.118244341332813,0,0,0,-0.177631794801365,0.534620283080693,0,0,0,0,0
