,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X601066.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X300059.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X2886.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0.0871564386956094,0,0.394125702900017,0,0,0.101869622349614,0,0.109137977245656,0,0,0,0,0,0,0.189462297965547,0,0,0,-0.0718527512638599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0872430549891562,0,0,0,0,0,0,0,0,0,0,0,0.0662474421118767,0,0,0
X601939.CH.EQUITY,0.223579434865247,0,0,0.0349938718015997,0.0743382264934229,0,0,0,0,0,0,0.0695326741433165,0,0.334366883401879,0,0.206711246059177,0,0,0,0,0,0,0,-0.0514911279445407,0,-0.0868039016714278,0,0,0,0,0,0.0636871148606988,0,0.0262575832067222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0.0849702756140689,0,0,0,0,0,0.151772540397751,0,0,0,0,0,0,0,0,0.0136597233838794,0,0,0,0,0,0,0.13107999228909,0,0,0,0,0,0,0,0,0,0.158775790327014,0.00134039533898777,0,0,0,0.0289345739207083,0,0.326713643974751,0,0,0.0543514561879101,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.38856961318934,0.0308772911080283,0,0,0.35471734663389,0,0,0,0,0,0.0991524602622565,0,0,0,0,0,0,0.0515077274824002,0,0,0,0,0,0,0,0,0,0,0,0.019524126528223,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0.0322760723490754,0,0
X601988.CH.EQUITY,0,0,0,0.271872089348552,0,0,0,0,0,0,0,0,0,0.0882655392863206,0,0.100919448516412,0,0,0,0,0.268066295590381,0,0,0,0.00322184518136644,0,0,0,0,0,0.0383721202351523,0.0509485017531525,0,0,0.122827588394369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.196033982810267,0,0,0,0,0.271140467501828,0,0.0707622093207405,0,0,0,0,0.313386228867526,0,0,-0.209185390532884,0,0,0,0.0979843700191902,0,0,0,0,0,0,0,0,0,0.15874763026799,0,0,0,0,0,0,0,0,0,-0.152367601786727
X600036.CH.EQUITY,0,0,-1.38777878078145e-17,0,0,0.0491845843954216,0,0,0,0,0,0.438411796314129,0,0,0,0,0,0,0,0,0,0,0,0.0294789592308597,0,0.0912239158714053,0,0,0,0,0,0,0,0.121533568626268,0,0,0,0,0,0,0.0375606599541747,0,8.67361737988404e-19,0,0,0,0,0,0,0.224540453267655,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.184951781744846,0,0,0,0,0,0,0,0,0,0,0,0.207068310923548,0,0.130959190649689,0,0,0,0.0961353227166227,0,0,0,0.0762466399346987,0,0,0,0,0.147014337973036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0.31172823352626,0,0,0,0,0,0,0,0,0,0,0,0.00916015724767739,0,0,3.46944695195361e-18,0.13656705579421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0461992647331485,0,0,0.117962055830624,0,0,0,0.164595163431385,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0.0052493462157549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.558813650167546,0,0,0,0.330733548020517,0,-0.0586258417433922,0,1.24453802456599,0,0,0,0,0,0,0,0
