,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X267.HK.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X300059.CH.EQUITY,X002736.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.231791204758197,0,0,0,0,0,0,0,0,0,0,-0.270531336817145,0,0,0,0,0,0,0,0,0,0,0,-0.319265369606289,0,0,0.786019303695378,0,-0.180398936820838,0,0,-0.0511000168447253,0.268716783463174,0,-0.0225133693577909,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.145279321504764,0,0.121544918122491,0.0318300927561557,0,0,0,0.0401780457401881,0,0,0.028708746222546,0.148349727517492,0,0,0,0,0,0,0.0402360836197779,0,0,0,0,0.0644852724482364,0,0,0,0,0,0,0,0,0,0.372370744137195,-0.0771696250588405,0.0273747223245918,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.229837605057034,0,0,0,0,0,0,-1.38777878078145e-17,0.0115131849642635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10500932650132,0,0,0,0,0.0386716618907669,0,0.0328574391833073,0,0,0,0,0,0,0.345350188127971,0,0,0,-0.006502520876152,0.0961662683194653,0,0,0,0,0,0.0382520043162062,0,0
X601288.CH.EQUITY,0,0,0,0,0,0.243176608985317,4.33680868994202e-19,0,0,0.00654394081315989,0,0,0.0835839168935146,0,0,0,0,0,0.126443195346927,0,0,0,0,0,-0.018190593940496,0,0.114890556013976,0,0,0,0,0,0,0,0,-0.0769273055034,0,0,0,0.292293418152408,0,0.00977791637537696,0,0.127961760703757,0,0,0,0.0814108985672602,0,0,0
X5.HK.EQUITY,-0.101902075265377,-0.252028652018218,0,0.113450784938735,0,0,0,0,0,0,0,0,0,0,0,0,0.326538441327092,0,0,0.126632182641982,0,0,0.198676544758668,0.405649043657737,0,0,0,0,0,-0.053917389232414,0,0,0,0,0,0,0,0,0,0,0,0.181671361185577,0.0363030094943885,0,0,0,-0.0387482084895404,0,0,0,0
X601988.CH.EQUITY,0.197355459061608,0,0.00885347578085256,0.606381263477486,0,0,0,0,0,0,0.107227744971177,0,0.150371057142113,0,0,0.0981063160402587,-0.0850871687377927,0,0,0,0,0.0162660984361999,0,0.0304784527641746,0,-0.0146746280563733,0,0,0.00941745999874413,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,-0.00706800469715177
X600036.CH.EQUITY,0,0.713713762599989,0.0213985176858088,0,0,0,0,0,-0.166033426873128,0,0,0,0,0,0,0,0,0,0.00396253417045497,0.102640075540674,0,0,0,0,0,0.0168161435949861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.245082403813949,0,0,0,0.038385432662935,0,0,0,1.38777878078145e-17,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.394938939480943,0,-0.110242512034639,0.100944622846386,0.104872051582302,0,0,0.0256108100947243,0,0.0744071081080396,0.233328000935188,0,-0.163361972187743,0,0,0,0,0,0,0,0,0,0,-0.03077471642083,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.168697175355787,0,0.0209908108671283,0,0,0,0,0,0,0,0,0,0.263446703120171,0,0,0,0,0,0,0,0,0,0,0.148375106222197,0,0,0,0,-0.0388533366869928,0,0,0,0,0,0,0.11327147328482,0,0,0.0978643881455433,0,0,0,0,0,0,0,0,0.0983253713549465,0,0
X601328.CH.EQUITY,0,0,0.0354394078185111,0.342657071079189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169436873000517,0,0,0,0.156697931169006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,0.338362374597661,0.227182341488402,0,0,0,0,0,0,0.471794829959345,0,0,0,0,0,0,0,0,0,0,-0.126986646674477,0,0,0,0,0,0,0,0,0.366975186079055,0,-0.0606599481765549,0,0.346937449492641,0,0,0,-0.159336631594856,-0.152517950082469,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0.0153231802908627,0,0,0.113042486786337,0,0,0.266105779936376,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0.374178579904016,0,0,0,0,0,0,0,0,0,0,0,0.0156184139444436,0,0,-0.00898423170927143,0,0,0.0715059884687655,0,0.194686082007664,0,0,0.0152864207087334,0,0
X601319.CH.EQUITY,0.0957932325892655,0,0,0,0,0,0,0,0.351661117115216,0,0,0,0,0,0,0,0,0,0,0.161839568897273,0,0,0,0.0831806654471371,0,0,0,0,0,-0.00119902291991729,0,0.0390618125681871,0,0,0,0,0,-0.0440205728716142,0,0,0,0,0,0,0.179265058977389,0,0.12709336968356,0.135661861728459,0,-0.036820616354449,0
X601601.CH.EQUITY,0,0,0,0,0,-0.199297792808219,0.0567662083990975,0,0.382636062195942,0,0,0.0144484535860595,0,0,0,0,0.200621807393797,0.319405575069898,0,0,0,0,0,0,0,0,0.157735330934917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.218244594732177,0,0,0,0,0,0,0,-0.0285633262603747,0
X16.HK.EQUITY,0,0,0,0,0,0,0,0.0171456589835423,0,0,-0.020168836197328,0,0,0,0,-6.93889390390723e-18,0,0,0.0242828370773331,0,0,0,0,0,0,0.225572282931457,0,0,0,0.131713527845935,0.114733233319547,0.184797535538282,0,0,0,0.160448564629351,0,0,0,0,0.34652417552276,0,0,0,0,0,0,0,0,0,0
