,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X600030.CH.EQUITY,X2007.HK.EQUITY,X000001.CH.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X1997.HK.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601066.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X002142.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X17.HK.EQUITY,X2881.TT.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0.0329580234698722,0.476151680284764,0.0149454604692718,0,0,0.0904587634039966,0,0,0.0828828600759447,0.0675812561897839,0,0,0.176487111104554,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0286791901200348,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.00885435221526928,0.109692574538024,0.272683613168424,0,0,0,0,0,0,0,0,0.335274225232774,0.0867750772439906,0,0.075843465440692,0,0,0,0.0632112418493661,0,0,0,0,-0.0379287152424828,0,0,0,0,0,0,0,0.0182266590323813,0,0.0426761123348704,0,0,0,0,0,0,0,0,0.00605118425243679,0,0
X601939.CH.EQUITY,0.169273895590256,0,0,0.489647878517964,0.0654224142190292,0.0934529498986528,0,0,0,0.0556810834775152,0,0,0,-0.0318335389867794,0,0,0,-0.0240097280506726,0,0,0,0,0,0,0,0,0,0.178647116168347,0,-0.00670004342669822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00325137596889897,0,0,0,0
X601288.CH.EQUITY,0,0,0.211672669908065,0,0,0,0,0,0.0118936285401534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.273507672355631,0,0.195565033367825,0,0,0,0.0474195089389223,0,0,0,0,0,0,0,0,0,0,0.0961806906753073,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0.0565745462884696,0,0,0.207414438191378,0,0.206201125862986,0,0,0,0.212013071960813,-0.00851651847172725,0,0,0,0,0,0.195632385941497,0,-0.244548016374186,0,0,0,0.0459705484590191,0,0,0,-0.0612335415521315,0,0,0,0,0,0.189908042448173,0,0,0,0,0.0806433821381301,0,0,0,0,0,0,0.171381646198309,-0.00758988231537119,0,0,0
X601988.CH.EQUITY,0,0,0,0,0.262264641433704,0,0,0,0.1068989687478,0,0,0,0,0,0,0.0351555785454997,0.109401701856963,0,0,0,0,0,0,0,0,0.0883787717721948,0,0,0,-0.191654284884412,0,0.0605142096734471,0,0,0,0,0,0,0,0,0,0.0798710863000235,0,0,0,0,0,0,0,0.151141208270383,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.039418849642354,-0.114460278153533,-0.0999206102685966,0,0.0912046795638325,0,-0.0749796289235513,0,0,0.0973014373919027,0,0,0,0.520771247466095,0,0.0210559142774125,0,0,0.0681439425806017,0,0,0,0,0,0.0512367946399276,0,0,0,0,0.0466322289723049,0.255809894225423,0,0,0,0.0933298520065549,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.303381540120173,0,0,0,0,0,0,0,0.0734493797476229,0,0.0628975823650177,0,0.118945022846255,0,0.0375227340087241,0,0,0,0.230305926906341,0,0,0,0,0,0,0,0,0,-0.0765588985479116,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.148209162146802,0,0.050318652966295,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104545237613772,0,0,0,0,0,0,0,0.147778414356592,0,0,0,0,0,0,0,0,0,0.0208790954629088,0.366379047155437,0,0,0,0.118950524127583,0,0.0565572433769248,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.371515548703546,0,0,0,0,0,0,0,0,0.406980511421693,0,0,0,0,0,0,0,0,0.00961523845561396,0.0398702342804577,0.12809799778728,0,0,0,0,0,0,0,-0.0171071218798638,0,0,0.0281015466071198,0,0,0,0,0,0.0996910086777597,0,-0.0228792863026896,0.214956760548163,0,0,0,0.0771929042024634,0,0,1.73472347597681e-18,0
X601166.CH.EQUITY,0.107036842253415,0,0.0523836432151948,0,0,0,0.0306920596250017,0,0,0.161515524867923,0,0.325212399398135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023152327477685,0.0492996575368963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0754926370297716,0
X600000.CH.EQUITY,0,0,0.107397409605469,0,0.0797580781762085,0,0.0955215977975234,0,0,0.0832706707196552,0.515190573733061,0,0,0,0,0,0,0,-1.73472347597681e-18,0.0746362644043004,0.218035455661589,0,0,0,0,0,0,0,0.117796104638011,0,0,0,0,-0.152700615683392,0,-0.0710507342474838,0,0,-0.0453731789464022,0.010083051050266,0,0,0,0,0,-0.0762922738819522,0,0,0,0,0
