,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X600030.CH.EQUITY,X11.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601066.CH.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X002142.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X001979.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X1997.HK.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X300059.CH.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0.257847010199416,0,0.247921570046402,0,0,0,0,0,0,0,0,0.284043071320056,0,0,0,0.0555710938946379,0,0,0,0,-0.138452758442086,0,0,0,0,-0.0622328217625451,0,0,0,0,0,0,0,0,0,0.00611146345940445,0,0,0.0721014808721203,0,0,0,0,0,0,0,0.0711737555829751,0,0,0,0
X601318.CH.EQUITY,0,0,-0.0560587413594644,0,0,0.0632172549383949,0,0,0.220609801983288,0,0,0,0.129842328114613,0,0,0,0,0.21002540932019,0,0,0,0,0,-0.01568784328745,0,0,-0.0964180692519086,0,0,0,-0.145330804182975,0,0,0,0,0.215669471624238,0,0,0,0.135490890786735,-0.239815280058416,0,0.285678475925791,0,0,0.244032593853601,0,0,0,0,0,0
X601939.CH.EQUITY,0.610563446038253,0,0,0,0.0243226866561775,0,0,0,0,0,0.137098741064324,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0350964047073784,0.00598278364067303,0,0,0,0,0.0434959292767401,0,0,0.25905232469045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.321974008531358,0,0,0,0,0.40531916063278,0,0,0,0,0.0748997886201399,0,0,0,0,0,0.128923376369899,0.0450637490642346,0,-0.0701464195292837,0,0,0,0,0,-0.0147718151565205,-0.00605299536662139,0,0,0,0,0,0,0,0,-0.083218304671333,0,0,0,0,0.16983028707589,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,-0.194717718353532,0.0540039728024015,0.158174808001498,0,0.0891001463644921,0,-0.071365484864149,0,0,0,0.0277836864586835,0.165428978066425,0,0,0,0,0,0,0,0.486814744475925,0.0121785209738285,0,0,0,0,0,0,0,0,0.322984786530123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200701520482004,-0.0089907337328832,0,0,-0.098182595994731
X601988.CH.EQUITY,0.163381565910443,0.144720684051595,0.231012438076056,0,0,0,0,0,0.110534143069817,0,0,0.0748730990101059,0,-0.125594790232326,0,0,0,0,0,0,0.0323023576733184,0,0,0,0,0,0,0,0,0,0,0,0,0.150310760411774,0,0,0.141604172994605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.179895939770075,0,0,0.0257254682103755,0,0.088012555668398,0,0.393055076763879,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0.0697028300899677,0,0,0.077412048070989,0,0,0,0.0623249771305907,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0449638522708357,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.046256825692094,0,0,0,0,0,0.24272563224898,0,0,0,0.0929780704024354,0,0,0,0,0.330356221122381,0,0.180085913516325,-0.0411341468771247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.287114062504894,0.207555720565441,0,0,0,0,0,0.110765311378395,0,0,0,0,0,0,0,0,0,0,0,0,-0.198384535897963,0.101764987725284,0,0,0,0.0472745069484073,0,-1.73472347597681e-18,0,0,0,0,0.0385910266468528,0,0.0727398155075836,0,-0.26623443333426,0,0,0,0,0.0615612761506835,0.179396414152332,0,0,0,0,0,0,0,0,0.00186384645021807
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0.11183707188708,-0.438496496574276,0,0,0,0,-0.0496354926825554,0,0,0,0,0,0.770784528364012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.616545553836724,0.196102678617204,0,0,0.133686752540194,0,0,0.21958139384794,-0.0905829356740403,0,-0.0134258780204352,0,0
X601166.CH.EQUITY,0,0,0,0,0,0,0.458192801572263,0.0320353700083715,0,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0.0448520056211164,0.0965873911946556,-0.00539439032250568,0,0,0.363205924324457,0,0,0,0,0,0,0,-0.00270228425207178,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.0848575646808062,8.67361737988404e-19,0,0,0,0,0,0,0,0,0.548046960814202,0,0,0,0,0,0,0,0,0,0,0,0,-0.034237140310311,0,0,0,0,0,0,0.0548440132198035,0.141156530994328,0,0,0,0,0,0,0.0540326885236406,0,0,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,6.93889390390723e-18,2.16840434497101e-19,0.142719712533764,0.0565754417204297,0.0874683925339945,0,0,0,0,0.106970398470642,0,-0.00695476363484671,0.427531076935674,0,0,-0.0677044371181994,0,0,0,0,0,0,0,-0.0255758958697827,0,0,0,0,0,0,0,-0.0274027587145418,0,0,0,0,0,0,-0.0957784871633165,0,0,0,0,0.347969871004087,0,0,0,0,0,0
X000002.CH.EQUITY,0,0.0408265445291014,0,0.0548256557302363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0951784028983753,0,0,0,0,0,0,0,0.496597076773109,0.0241346986400027,0,0,0,0,0,0,0.241759311273611,0,0,0,0,-0.155439966650031,0,0,0,0,0,0,0,0
X000001.CH.EQUITY,0,0.0385013096157353,0,0,0,0,0.287504484182484,0,-0.117109671521127,0,0,0,0.192943861225777,0,0,0,0,0,0.113540910482551,0,0,0,0,0,0.0342526901039907,0,0,0,0,0.248570928583352,0,0,0,0,0,0.286590277153272,-0.0538939750163957,0,0.0963808988471115,0,0,0,0,0.107560033855616,0,0,0,0,0,0,0,0
X16.HK.EQUITY,0,0,0,0.181524736637794,0,0,0,0,0,-0.127625338834153,-0.0759477563946507,0,0,0,0,0,0.0223944926603806,0,0,0,0,0.0358941431464127,0,0.391862617990055,0,0,0.00369778488656746,0,0,0,0,0.306962486667753,0,0,0,0,0,0,0,0,0,0,0.0312036140472265,0,0,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0,0.0770864188688638,0,0,0,0.0382993156487753,0.0964181191823766,0.00430517811450348,0,0,0,0,0,0,0,0,0,0,0,0,0,0.477890898834642,0,0,0.0646109725665001,0,0,0,0,0.0606140359111601,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0468381400644162,0,0
X601601.CH.EQUITY,0,0,-6.93889390390723e-18,0,0,0,0,0,0.383820577219653,0,0.161795927831283,0,0,0,0.023380811796836,0,0.0430143473080909,0,0,0,0,0,0,0,0,0.107429180271375,0.0923000635355224,0,0,0,0,0,0,0,0.153363528967206,0,0,0,0.130110142967287,0.17768259769189,0,0.0658927498692658,0,0,0,0.0346594679995244,0,0,0,0,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105025249188231,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00412775727368453,-0.0137253358747942,0,0,0.0930527456157528,-0.115016276232011,-6.93889390390723e-18,-0.199476101128125,0,0,0.123640080880112,0.576836960693763,0,0,-0.0160052440389463,0,0,0.0626531499737394,0,0,0,0,0,0
X600030.CH.EQUITY,0,0.00197333977519069,0,0,0,0,0.0104744986821391,0,0,0,0,0,0,0,0,0,0,0.00333219689874657,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0,0,0,0.0863746235009166,0,0,0,0.0283826986438044,0,0.103780199256443,0,0,0,0,0.0770404393121072,0.25294341895264,0,0
X11.HK.EQUITY,0,0,0,0,0.158544767124632,0,0,0.0917806057773094,-0.0465265534005511,0,0,-0.0687893503649084,0,0,0,0,0.0871030512659533,0,0,0,0,0,0,0.553406219680094,0,0,0,0,0,-0.0186857743020083,0,0,0,0,0,0,0,0,0,0,0,0,0.0213083944791784,0,0,0,0,0,0,0,0,0
X688.HK.EQUITY,0,0,0,0,0,-0.203477602904941,0,1.38777878078145e-17,0.0340270123881397,0,0,0,0,0.267471607211606,0,0.361811515528335,0,0,0,0,0,0,0,0,0,0,0,0.374730779047378,0,0,0,0,0,0,0,0,-0.149280052593911,0,0,0,0,0.145464925157601,0,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0.107425687169947,0,0,0,0.127732022172103,0,0,0,0.101901153389882,0,0.226768785298365,0,0.0699270137725554,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0.0775562527858328,0,0,0,0,0.151425054428478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130735071685659,0,0,0,0,0
X2388.HK.EQUITY,0,0,0,0,0,0,0,0.159324040166145,0,0,0,0,0,0,0,0.201107339803363,0,0,0,0,0.318541425984454,0,0,0,0,0,0,0,0,0,0,0.0418342676541664,0,0,0,0,0,0,0,0,0,0.147791087388839,0,0,0,0,0,0,0,0,0,0
X601998.CH.EQUITY,0,0,0,-0.0198944143292925,0,0,0,-0.0818895147654008,0,0,0,0,0.124815922126619,0,0,0,0,0,0,0,0,-0.0600602414741748,0.565639527787337,0,0,-0.0371949720020562,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0.0351022978365875,0.166628878145326,0,0,-0.134030853420278,0,0,0,0.194047499121678,0,0,0,0,0
X267.HK.EQUITY,0,0,0,0,0,0,0.0524389460584993,0.0908583162584604,0,0,0,0,0,0,0,0,0,0,0,-0.0123490358332269,-6.93889390390723e-18,0.17313913054362,0,0.166952298862293,0,0,0,0.169257240583703,0,0.0274922197329659,0,0.0503269291181443,0,0,0,0,0.228590643645324,0,0.04661108797585,0,-0.0787368393549854,0,0.0836725230401766,0,0,0,0,0,0,0,0.0472613956310383,0
X1109.HK.EQUITY,0,0,0,0,0,0,0,0,0,-0.239396649966608,0,0,0,0,0,0,0,0,0,0,0,0.198731471222052,-0.0737640198368682,0,0,0,0,0.592325132091861,0,0,0.202581838981158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.218397872428562,0,0,0,0,0
X2007.HK.EQUITY,0,0,0,0.0196798741443616,0.163467058685677,0.149612975373933,0,0.0827512218521345,0,0.00643014880636084,0,0,0,0.0309804081590168,0,0,0,0,0,0,0,0.135569083977399,0,0,0,0,0.383222745158753,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0593203953504075,0,0,0,0,0,0,0,0,0,0,-0.0777857143163444
X601066.CH.EQUITY,0,0,0,0,0,0,0.0986111502110933,0,0.108391321159107,-0.0205907622006294,0,0,0,0.0100204446818196,0,0,0,0,0,0,0,0.0315651625703341,0,0,0,0,3.46944695195361e-18,0.00833766965189854,0,0,0,0,0,0,0,0,0,0.0885190692662702,0,0,0,0,0,0.106125663470688,0.0299092412621486,0,0,0,0.0455888768076446,0.294941109824595,0,0.180020689413253
X601818.CH.EQUITY,0,0,0,0,0,0,0,0,-0.139417581253495,0,5.22657074745568e-06,0,0,0,0.451190299824597,-0.116439712243535,-0.018128314637466,0,0,0,0,0,0,0,0.0370018719466893,0,0,0,0,0,0.09275020098028,0,0,-0.0611569696831099,0,-0.0199248776533496,0,0,0.0459668242730223,0,0,-0.136797180633181,0,0,0,0,0.481004015809618,0,0,0,0,0
X600048.CH.EQUITY,0,0.0537588609395611,0,0,0.271020445333891,-0.0930834764823582,0,-0.198383591724544,0,0,0,0,0.234107355245662,0.0770196741153416,0,-1.73472347597681e-18,0,0,0,0,0,0.180090569426733,0.212343237452134,0,0,0,0,0,-0.0149841274637624,0,0,0,0,0,0,0,0,0,0.326835373131663,0,0,-0.0618091599583309,0,0,0,0,0,0,0,0,0,0
