,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X601066.CH.EQUITY,X601328.CH.EQUITY,X300059.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X601818.CH.EQUITY,X600999.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X688.HK.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X1113.HK.EQUITY,X000166.CH.EQUITY,X600918.CH.Equity,X000776.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X1997.HK.EQUITY,X001979.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0.217052180785967,0,0,0,0,0.394615188937471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.265764962369736,0,0.0258766881210804,0,0.0126472806716797,0,0,0,0,0,0.0687353132491715,0.0539576881549941,0,0,0,0,0,0,0.0268640094416883,0,0,0,-0.0945995177199205,0,0,0
X601318.CH.EQUITY,0,0,0.246877039466799,0,0,0,0,0,0.0804508840407935,0,0.0748755410607691,0,0.0153412223012852,0,0.181296181515544,0,0,0,0,0,0,0.0581579992982653,0,0,0,0,0,0.191311423045929,0,0,0,0,0,0.0500197715041311,0.0215822669870146,0,0,0,0,0,0,0,0,0,0.0623699682321186,0,0,0.0368075242492887,0,0,0,0
X601939.CH.EQUITY,0.285250085702438,0.222897971224826,0,0,0,0,0,0.497140288506359,0.0806801065468483,0,0,0,0,0,0,0,0,0.0303292034682595,0,0,0,0,0,0,0,0,0,0,0,0,-0.0210220384456253,0,0,0,0,0,0.0560304916616489,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188470315534582,0
X600036.CH.EQUITY,0,0,0,0,0,0.152015744386047,0,0,0.0605826525208234,-0.101948354963597,0,-0.101269282401496,0.152708742027577,0,0,0.156753045253117,0,0,0,0.163827144514883,0,0,0,0,0,0.403841149575086,0,0.0349869803802049,0,0,0,0,0,0,0,0,0,0,0,0,-0.0735346359401572,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.0378111150853264,0,0,0,8.67361737988404e-19,0.496328379973978,0,-0.0529382382422873,0,0.0212782041001764,0,0,0,0,0,0,0,0.0442083133246277,0,0,0.0757034862594534,0,0,0,0.125407076726599,0.114893657408043,0,0,0,0,0,0,0,0,0.0352537252773013,0,0,0,0,0,0,0,0,0,0,0.0160186805469103,0.0245541283641231,0.0418385099782959,0.0319107538422134,0
X1299.HK.EQUITY,0,0,-0.0810816476405681,0,-0.0155285271690007,0,0,0,0,0.21932740908279,0,-0.062733383317947,0,0,0,0,0,0,0,0,0,0,0.170907065188896,0,0,0,0,0,0,0,0.0232037255943766,0,0,0,0,0,0.130851304974913,0.0270292312470356,0,0.206526649995772,0,0.20535696151201,0,0,0,0,0,0,0.199721257225531,0,-0.0783323607690431,0
X601628.CH.EQUITY,0.0761988957450922,0,0,-0.00341427982279883,0,0,0,0,0,0,0,0,-0.00275429546294308,0,0,-0.180628618926047,0,0,0.260712477381736,0,0,0,0,-0.109108954743745,0,0,0,0,0,0,0,0,0,0,0,0.589580693737321,0,0.0510089262689166,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,-0.0580947776150616
X601988.CH.EQUITY,0,0,0.0751349706365783,0,0.44150643606055,0,0,0,-0.0912194104144391,0,0,0,0,0,0,0,0,0.279318664800235,0,0,0,0,0,0.0456151711751457,0,0,0.0832057631600393,0,0,0,0,0,0,0,0,0,0,0.0019072610227911,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0.0521876000607888,0,0,0,0,0,0,0,0.196819779600751,0,0,0,0,0,0,0,-0.00774282335060866,0,0,0,0.21746087026801,0,0.0671976117321099,0,0,0,0,0,0,0,0,0,0,-0.114822185784382,0.184146148241977,0,0,0,0.218395529705738,0.184413776390435,0.0397957632957199,0,0,0,0,0.114999722883611,0,0,0,0
X388.HK.EQUITY,0,0,0,-0.194694594542584,0,0.418587946777321,0,0,-0.173158600776015,0,0,0,0,0,-0.0392365646020801,0,0,0,0.35263472240049,0,-0.170269371304419,0,0,0,0,0,0,0,0,0,0,0.181268204941118,0,0,0,0,-0.0319561971738451,0,0.0389424171477375,0,0,0,0,0.034037606027012,0,2.16840434497101e-19,0,0,0,0,0.190893235840366,0
X601166.CH.EQUITY,0,0,0,0.318107332421692,0,0,0,0,0,-0.00050893341472568,0,0.124935869387663,0.44942100155349,0,-0.0776048056779663,0.0597432891782667,0,-0.0339979420316226,-0.160796216965099,0,-0.0867692645685114,0,-0.0236484623036022,0,0,0,0,0.152682049767005,0,0.000244227717438487,0,0,0,0,0,0.0605173521334853,0.121718643359721,0,0,0,0,0,0,0,0.0459686650697056,0,0,0.0245572144652531,0,0,0,0
X601658.CH.Equity,0,0,0,-0.237884098011031,0,-0.0775789147646039,0.0620635393957453,0.445417456348924,0,0,0.368820861862151,0,0,0,0,0,0,0.277520246490647,0.203280566564288,0,0,0,0,0,0,0,0,0.0655318706268985,-0.392656262247484,0,0,0,0,0,0,-0.0475125243827122,0,0.200874790179233,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0
X000001.CH.EQUITY,0,0,0,0.160917504690802,0,0,0,0,0,0,0.446132651663661,0.0576352121434767,0,0,0.224545632297664,0,0,0,0,0,0,0,0,0.202362119252734,0,0,0,0,0,-0.031548666478845,-0.0120483264056424,0,0,0,0,0,-0.201485108487502,-0.115954809761935,0,0,0,0,0,0,-0.0442270668184521,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,0.0936174893699777,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0549602044641149,0.136906114079387,0,0.185552769797057,0,0,0,0,0,0,0,0,0,0.0337946232028906,0,0,0,0.168126154463425,0,0,0.0290827261465359,0,0,0,0,0,0,0,0.250382522397895,0.114339803977992,0,0.0538421131224838,0,0,0.106050870943558,0,0
X601601.CH.EQUITY,0,0.536154578596977,0,0,0,0,0,0.106635377673812,-1.0842021724855e-19,0,0,0,0.0538711311969832,0,0,0,0,0,0.055131459809876,0,0,0.187667579925149,0,0,0,0,0,0,0,0,0.0791747957129127,0,0,0,-0.0437836628247806,0.0843794896054703,0,0,-0.125920122331561,0,0.110144828558585,0,0,0,0,0,0,0,0,0,-0.0354887099041494,0
X000002.CH.EQUITY,0,-0.030976551009496,0,0.0722426331689779,0,0,0,0,0,-0.109424769232495,0,0,0,0,0,0,0,0,0.0378080087163237,0,0,0,0,0,-0.0395256064161556,0,0.0925330760959597,0,-0.233034137615866,0.215521679087396,0,0.520679813464181,0,0,0,0,0.06094530871718,0,0,0,0,0,-0.0375934588348426,0.244202199471916,0,0,0,0.0810164774041219,0,0,-0.0507526681795323,0.0885654174005821
X601066.CH.EQUITY,0,0,0.0908906703989222,0,0,0,0,0,0,0,0,0,-0.0383234395650038,0.527068278809962,-0.0831283199152679,0,0,0,0,0,0,0,-0.0858804362400142,0,-0.12672755923555,0,0.0848948255934789,0,0,0,0,-0.0300606178571847,0,0,0,0,0,0,0.197353357418945,0,0,0,0,0,0,0,0.0894128284375122,0,0,-0.0460929079484491,0.0130222635045828,-0.165476375828043
X601328.CH.EQUITY,0,0,0,0,0,0,0.0177222919753826,0.0617123386037357,0,0,0,0.151775667406864,0,0,0,0,0,0,0,0.341981340773302,0,0,0.0324122412278155,0,0,0.09314467658774,0.029810052982352,0,0,0,0,0,0,0.102116757317257,0,0,0,0.110114574019788,0,0.00508444427157119,0,0,0,0,0,0,0,0,0,0,0.0738689826545218,0
X300059.CH.EQUITY,0,0,0,0,0,0,0,0,-0.0635237005679742,0.0639821811064238,0,0.0500504770851873,0,0.0629251237317549,0.0817699919956168,0,0.317189567082884,0,0,0,0,0,0,0,0,0,0,0,0,-0.0634198556170568,0,0,0,0,0,-0.0014390213202074,0,0,0,0,0,0,0,0.376645246121978,0,0.105153800426562,0,0,0.0560758682854892,0,0,0
