,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X11.HK.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X823.HK.EQUITY,X601066.CH.EQUITY,X001979.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X2891.TT.EQUITY,X17.HK.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0,0.254113097142462,0,0,0,0,0,0,0.12707076781172,0,0,0,0,-0.16964264923076,0,0,0,0,0.367900561634422,0,0,0,0,0,1.38777878078145e-17,0.23321937071035,0,0.0815873038510403,0,0.105649594668777,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,-0.0575805080963024,0,-0.0552980202334211,0
X601318.CH.EQUITY,0,0,0,0,0,0.0260389500244494,0,0,0.243247806580376,0,0,0.267185939394797,0,0,0,0.0985849112379385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108924424442622,0,0,0,0,0,0,-0.254695234573115,0.0954705859212846,0,0,0.177915998496524,0,0,0,0,0.101708075312161,0,0,0
X601939.CH.EQUITY,0.439497461637386,0,0,0,0,0.19046350261586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0569570658197411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36053980801626,0,-0.153165102735482,0,0.0862855613745676,0,0,-0.0110076015882608,0,0,0,0,0
X601288.CH.EQUITY,0.508119746833563,0.0158838410583019,0.133605624089044,0,0.122265840710348,0.0656877715594248,0,0,0.0344979721146827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0751981483119848,0,0,0,0,0,0,0.0534084442564187,0,0,0,0.0780323897602617,0.185455124100117,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,-0.116161197530675,0.188306625695609,0.139967167915866,0,0,0,-0.15592920809273,0,0,0,0.229109241387595,0,0,0,0,0,0.590352325706039,0,0,-0.0643265301642475,0,0,0.141038344433333,0,0,-0.166682646245059,0,0,0,0,0,0,0,0,0.023130379045352,0,0,0,0,0,0,0,0,0,0.145590966015478,0,0,0.118120620771345,0,0
X601988.CH.EQUITY,0.0875014166781195,0.0230858147026319,0.143763980754549,0.20501271585263,0,0,0,-0.0225035703916318,0.14438073619281,0.0964945081567816,0.175496043886774,0,-0.350157530805699,0,0,0,0,0,0,0,0,0,0.138859285137371,0,0,0,0.0678477547725694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0335982699595751,0,0,0,0,0.042597541126317,0
X600036.CH.EQUITY,0,0.372163143076225,0,0,0,0,0,0.034327207044983,-0.0112398910361305,0,0,0,0,0.288333718068793,0,-3.46944695195361e-18,0.0201779869655023,0,0,0,0,0,0,0.176251079845671,0,0,0,0,0,0,0,0.0927032601787338,0,-0.0399122573211997,0.000544414852262531,0,0,0,0,0,0.164788337113914,0,0,0,0,0,0.0163948660749154,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.161052568158034,0,0,1.73472347597681e-18,0,-0.0488591740504691,0,-0.0494425767428251,1.73472347597681e-18,0,0.274055771686857,0.273017862702929,0,0,0.143437208695415,0,0,0,0,0,0.0955139160463367,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0710650224125098,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.0789291626677066,0.244543720745392,0,0,0,0.0254108201127961,0,0,0,0,0,0,0,0,0,0,0,-0.103212967728462,0,0,0,0,0,0,0,0,0.0366357069281829,0.105794116999535,0,0,0,0,0,0.0220661762565216,0,0,0,0,0,0,0,0,0,0,0,0.157329588100839,0,0,0.0262081706008169,0.299409064851518,0
X601166.CH.EQUITY,0.117395278010886,0,0,0,0,0.0437511592269946,0.499670100186778,0,0,0,0,0,0,0.0393398528429537,0,0.246709701499509,0,0,0,0,0,0,0,0,0,0,0,0.0835485788362528,0,0,0,0.0441059538412919,0,0.109042358942171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0.0703794989438473,0,0,0.12683857370225,0,0,0,0,0.0188943827491027,0,0.0821834118977197,0,0,0,0,0,0,0,0,-0.130274205773566,0.252236577236987,0.224963434635239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029741081759994,0,0,0.203334702616832,0,0.0313921069859082,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0,0,0.24144512133276,0,0,0,0.400634835845893,0,0,0.0792852024083874,-0.0308711483505801,-0.0844280765196931,-0.0733929114783456,0,0,0,0,0,0,0,0,0,0,0.165668237948817,0,0,0,0.036472799340558,0,5.42101086242752e-20,0,0,0,0,0,0,0,0,0.0744211796002063,0,0,0,0.0474229342518882,0.155407674287678,0,0,0
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134171193036644,0,0.00624979391912915,0,0,0.130585527480791,0,0,0,0.0192799891011231,0.044091221014199,0,0,0.340311826279406,0,0,0,0.349439550912385,0,0,0,-0.0349839275034344,0,0,0,-1.73472347597681e-18,0,0,0.0400079549488502,0,0,0.121352664451925,0,0,0
X000001.CH.EQUITY,0,0,0,0,0,0,0.0522443509011897,0.107910130350636,0,0.0640674424195886,0,0,0,0,0,0,0,0.102650754220274,0,0,0,0,0,0,0,0.0107615069647585,0,0,0,0,0,0.203398795017717,-0.205849382643915,0,0.127775683042745,-0.310738627954483,0,0.0962890847547897,0.223740339451218,0,-0.0175975242913396,0,0,-1.73472347597681e-18,0,0,0.237969472237331,0.25283762376434,0,0,0
X16.HK.EQUITY,0,0,0,0.165895644130861,0,0,0,0.0890969120821479,0,0,0,0,0,0,0,0,0.0187152996987844,0,0,0.0288689810801187,0,0,0,0.333590300515234,0,0,0.0871118220641681,0,0.0612430450597008,0.0459227025069042,0.0872645445421928,-0.0602344684106037,0,0,0,0,0,0,0,0,0,0.123579679144738,0,0,0,0,0,0,0.234520821115944,0,0
X601601.CH.EQUITY,0,0,0,0,0,-0.166730756900041,0.0263121345427949,0,0.163347241309716,0.195353896138032,0,0,0,0.0810771268207263,0,0,0.292846656650741,0,0,0,0.151020358605388,0,0.0857420609800714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.206988097045699,0,0,0,0,0,0,0,0,0,0.0368887357202393,0,0.0494151614882145
X388.HK.EQUITY,0,0,0.00362292585326857,0,0,0,0,0.266395944182052,0,0,0,0,0,0,0.0361686643408451,0.034356372641202,0,0,-0.0937025390325529,0,-0.03447559445987,0,0,0,0,0,0,0,0,0,0.210425262830259,0,0,-0.0445635383324146,0,0,0,-0.264410741942782,0,0,0,0.347505478072296,0,0.113282497587495,0,0,0,0,0,-0.148789975243838,0
X11.HK.EQUITY,0.197202447812951,0,0,0,0.183954228664404,0,0,0.263234574358493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.374130655816972,0,0,0,-0.0484835723325482,0,-8.67361737988404e-19,0,-0.00162221251152852,0.0802454493959712,0,0,0,0,0,-0.160482336200379,0,0,0,0,0,0,-0.0322705322035938,0,0,-0.154071199522199,-0.0600403890015518,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,-4.33680868994202e-19,0,0,0,0,0,-0.157041913255647,0,0.15923079141479,0,0,0,0,0,0,0,0,0,-0.0205197198225376,0,0,0.46648668386003,0,0,0,0,0.0986128401590687,0,0,0,0.120885610875059,0,0,0,0,0,0,0
X688.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.314198564932645,0,0,0,0.291499433618362,0,0,0,0,0,0,0.121529806795648,0,0,0.131386374748287,0,0,0,0,0,-0.0665224173203997,0,0,0,0,0.0665731810763039,0,0,0,0,0,0,0.027668478424747,-0.147209903167179,0,0,0,0,0
X267.HK.EQUITY,0.079667371839821,0,0,0,0,0,0,0.0241749739342753,0.102148735070774,0,0,0,-0.101297365590775,0.0217727667144495,0,0.00497371009847363,0,0.544516567511546,0,0.00736358917816433,0,0,0,0,0,0,0,0,0,0,0,0.0922780834453912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132977780836222,0.21104941155805,0
X601998.CH.EQUITY,0,0,0.0433661644136428,0,0,0,0,0,0,2.71050543121376e-20,0.145808656590593,0,0,0,0,0,0,0,0,0,0,0,0.0609530057190637,0,0,0,0,0.199976413798101,0,0.135175555438294,0.136482377302872,0,0,-0.0302585829560808,0,0,0,0,8.67361737988404e-19,0,0.0745044698357351,0,0.0424171965206181,0.155290217061995,0,0,-0.0628591528960409,0,0,-0.0815950704939742,0
X600016.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.273827280870063,0.22832845946723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0581668161095633,0,0.0174325133281466,0,0,0,0,0,0.043417575194973,0,0,0,0.158124692366096,0.0317643288016403,0,0.0795113754808293,0,0,0,0
X2388.HK.EQUITY,0,0,0,0,0.551394471147585,0,0,0.024654056281664,0,0,0,0,0,0,0.183981933466804,0,0,0.17705576433471,0,0.441268833141594,-0.130090419412912,0,0,0,0,0,0,0,0,0,0,0,0,-0.0280557383805445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.00377650089066134,0,0,0.04939804144145,0,0,0.0279202885604876,0.0206428249940056,0,0.12429988689902,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23719410618512,0.367225268497523,0,0,0,0.0707910262941694,0,0,0,0,0.0051328368645893,0.129538078273308,0,0,0,0
X1109.HK.EQUITY,0,0,0,0,0,0,0.0151909160525559,0.0912699361804548,0,0,0,0,0.168314159366273,0,0,0.0862642317525012,0,-0.0586502227593414,0,0.414471541213974,0,-0.0264770925056328,0,0,0,0,0.172306608213494,0,0,0,0,0,0,0,0,0,0,0,0,-0.0781880611024511,0,0,0,0,0,0,0,0,0,0,-0.0717232282862214
X2007.HK.EQUITY,0,-0.130947634975023,0,0,0,0.270316796777383,-0.0769138599311891,0,0,0,0,0,0,0,0.0939019114378431,0,0,0,0,0,0,0,0,0,0,0.030285980634269,0,0,0,0,0,0,0,0.274479654610866,0,0,0,0,0,0,0,0.436121809668691,0,0,0,0,0,-0.0823011248445017,0,0.0221101999823222,0
X601818.CH.EQUITY,0,0,0,0,0,0,0,0,-0.181072184972203,0,0,0.241892403481681,0,0.16353289984463,0,0,-0.247523640827523,0,0,0,0,0.332577581699975,0,0,0,0,0,0,0,0.138793616005747,0,0,0,0,0.074874651850005,-0.031774908521224,0,0,0,0.0206880006594656,-0.117041284237653,0,0,0.0846202755068817,0,0.0183881147232108,0,0,0,0,0
X1113.HK.EQUITY,0,0,0,-0.072210428529614,0,0,0,0,-0.0188279092040591,0,0,0,0.122167888610643,0,0.0103337696125501,0,0.0409682701372171,0.195748325458902,0,0,0,0,0,0.0244678568759413,0,0,0,0,0,0,0,0,0.234664804963611,0,0,0,0,0,-0.108579207267193,0,0,0.267585632561479,0,0,0,0,0,0,0,0,-0.0133836916757693
X600048.CH.EQUITY,0,0,0,0,0.252765216217768,0,0,-0.0763494798297795,-0.384244979525486,0,0,0,0.372343081379129,0,-1.38777878078145e-17,0,0,0,0,0,0,0.0509197779591562,0,0,0,0,0,0,0,0,0,0,0,-0.00625279421724244,0.188798582653867,0,0,0,-0.141335999453205,0.177159376924676,0,0,0,0,0,0,0,0,0,0,0
X12.HK.EQUITY,0,0,0,0.102296242432224,0,0,0,0.166827143834471,0,0,0,0,-0.0881801629359779,-0.0256360723127226,0.343456030242468,0,0,0.0157680078502255,0,0.239626241325799,0,0,0,0,0,0,0,0,0.170097238150409,0,0,-0.0297302833577724,0.270625042844054,0,0,0,0,0,0,-0.0388928488015637,0,0,0,0,0,0,0,0,0,0,-0.0116703878532785
